繁體	简体	吳拼	備注
綱	纲	kaon1	
鋼	钢	kaon1	
缸	缸	kaon1	
江	江	kaon1	
江	江	kaon1	
豇	豇	kaon1	
講	讲	kaon3	
港	港	kaon3	
槓	杠	kaon5	
降	降	kaon5	下〜
康	康	khaon1	
糠	糠	khaon1	
慷	慷	khaon3	
抗	抗	khaon5	
炕	炕	khaon5	
槨	槨	khaon5	藏
骯	肮	aon1	
滂	滂	baon2	
旁	旁	baon2	
螃	螃	baon2	
防	防	baon2	
龐	庞	baon2	
棒	棒	baon2	
傍	傍	baon6	
忙	忙	maon2	
芒	芒	maon2	
茫	茫	maon2	
莽	莽	maon2	
蟒	蟒	maon2	
芒	芒	maon2	
輞	辋	maon2	
忘	忘	maon2	
盲	盲	maon2	
虻	虻	maon2	牛〜
懵	懵	maon2	〜懂
望	望	maon6	
夢	梦	maon6	
房	房	vaon2	
亡	亡	vaon2	
忘	忘	vaon2	文
妄	妄	vaon6	
望	望	vaon6	文
堂	堂	daon2	
棠	棠	daon2	
螳	螳	daon2	
唐	唐	daon2	
糖	糖	daon2	
塘	塘	daon2	
蕩	荡	daon2	放〜
宕	宕	daon6	
⿺辶宕	⿺辶宕	daon6	
囊	囊	naon2	
曩	曩	naon2	
郎	郎	laon2	
廊	廊	laon2	
狼	狼	laon2	
朗	朗	laon2	
浪	浪	laon6	
藏	藏	dzaon2	隐〜
常	常	dzaon2	
償	偿	dzaon2	
藏	藏	dzaon6	西〜
臟	脏	dzaon6	
撞	撞	dzaon6	
裳	裳	zaon2	衣～
上	上	zaon2	
嘗	尝	zaon2	
嚐	尝	zaon2	
床	床	zaon2	
牀	床	zaon2	
尚	尚	zaon6	
上	上	zaon6	〜面
狀	状	zaon6	
㽘	㽘	gaon2	田〜
行	行	ghaon2	〜列
航	航	ghaon2	
杭	杭	ghaon2	
降	降	ghaon2	投〜
項	项	ghaon2	
巷	巷	ghaon6	
奔	奔	pen1	
錛	锛	pen1	
崩	崩	pen1	文
畚	畚	pen1	
本	本	pen3	
奔	奔	pen5	
噴	喷	phen1	〜水
烹	烹	phen1	文
捧	捧	phen3	
噴	喷	phen5	〜香
分	分	fen1	
芬	芬	fen1	
紛	纷	fen1	
風	风	fen1	
豐	丰	fen1	
楓	枫	fen1	
封	封	fen1	
峯	峰	fen1	
鋒	锋	fen1	
蜂	蜂	fen1	
粉	粉	fen3	
糞	粪	fen5	
奮	奋	fen5	
諷	讽	fen5	
敦	敦	ten1	
墩	墩	ten1	
蹲	蹲	ten1	
登	登	ten1	
燈	灯	ten1	
等	等	ten3	
頓	顿	ten5	
扽	扽	ten5	
凳	凳	ten5	
鐙	镫	ten5	
瞪	瞪	ten5	
吞	吞	then1	
氽	氽	then3	〜去
褪	褪	then5	
榛	榛	tsen1	
臻	臻	tsen1	
尊	尊	tsen1	
撙	撙	tsen1	
蹲	蹲	tsen1	
遵	遵	tsen1	
曾	曾	tsen1	
姓	姓	tsen1	
增	增	tsen1	
憎	憎	tsen1	
爭	争	tsen1	文
箏	筝	tsen1	
睜	睁	tsen1	
村	村	tshen1	
忖	忖	tshen3	
襯	衬	tshen5	
寸	寸	tshen5	
森	森	sen1	
參	参	sen1	人〜
蔘	参	sen1	人〜
孫	孙	sen1	
損	损	sen1	
僧	僧	sen1	
生	生	sen1	文
牲	牲	sen1	文
笙	笙	sen1	文
甥	甥	sen1	文
猻	狲	sen1	
損	损	sen3	
滲	渗	sen5	水〜
遜	逊	sen5	
跟	跟	ken1	
根	根	ken1	
更	更	ken1	文
粳	粳	ken1	文
庚	庚	ken1	文
羹	羹	ken1	文
耕	耕	ken1	文
耿	耿	ken1	
更	更	ken5	～加
齦	龈	khen3	老鼠〜
肯	肯	khen3	
亨	亨	hen1	
很	很	hen3	
狠	狠	hen3	
恩	恩	en1	
盆	盆	ben2	
笨	笨	ben6	
門	门	men2	
蚊	蚊	men2	
萌	萌	men2	文
盟	盟	men2	文
悶	闷	men6	
問	问	men6	
焚	焚	ven2	
墳	坟	ven2	
文	文	ven2	
紋	纹	ven2	
蚊	蚊	ven2	文
聞	闻	ven2	
憤	愤	ven2	
忿	忿	ven2	
吻	吻	ven2	
刎	刎	ven2	
馮	冯	ven2	
逢	逢	ven2	
縫	缝	ven2	
奉	奉	ven2	
份	份	ven6	一〜
問	问	ven6	文
鳳	凤	ven6	
俸	俸	ven6	
縫	缝	ven6	一条〜
屯	屯	den2	
鈍	钝	den2	
臀	臀	den2	
囤	囤	den2	
沌	沌	den2	
盾	盾	den2	
騰	腾	den2	
疼	疼	den2	
停	停	den2	
鈍	钝	den6	
遁	遁	den6	
鄧	邓	den6	
澄	澄	den6	
能	能	nen2	
嫩	嫩	nen6	
論	论	len2	
倫	伦	len2	
淪	沦	len2	
輪	轮	len2	
愣	愣	len2	
菱	菱	len2	〜角
冷	冷	len2	文
岑	岑	dzen2	
曾	曾	dzen2	〜经
贈	赠	dzen6	
層	层	zen2	
贈	赠	zen6	
䫀	𫖱	gen2	〜固头
痕	痕	ghen2	
恆	恒	ghen2	
恨	恨	ghen6	
崩	崩	pon1	
捧	捧	phon3	
碰	碰	phon5	
風	风	fon1	
楓	枫	fon1	
瘋	疯	fon1	
豐	丰	fon1	
封	封	fon1	
峯	峰	fon1	
峰	峰	fon1	
蜂	蜂	fon1	
鋒	锋	fon1	
俸	俸	fon5	
端	端	ton1	〜午
東	东	ton1	
冬	冬	ton1	
董	董	ton3	
懂	懂	ton3	
凍	冻	ton5	
棟	栋	ton5	
通	通	thon1	
捅	捅	thon3	〜破
痛	痛	thon5	
統	统	thon5	
珍	珍	tson1	
真	真	tson1	
肫	肫	tson1	〜肝
軍	军	tson1	
棕	棕	tson1	
鬃	鬃	tson1	
宗	宗	tson1	
中	中	tson1	当〜
忠	忠	tson1	
終	终	tson1	
縱	纵	tson1	〜横
鐘	钟	tson1	
鍾	锺	tson1	
忠	忠	tson1	
供	供	tson1	〜大人
診	诊	tson3	
疹	疹	tson3	
準	准	tson3	
總	总	tson3	
種	种	tson3	〜类
腫	肿	tson3	
冢	冢	tson3	
鎮	镇	tson5	
振	振	tson5	
震	震	tson5	
俊	俊	tson5	
中	中	tson5	射〜
衆	众	tson5	
眾	众	tson5	
縱	纵	tson5	放〜
種	种	tson5	〜树
皴	皴	tshon1	〜㿭
椿	椿	tshon1	
春	春	tshon1	
聰	聪	tshon1	
怱	怱	tshon1	
蔥	葱	tshon1	
囪	囱	tshon1	
充	充	tshon1	
從	从	tshon1	〜容
寵	宠	tshon1	
蠢	蠢	tshon3	
寵	宠	tshon3	
慫	怂	tshon3	
趁	趁	tshon5	
𣑁	𣑁	tshon5	〜杠
銃	铳	tshon5	放〜
伸	伸	son1	
荀	荀	son1	
旬	旬	son1	
殉	殉	son1	
松	松	son1	
鬆	松	son1	
☐	☐	son1	阿〜,叫叔父
笋	笋	son3	
筍	笋	son3	
榫	榫	son3	〜头
殉	殉	son5	
舜	舜	son5	
送	送	son5	
宋	宋	son5	
公	公	kon1	
蚣	蚣	kon1	
工	工	kon1	
功	功	kon1	
攻	攻	kon1	
弓	弓	kon1	
躬	躬	kon1	
宮	宫	kon1	
恭	恭	kon1	
供	供	kon1	〜给
鞏	巩	kon3	～固
拱	拱	kon3	～手
供	供	kon5	上〜
汞	汞	kon5	
空	空	khon1	〜缺
恐	恐	khon1	
孔	孔	khon3	
轟	轰	hon1	
烘	烘	hon1	
哄	哄	hon3	
蕻	蕻	hon5	雪里〜
翁	翁	on1	
瓮	瓮	on5	
朋	朋	bon2	
篷	篷	bon2	
蓬	蓬	bon2	
蠓	蠓	mon2	～虫
馮	冯	von2	文
逢	逢	von2	
縫	缝	von2	〜衣
奉	奉	von2	
鳳	凤	von6	文
俸	俸	von6	
縫	缝	von6	一条～
同	同	don2	
銅	铜	don2	
桐	桐	don2	
童	童	don2	
瞳	瞳	don2	
動	动	don2	
桶	桶	don2	
洞	洞	don6	
膿	脓	non2	
農	农	non2	
儂	侬	non2	
你	你	non2	
籠	笼	lon2	
聾	聋	lon2	
攏	拢	lon2	
龍	龙	lon2	
隴	陇	lon2	
壠	垅	lon2	
弄	弄	lon6	
群	群	dzon2	
羣	群	dzon2	
裙	裙	dzon2	
叢	丛	dzon2	
崇	崇	dzon2	
蟲	虫	dzon2	
重	重	dzon2	
從	从	dzon2	跟〜
仲	仲	dzon6	
誦	诵	dzon6	
頌	颂	dzon6	
訟	讼	dzon6	
神	神	zon2	
辰	辰	zon2	
晨	晨	zon2	
人	人	zon2	文
仁	仁	zon2	文
忍	忍	zon2	
腎	肾	zon2	
脣	唇	zon2	
純	纯	zon2	
蓴	莼	zon2	
醇	醇	zon2	
循	循	zon2	
巡	巡	zon2	
任	任	zon6	责〜
刃	刃	zon6	文
認	认	zon6	文
慎	慎	zon6	
潤	润	zon6	
順	顺	zon6	
弘	弘	ghon2	
虹	虹	ghon2	
宏	宏	ghon2	
☐	☐	ghon2	轰出去
紅	红	ghon2	
洪	洪	ghon2	
鴻	鸿	ghon2	
躭	躭	ghon6	
蓖	蓖	pi1	〜麻
鄙	鄙	pi3	
比	比	pi3	
閉	闭	pi5	
箅	箅	pi5	〜子
蔽	蔽	pi5	
祕	秘	pi5	
庇	庇	pi5	
批	批	phi1	
披	披	phi1	
丕	丕	phi1	
秕	秕	phi3	
譬	譬	phi5	
屁	屁	phi5	
非	非	fi1	
飛	飞	fi1	
妃	妃	fi1	
匪	匪	fi3	
榧	榧	fi3	
廢	废	fi5	
肺	肺	fi5	
費	费	fi5	
痱	痱	fi5	
翡	翡	fi5	
低	低	ti1	
抵	抵	ti1	
底	底	ti3	
抵	抵	ti3	
帝	帝	ti5	
諦	谛	ti5	
蒂	蒂	ti5	
梯	梯	thi1	文
體	体	thi3	
替	替	thi5	
涕	涕	thi5	
剃	剃	thi5	
屜	屉	thi5	
稽	稽	ci1	
飢	饥	ci1	
饑	饥	ci1	
肌	肌	ci1	
姊	姊	ci1	
基	基	ci1	
機	机	ci1	
譏	讥	ci1	
箕	箕	ci1	
嘰	叽	ci1	
雞	鸡	ci3	
幾	几	ci3	
擠	挤	ci5	
濟	济	ci5	
祭	祭	ci5	
際	际	ci5	
穄	穄	ci5	
計	计	ci5	
繼	继	ci5	
髻	髻	ci5	
寄	寄	ci5	
冀	冀	ci5	
己	己	ci5	
紀	纪	ci5	
記	记	ci5	
既	既	ci5	
季	季	ci5	
蛆	蛆	chi1	〜虫
妻	妻	chi1	
棲	棲	chi1	
溪	溪	chi1	
欺	欺	chi1	
啓	启	chi3	
企	企	chi3	
起	起	chi3	
杞	杞	chi3	
豈	岂	chi3	
覷	觑	chi5	近〜
去	去	chi5	
契	契	chi5	
器	器	chi5	
棄	弃	chi5	
氣	气	chi5	
汽	汽	chi5	
西	西	shi1	
犀	犀	shi1	
犧	牺	shi1	
嬉	嬉	shi1	
熙	熙	shi1	
希	希	shi1	
稀	稀	shi1	
洗	洗	shi3	
璽	玺	shi3	
徙	徙	shi3	
死	死	shi3	
喜	喜	shi3	
蟢	蟢	shi3	
髓	髓	shi3	
絮	絮	shi5	
細	细	shi5	
婿	婿	shi5	
系	系	shi5	文
戲	戏	shi5	
伊	伊	i1	
醫	医	i1	
已	已	i1	
以	以	i1	
衣	衣	i1	
依	依	i1	
倚	倚	i3	
椅	椅	i3	
☐	☐	i5	〜粉
刈	刈	i5	
縊	缢	i5	
翳	翳	i5	
意	意	i5	
億	亿	i5	
憶	忆	i5	
皮	皮	bi2	
疲	疲	bi2	
脾	脾	bi2	
被	被	bi2	〜子
琵	琵	bi2	
枇	枇	bi2	
肥	肥	bi2	
鐾	鐾	bi6	〜刀
敝	敝	bi6	
弊	弊	bi6	
避	避	bi6	
婢	婢	bi6	
痹	痹	bi6	麻〜
迷	迷	mi2	
謎	谜	mi2	
縻	縻	mi2	
糜	糜	mi2	
彌	弥	mi2	
靡	靡	mi2	
眉	眉	mi2	
尾	尾	mi2	
米	米	mi2	
未	未	mi6	
味	味	mi6	
維	维	vi2	
惟	惟	vi2	
唯	唯	vi2	
肥	肥	vi2	
微	微	vi2	
尾	尾	vi2	
吠	吠	vi6	
未	未	vi6	文
味	味	vi6	文
費	费	vi6	姓
弟	弟	di2	
題	题	di2	
提	提	di2	
堤	堤	di2	
蹄	蹄	di2	
啼	啼	di2	
雉	雉	di2	
隸	隶	di6	
第	第	di6	
遞	递	di6	
地	地	di6	
呂	吕	li2	
旅	旅	li2	
穭	稆	li2	
犁	犁	li2	
黎	黎	li2	
禮	礼	li2	
梨	梨	li2	
𠠍	𠠍	li2	
履	履	li2	
離	离	li2	
籬	篱	li2	
璃	璃	li2	
狸	狸	li2	
李	李	li2	
裏	里	li2	
理	理	li2	
鯉	鲤	li2	
蠣	蛎	li2	
濾	滤	li6	
慮	虑	li6	
麗	丽	li6	
例	例	li6	
厲	厉	li6	
勵	励	li6	
隸	隶	li6	
利	利	li6	
痢	痢	li6	
荔	荔	li6	
吏	吏	li6	
淚	泪	li6	
蠣	蛎	li6	
鷃	鷃	ji2	〜麻
𠍲	𠍲	ji2	
齊	齐	ji2	文
臍	脐	ji2	
薺	荠	ji2	
奇	奇	ji2	
騎	骑	ji2	
岐	岐	ji2	
技	技	ji2	
妓	妓	ji2	
遲	迟	ji2	
痔	痔	ji2	
其	其	ji2	
棋	棋	ji2	
期	期	ji2	
旗	旗	ji2	
祈	祈	ji2	
池	池	ji2	
忌	忌	ji6	
倪	倪	gni2	
泥	泥	gni2	
宜	宜	gni2	
儀	仪	gni2	
蟻	蚁	gni2	
尼	尼	gni2	
疑	疑	gni2	
擬	拟	gni2	
耳	耳	gni2	
沂	沂	gni2	
藝	艺	gni6	
議	议	gni6	
義	义	gni6	
誼	谊	gni6	
二	二	gni6	
貳	贰	gni6	
膩	腻	gni6	
毅	毅	gni6	
徐	徐	zhi2	
奚	奚	yi2	
兮	兮	yi2	
齊	齐	yi2	
攜	携	yi2	
移	移	yi2	
夷	夷	yi2	
姨	姨	yi2	
飴	饴	yi2	
已	已	yi2	
以	以	yi2	
矣	矣	yi2	
遺	遗	yi2	
系	系	yi6	
易	易	yi6	难〜
肄	肄	yi6	〜业
異	异	yi6	
鞭	鞭	pi1	
編	编	pi1	
邊	边	pi1	
蝙	蝙	pi1	
貶	贬	pi3	
扁	扁	pi3	
匾	匾	pi3	
變	变	pi5	
遍	遍	pi5	
篇	篇	phi1	
偏	偏	phi1	
騙	骗	phi5	
片	片	phi5	
掂	掂	ti1	
顛	颠	ti1	
點	点	ti3	
典	典	ti3	
店	店	ti5	
尖	尖	ci1	
占	占	ci1	〜卜
兼	兼	ci1	
搛	搛	ci1	
艱	艰	ci1	
間	间	ci1	空〜
煎	煎	ci1	
肩	肩	ci1	
堅	坚	ci1	
檢	检	ci3	
簡	简	ci3	
襉	裥	ci3	
柬	柬	ci3	
楝	楝	ci3	
煎	煎	ci3	
展	展	ci3	
繭	茧	ci3	
筧	笕	ci3	水〜
沾	沾	ci5	
劍	剑	ci5	
間	间	ci5	〜断
澗	涧	ci5	
鐗	锏	ci5	车〜
箭	箭	ci5	
濺	溅	ci5	
建	建	ci5	
薦	荐	ci5	
牮	牮	ci5	
見	见	ci5	
殲	歼	chi1	
籤	签	chi1	
謙	谦	chi1	
歉	歉	chi1	
遷	迁	chi1	
千	千	chi1	
牽	牵	chi1	
箋	笺	chi1	
淺	浅	chi3	
遣	遣	chi3	
欠	欠	chi5	
歉	歉	chi5	
黏	黏	kni5	
枚	枚	shi1	
仙	仙	shi1	
鮮	鲜	shi1	新〜
軒	轩	shi1	
掀	掀	shi1	
先	先	shi1	
險	险	shi3	
閃	闪	shi3	
陝	陕	shi3	〜西
癬	癣	shi3	
鮮	鲜	shi3	
顯	显	shi3	
線	线	shi5	
扇	扇	shi5	
憲	宪	shi5	
獻	献	shi5	
甘	甘	ki1	
柑	柑	ki1	
泔	泔	ki1	〜水
干	干	ki1	
乾	干	ki1	
肝	肝	ki1	
竿	竿	ki1	
感	感	ki3	
敢	敢	ki3	
橄	橄	ki3	
杆	杆	ki3	
稈	秆	ki3	
趕	赶	ki3	
狗	狗	ki3	
幹	干	ki5	
看	看	khi3	
坎	坎	khi5	
看	看	khi5	
坳	坳	khi5	
淹	淹	i1	
閹	阉	i1	
嫌	嫌	i1	
蔫	蔫	i1	不鲜
菸	烟	i1	
煙	烟	i1	
燕	燕	i1	
掩	掩	i3	
雱	雱	i3	
樛	樛	i3	
晏	晏	i5	
堰	堰	i5	
䞁	𬥺	i5	〜长短
燕	燕	i5	〜子
咽	咽	i5	
嚥	咽	i5	
宴	宴	i5	
便	便	bi2	〜宜
辨	辨	bi2	
辯	辩	bi2	
辮	辫	bi2	
汴	汴	bi6	
便	便	bi6	方〜
綿	绵	mi2	
棉	棉	mi2	
免	免	mi2	
勉	勉	mi2	
娩	娩	mi2	分〜
緬	缅	mi2	
眠	眠	mi2	
面	面	mi6	
甜	甜	di2	
簟	簟	di2	
田	田	di2	
填	填	di2	
電	电	di6	
殿	殿	di6	
奠	奠	di6	
佃	佃	di6	
墊	垫	di6	
廉	廉	li2	
臉	脸	li2	
連	连	li2	
聯	联	li2	
憐	怜	li2	
蓮	莲	li2	
殮	殓	li6	
儉	俭	ji2	
潛	潜	ji2	
漸	渐	ji2	
乾	乾	ji2	〜坤
虔	虔	ji2	
犍	犍	ji2	
件	件	ji2	
纏	缠	ji2	
錢	钱	ji2	
踐	践	ji2	
鍵	键	ji2	
餞	饯	ji6	～行
健	健	ji6	
腱	腱	ji6	
閻	阎	gni2	
嚴	严	gni2	
鮎	鲇	gni2	〜鱼
拈	拈	gni2	
碾	碾	gni2	
研	研	gni2	
年	年	gni2	
捻	捻	gni2	
攆	撵	gni2	
驗	验	gni6	
諺	谚	gni6	
硯	砚	gni6	
前	前	zhi2	
賤	贱	zhi6	
鹽	盐	yi2	
炎	炎	yi2	文
焉	焉	yi2	心不在〜
延	延	yi2	
筵	筵	yi2	
演	演	yi2	
言	言	yi2	
賢	贤	yi2	
弦	弦	yi2	
前	前	yi2	
焰	焰	yi6	
鹽	盐	yi6	
雁	雁	yi6	
賤	贱	yi6	
現	现	yi6	
家	家	cia1	文
加	加	cia1	文
痂	痂	cia1	文
嘉	嘉	cia1	文
假	假	cia1	文，真～
姐	姐	cia1	
佳	佳	cia1	文
姊	姊	cia1	
賈	贾	cia3	姓
假	假	cia5	放〜
架	架	cia5	文
駕	驾	cia5	文
嫁	嫁	cia5	文
稼	稼	cia5	文
價	价	cia5	文
借	借	cia5	
敔	敔	chia5	
寫	写	shia3	
瀉	泻	shia5	
卸	卸	shia5	
下	下	shia5	
愜	惬	shia5	
鴉	鸦	ia1	文
丫	丫	ia1	文
椏	桠	ia1	文
雅	雅	ia1	文
霞	霞	ia1	文
瑕	瑕	ia1	文
遐	遐	ia1	文
啞	哑	ia3	文
亞	亚	ia5	文
暇	暇	ia5	文
茄	茄	jia2	
☐	☐	jia2	〜人
牙	牙	ya2	文
芽	芽	ya2	文
衙	衙	ya2	文（新）
耶	耶	ya2	
爺	爷	ya2	
也	也	ya2	
野	野	ya2	
邪	邪	ya2	
斜	斜	ya2	
涯	涯	ya2	天〜
崖	崖	ya2	山～
夜	夜	ya6	
謝	谢	ya6	
標	标	piau1	
彪	彪	piau1	
表	表	piau3	
鑄	铸	piau3	
飄	飘	phiau1	
漂	漂	phiau1	
漂	漂	phiau3	
票	票	phiau5	
刁	刁	tiau1	
貂	貂	tiau1	
雕	雕	tiau1	
鳥	鸟	tiau3	
釣	钓	tiau5	
吊	吊	tiau5	
挑	挑	thiau1	
𠛪	𠛪	thiau3	〜刺
挑	挑	thiau3	
跳	跳	thiau5	
糶	粜	thiau5	
交	交	ciau1	文
郊	郊	ciau1	
膠	胶	ciau1	
教	教	ciau1	
焦	焦	ciau1	
蕉	蕉	ciau1	
朝	朝	ciau1	今〜
昭	昭	ciau1	
招	招	ciau1	
驕	骄	ciau1	
嬌	娇	ciau1	
瞧	瞧	ciau1	
澆	浇	ciau1	
繳	缴	ciau1	
僥	侥	ciau1	
絞	绞	ciau3	文
狡	狡	ciau3	
鉸	铰	ciau3	文
攪	搅	ciau3	文
矯	矫	ciau3	
繳	缴	ciau3	
僥	侥	ciau3	〜幸
餃	饺	ciau3	
教	教	ciau5	〜育
校	校	ciau5	〜对
較	较	ciau5	
窖	窖	ciau5	
覺	觉	ciau5	睡〜
醮	醮	ciau5	
沼	沼	ciau5	〜气
照	照	ciau5	
詔	诏	ciau5	
叫	叫	ciau5	
敲	敲	chiau1	文
鍬	锹	chiau1	
繰	缲	chiau1	〜边
超	超	chiau1	
巧	巧	chiau3	
悄	悄	chiau3	
俏	俏	chiau5	
竅	窍	chiau5	
消	消	shiau1	
宵	宵	shiau1	
霄	霄	shiau1	
硝	硝	shiau1	
銷	销	shiau1	
鞘	鞘	shiau1	
燒	烧	shiau1	
枵	枵	shiau1	
囂	嚣	shiau1	
蕭	萧	shiau1	
簫	箫	shiau1	
少	少	shiau1	
小	小	shiau3	
曉	晓	shiau3	
少	少	shiau3	
孝	孝	shiau5	文
笑	笑	shiau5	
鞘	鞘	shiau5	
妖	妖	iau1	
邀	邀	iau1	
腰	腰	iau1	
要	要	iau1	～求
饒	饶	iau1	
幺	么	iau1	
舀	舀	iau3	～水
杳	杳	iau3	
瓢	瓢	biau2	
嫖	嫖	biau2	
鰾	鳔	biau2	
苗	苗	miau2	
描	描	miau2	
藐	藐	miau2	
渺	渺	miau2	
秒	秒	miau2	
廟	庙	miau6	
妙	妙	miau6	
謬	谬	miau6	
條	条	diau2	
調	调	diau2	〜和
掉	掉	diau6	
調	调	diau6	
聊	聊	liau2	
寥	寥	liau2	
了	了	liau2	
料	料	liau6	
尥	尥	liau6	
廖	廖	liau6	姓
喬	乔	jiau2	
僑	侨	jiau2	
橋	桥	jiau2	
蕎	荞	jiau2	
朝	朝	jiau2	〜代
潮	潮	jiau2	
樵	樵	jiau2	
瞧	瞧	jiau2	
剿	剿	jiau2	
轎	轿	jiau6	
撓	挠	gniau2	
饒	饶	gniau2	
橈	桡	gniau2	
繞	绕	gniau2	
堯	尧	gniau2	
鳥	鸟	gniau2	文
尿	尿	gniau6	〜素
韶	韶	zhiau2	〜关
紹	绍	zhiau2	〜兴
邵	邵	zhiau2	文
餚	肴	yau2	
淆	淆	yau2	
咬	咬	yau2	文
搖	摇	yau2	
謠	谣	yau2	
窯	窑	yau2	
姚	姚	yau2	
韶	韶	yau2	
紹	绍	yau2	
邵	邵	yau2	
兆	兆	yau2	
召	召	yau2	
效	效	yau6	
校	校	yau6	学〜
耀	耀	yau6	
鷂	鹞	yau6	
爹	爹	tie1	
皆	皆	cie1	
階	阶	cie1	文
街	街	cie1	文
解	解	cie3	文
介	介	cie5	文
芥	芥	cie5	文
界	界	cie5	文
濟	济	cie5	文
屆	届	cie5	文
戒	戒	cie5	文
且	且	chie1	
茄	茄	jie2	
念	念	gnie6	
驗	验	gnie6	
耶	耶	ye2	文
爺	爷	ye2	文
也	也	ye2	文
野	野	ye2	文
夜	夜	ye6	
械	械	ye6	
懈	懈	ye6	
溜	溜	lhieu5	
周	周	cieu1	
舟	舟	cieu1	
州	州	cieu1	
洲	洲	cieu1	
糾	纠	cieu1	
酒	酒	cieu3	
帚	帚	cieu3	
九	九	cieu3	
久	久	cieu3	
韭	韭	cieu3	
灸	灸	cieu3	针〜
糾	纠	cieu3	〜正
晝	昼	cieu5	
咒	咒	cieu5	
救	救	cieu5	
究	究	cieu5	
秋	秋	chieu1	
丘	丘	chieu1	
抽	抽	chieu1	
醜	醜	chieu3	
醜	丑	chieu5	
臭	臭	chieu5	香～
修	修	shieu1	
羞	羞	shieu1	
收	收	shieu1	
休	休	shieu1	
手	手	shieu3	
首	首	shieu3	
守	守	shieu3	
朽	朽	shieu3	
羞	羞	shieu5	
秀	秀	shieu5	
繡	𰬩	shieu5	
宿	宿	shieu5	星〜
鏽	锈	shieu5	
嗅	嗅	shieu5	
朽	朽	shieu5	
優	优	ieu1	
優	优	ieu1	
悠	悠	ieu1	
幽	幽	ieu1	
幽	幽	ieu3	灯不亮
幼	幼	ieu5	
流	流	lieu2	
劉	刘	lieu2	
留	留	lieu2	
榴	榴	lieu2	
硫	硫	lieu2	
琉	琉	lieu2	
柳	柳	lieu2	
溜	溜	lieu6	
餾	馏	lieu6	
求	求	jieu2	
球	球	jieu2	
仇	仇	jieu2	
臼	臼	jieu2	
舅	舅	jieu2	
咎	咎	jieu2	
柔	柔	jieu2	
揉	揉	jieu2	
稠	稠	jieu2	
籌	筹	jieu2	
紂	纣	jieu2	
囚	囚	jieu2	
泅	泅	jieu2	〜水
桕	桕	jieu2	〜子
舊	旧	jieu6	
柩	柩	jieu6	
宙	宙	jieu6	
就	就	jieu6	
牛	牛	gnieu4	文
紐	纽	gnieu4	
扭	扭	gnieu4	
尤	尤	yeu2	
郵	邮	yeu2	
由	由	yeu2	
油	油	yeu2	
游	游	yeu2	
遊	游	yeu2	
猶	犹	yeu2	
有	有	yeu2	
友	友	yeu2	
酉	酉	yeu2	
賽	赛	yeu2	
誘	诱	yeu2	
又	又	yeu6	
右	右	yeu6	
祐	祐	yeu6	
匆	匆	yeu6	
鼬	鼬	yeu6	
釉	釉	yeu6	
將	将	cian1	〜来
漿	浆	cian1	
疆	疆	cian1	
僵	僵	cian1	
礓	礓	cian1	
繮	缰	cian1	
姜	姜	cian1	
張	张	cian1	
江	江	cian1	文
蔣	蒋	cian3	
獎	奖	cian3	
漿	浆	cian3	
長	长	cian3	生〜
漲	涨	cian3	
講	讲	cian3	文
仗	仗	cian5	打〜
醬	酱	cian5	
將	将	cian5	
帳	帐	cian5	
降	降	cian5	下〜
槍	枪	chian1	
搶	抢	chian1	
羌	羌	chian1	
腔	腔	chian1	
廠	厂	chian3	
嗆	呛	chian5	咳嗽
相	相	shian1	
箱	箱	shian1	
廂	厢	shian1	
湘	湘	shian1	
襄	襄	shian1	
鑲	镶	shian1	
香	香	shian1	
鄉	乡	shian1	
想	想	shian3	
鯗	鲞	shian3	
享	享	shian3	
餉	饷	shian3	
相	相	shian5	〜貌
向	向	shian5	
央	央	ian1	
秧	秧	ian1	
殃	殃	ian1	
養	养	ian3	
映	映	ian5	
良	良	lian2	
涼	凉	lian2	
量	量	lian2	
糧	粮	lian2	
樑	梁	lian2	
粱	粱	lian2	
兩	两	lian2	
亮	亮	lian6	
諒	谅	lian6	
輛	辆	lian6	
量	量	lian6	较〜
仰	仰	jian2	
瓤	瓤	jian2	
壤	壤	jian2	
攘	攘	jian2	
嚷	嚷	jian2	
娘	娘	jian2	
釀	酿	jian6	
養	养	yan2	
洋	洋	yan2	
烊	烊	yan2	
楊	杨	yan2	
陽	阳	yan2	
揚	扬	yan2	
瘍	疡	yan2	
牆	墙	yan2	
象	象	yan2	
橡	橡	yan2	
降	降	yan2	
匠	匠	yan6	
樣	样	yan6	
彬	彬	pin1	
賓	宾	pin1	
檳	槟	pin1	
冰	冰	pin1	
兵	兵	pin1	
稟	禀	pin3	
丙	丙	pin3	
秉	秉	pin3	
餅	饼	pin3	
迸	迸	pin5	〜裂
柄	柄	pin5	
並	并	pin5	
姘	姘	phin1	
拼	拼	phin1	
品	品	phin3	
聘	聘	phin5	
丁	丁	tin1	
釘	钉	tin1	
疔	疔	tin1	
叮	叮	tin1	
頂	顶	tin3	
鼎	鼎	tin3	
澄	澄	tin5	
釘	钉	tin5	
訂	订	tin5	
盯	盯	tin5	
廳	厅	thin1	
汀	汀	thin1	
艇	艇	thin3	
挺	挺	thin3	
聽	听	thin5	
拎	拎	lhin1	
睛	睛	cin1	
貞	贞	cin1	
偵	侦	cin1	
正	正	cin1	〜月
徵	征	cin1	
經	经	cin1	
砧	砧	cin1	
甑	甑	cin1	
針	针	cin1	
