繁體	简体	吳拼	備注
斟	斟	cin1	
今	今	cin1	
金	金	cin1	
襟	襟	cin1	
津	津	cin1	
巾	巾	cin1	
斤	斤	cin1	
筋	筋	cin1	
謹	谨	cin1	
蒸	蒸	cin1	
莖	茎	cin1	
京	京	cin1	
荊	荆	cin1	
境	境	cin1	
精	精	cin1	
晶	晶	cin1	
錦	锦	cin3	
枕	枕	cin3	
緊	紧	cin3	
境	境	cin3	
景	景	cin3	
警	警	cin3	
井	井	cin3	
整	整	cin3	
頸	颈	cin3	
浸	浸	cin5	
枕	枕	cin5	
禁	禁	cin5	
進	进	cin5	
晉	晋	cin5	
勁	劲	cin5	
證	证	cin5	
症	症	cin5	
敬	敬	cin5	
竟	竟	cin5	
鏡	镜	cin5	
正	正	cin5	
政	政	cin5	
徑	径	cin5	
經	经	cin5	
欽	钦	chin1	
親	亲	chin1	
稱	称	chin1	〜呼
乘	乘	chin1	
卿	卿	chin1	
清	清	chin1	
蟶	蛏	chin1	
輕	轻	chin1	年〜
青	青	chin1	
蜻	蜻	chin1	
傾	倾	chin1	
寢	寝	chin3	
請	请	chin3	
頃	顷	chin3	
侵	侵	chin5	
寢	寝	chin5	
撳	揿	chin5	
親	亲	chin5	
趁	趁	chin5	
稱	称	chin5	
秤	秤	chin5	
慶	庆	chin5	
磬	磬	chin5	钟〜
心	心	shin1	
深	深	shin1	
辛	辛	shin1	
新	新	shin1	
薪	薪	shin1	
欣	欣	shin1	
升	升	shin1	
勝	胜	shin1	〜任
興	兴	shin1	〜旺
媳	媳	shin1	
聲	声	shin1	
星	星	shin1	
腥	腥	shin1	
馨	馨	shin1	
擤	擤	shin1	
沈	沈	shin3	
審	审	shin3	
嬸	婶	shin3	
省	省	shin3	反〜
醒	醒	shin3	
信	信	shin5	
訊	讯	shin5	
迅	迅	shin5	
釁	衅	shin5	
勝	胜	shin5	〜任
興	兴	shin5	高〜
性	性	shin5	
姓	姓	shin5	
聖	圣	shin5	
音	音	in1	
陰	阴	in1	
因	因	in1	
姻	姻	in1	
洇	洇	in1	
殷	殷	in1	
鷹	鹰	in1	
蠅	蝇	in1	
鶯	莺	in1	
鸚	鹦	in1	文
櫻	樱	in1	文
英	英	in1	
嬰	婴	in1	
纓	缨	in1	
飲	饮	in3	
隱	隐	in3	
影	影	in3	
穎	颖	in3	
蔭	荫	in5	
飲	饮	in5	
印	印	in5	
熨	熨	in5	
映	映	in5	文
貧	贫	bin2	
頻	频	bin2	
憑	凭	bin2	
平	平	bin2	
評	评	bin2	
坪	坪	bin2	
瓶	瓶	bin2	
屏	屏	bin2	
萍	萍	bin2	
並	并	bin2	
病	病	bin6	
閩	闽	min2	
民	民	min2	
憫	悯	min2	
敏	敏	min2	
抿	抿	min2	
聞	闻	min2	
萌	萌	min2	
鳴	鸣	min2	
明	明	min2	
皿	皿	min2	
名	名	min2	
銘	铭	min2	
命	命	min6	
亭	亭	din2	
停	停	din2	
廷	廷	din2	
庭	庭	din2	
蜓	蜓	din2	
錠	锭	din2	
定	定	din6	
臨	临	lin2	
林	林	lin2	
淋	淋	lin2	
檁	檩	lin2	
鱗	鱗	lin2	
粼	粼	lin2	
陵	陵	lin2	
凌	凌	lin2	
菱	菱	lin2	
領	领	lin2	
靈	灵	lin2	
零	零	lin2	
鈴	铃	lin2	
伶	伶	lin2	
翎	翎	lin2	
吝	吝	lin6	〜啬
令	令	lin6	
另	另	lin6	
鯨	鲸	jin2	
成	成	jin2	
城	城	jin2	
誠	诚	jin2	
呈	呈	jin2	
程	程	jin2	
逞	逞	jin2	
情	情	jin2	
沉	沉	jin2	
臣	臣	jin2	
陳	陈	jin2	
塵	尘	jin2	
秦	秦	jin2	
盡	尽	jin2	
勤	勤	jin2	
芹	芹	jin2	
近	近	jin2	
仍	仍	jin2	
扔	扔	jin2	
承	承	jin2	
丞	丞	jin2	
乘	乘	jin2	
搖	摇	jin2	
澄	澄	jin2	
橙	橙	jin2	
擎	擎	jin2	
塍	塍	jin2	筑子〜
僅	仅	jin6	
陣	阵	jin6	
勁	劲	jin6	
剩	剩	jin6	
競	竞	jin6	
鄭	郑	jin6	
銀	银	gnin2	
人	人	gnin2	
仁	仁	gnin2	虾〜
迎	迎	gnin2	
寧	宁	gnin2	
壬	壬	gnin2	
任	任	gnin2	姓
紉	纫	gnin6	缝〜
認	认	gnin6	
刃	刃	gnin6	
凝	凝	gnin6	～结
寧	宁	gnin6	
佞	佞	gnin6	
淫	淫	yin2	
甚	甚	yin2	
葚	葚	yin2	
寅	寅	yin2	
引	引	yin2	
蠅	蝇	yin2	
塍	塍	yin2	
繩	绳	yin2	
行	行	yin2	〜为
幸	幸	yin2	
盈	盈	yin2	
贏	赢	yin2	
盛	盛	yin2	
靜	静	yin2	
靖	靖	yin2	
晴	晴	yin2	
形	形	yin2	
型	型	yin2	
刑	刑	yin2	
陘	陉	yin2	
螢	萤	yin2	
滎	荥	yin2	
營	营	yin2	
瑩	莹	yin2	
淨	净	yin6	
補	补	pu3	
譜	谱	pu3	
布	布	pu5	
怖	怖	pu5	
鋪	铺	phu1	
普	普	phu3	
浦	浦	phu3	
呼	呼	fu1	
夫	夫	fu1	
膚	肤	fu1	
跗	跗	fu1	
敷	敷	fu1	
孵	孵	fu1	
釜	釜	fu1	
輔	辅	fu1	
甫	甫	fu1	
虎	虎	fu3	
滸	浒	fu3	
府	府	fu3	
腑	腑	fu3	
甫	甫	fu3	
脯	脯	fu3	
斧	斧	fu3	
戽	戽	fu5	
付	付	fu5	
賦	赋	fu5	
傅	傅	fu5	
赴	赴	fu5	
訃	讣	fu5	
富	富	fu5	
副	副	fu5	
都	都	tu1	
賭	赌	tu3	
肚	肚	tu3	鱼～
妒	妒	tu5	
土	土	thu3	
吐	吐	thu3	～痰
吐	吐	thu5	
兔	兔	thu5	
唾	唾	thu5	
粗	粗	tsu1	文
祖	祖	tsu3	
組	组	tsu3	
楚	楚	tsu5	文
蘇	苏	su1	文
酥	酥	su1	文
素	素	su5	文
訴	诉	su5	文
塑	塑	su5	文
數	数	su5	名
姑	姑	ku1	
孤	孤	ku1	
古	古	ku3	
估	估	ku3	〜计
牯	牯	ku3	
股	股	ku3	
鼓	鼓	ku3	
故	故	ku5	
固	固	ku5	
錮	锢	ku5	
僱	雇	ku5	
顧	顾	ku5	
咕	咕	ku5	
箍	箍	khu1	
枯	枯	khu1	
苦	苦	khu3	
庫	库	khu5	
褲	裤	khu5	
烏	乌	u1	
污	污	u1	
塢	坞	u3	
惡	恶	u5	可〜
蒲	蒲	bu2	
菩	菩	bu2	
脯	脯	bu2	胸〜
部	部	bu2	
簿	簿	bu2	
婆	婆	bu2	阿〜
荸	荸	bu2	
步	步	bu6	
捕	捕	bu6	
埠	埠	bu6	
孵	孵	bu6	
浮	浮	vu2	
婦	妇	vu2	
徒	徒	du2	
屠	屠	du2	
途	途	du2	
圖	图	du2	
堵	堵	du2	
杜	杜	du2	
肚	肚	du2	
度	度	du6	
渡	渡	du6	
鍍	镀	du6	
奴	奴	nu2	
努	努	nu2	
誤	误	nu6	
悟	悟	nu6	
怒	怒	nu6	
爐	炉	lu2	
蘆	芦	lu2	
鸕	鸬	lu2	
魯	鲁	lu2	
櫓	橹	lu2	
虜	虏	lu2	
滷	卤	lu2	
廬	庐	lu2	
驢	驴	lu2	
路	路	lu6	
賂	赂	lu6	
露	露	lu6	
鷺	鹭	lu6	
鋤	锄	dzu2	文
助	助	dzu6	
跍	跍	gu2	蹲下
吾	吾	ngu2	
胡	胡	wu2	
湖	湖	wu2	
狐	狐	wu2	
壺	壶	wu2	
乎	乎	wu2	
瓠	瓠	wu2	
戶	户	wu2	
滬	沪	wu2	
吳	吴	wu2	
蜈	蜈	wu2	
吾	吾	wu2	文
梧	梧	wu2	
五	五	wu2	文
伍	伍	wu2	文
午	午	wu2	文
符	符	wu2	
扶	扶	wu2	
芙	芙	wu2	
無	无	wu2	
巫	巫	wu2	
誣	诬	wu2	
父	父	wu2	
腐	腐	wu2	
武	武	wu2	
侮	侮	wu2	
鵡	鹉	wu2	
撫	抚	wu2	
娛	娱	wu2	
互	互	wu6	
誤	误	wu6	
悟	悟	wu6	
附	附	wu6	
務	务	wu6	
霧	雾	wu6	
戊	戊	wu6	
糊	糊	wu6	
拐	拐	kua3	
怪	怪	kua5	
卦	卦	kua5	文
快	快	khua5	
歪	歪	hua1	
竵	竵	hua3	〜敔，不正
蛙	蛙	ua1	
壞	坏	ua1	
☐	☐	gua2	船的摇摆
淮	淮	wa2	文
壞	坏	wa2	文
話	话	wa6	文
畫	画	wa6	
菠	菠	puo1	〜菜
巴	巴	puo1	
芭	芭	puo1	
把	把	puo1	〜握
把	把	puo3	一～
霸	霸	puo5	
壩	坝	puo5	
疤	疤	puo5	
怕	怕	phuo5	
麻	麻	muo2	
蟆	蟆	muo2	
馬	马	muo2	
碼	码	muo2	
螞	蚂	muo2	
罵	骂	muo6	
朵	朵	tuo1	
躲	躲	tuo1	
剁	剁	tuo1	
瓜	瓜	kuo1	
寡	寡	kuo3	
剮	剐	kuo3	
掛	挂	kuo5	
卦	卦	kuo5	
袴	袴	khuo5	
垮	垮	khuo5	
跨	跨	khuo5	
花	花	huo1	
蝦	虾	huo3	
化	化	huo5	
劃	划	uo1	〜船
蛙	蛙	uo1	
爬	爬	buo2	
琶	琶	buo2	
杷	杷	buo2	
鈀	钯	buo2	
罷	罢	buo2	
耙	耙	buo2	
耙	耙	buo6	
稗	稗	buo6	
拿	拿	nuo2	
華	华	wo2	中〜
鏵	铧	wo2	
華	华	wo6	
姓	姓	wo6	
樺	桦	wo6	〜树
話	话	wo6	
畫	画	wo6	
乖	乖	kuae1	
鰥	鳏	kuae1	〜寡
關	关	kuae1	
慣	惯	kuae5	
快	快	khuae5	
筷	筷	khuae5	
蒯	蒯	khuae5	
乖	乖	huae1	
懁	懁	huae1	
彎	弯	uae1	
灣	湾	uae1	
挽	挽	uae3	
☐	☐	uae5	小〜，男小孩
環	环	guae2	耳朵〜
摜	掼	guae6	
誤	误	guae6	柄
懷	怀	wae2	
槐	槐	wae2	
淮	淮	wae2	
頑	顽	wae2	〜皮
幻	幻	wae2	
還	还	wae2	
環	环	wae2	
外	外	wae6	文
玩	玩	wae6	
患	患	wae6	
宦	宦	wae6	
搬	搬	puoe1	
半	半	puoe5	
泮	泮	phuoe1	
判	判	phuoe5	
官	官	kuoe1	
棺	棺	kuoe1	
觀	观	kuoe1	参〜
冠	冠	kuoe1	衣〜
管	管	kuoe3	
館	馆	kuoe3	
貫	贯	kuoe5	
灌	灌	kuoe5	
罐	罐	kuoe5	
觀	观	kuoe5	〜察
冠	冠	kuoe5	〜军
寬	宽	khuoe1	
款	款	khuoe3	
歡	欢	huoe1	
蝦	虾	huoe3	
喚	唤	huoe5	
煥	焕	huoe5	
豌	豌	uoe1	
剜	剜	uoe1	
皖	皖	uoe1	
腕	腕	uoe1	
鴉	鸦	uoe1	老〜
碗	碗	uoe3	
腕	腕	uoe3	
宛	宛	uoe3	
婆	婆	buoe2	
盤	盘	buoe2	
般	般	buoe2	
伴	伴	buoe2	
拌	拌	buoe2	
絆	绊	buoe6	
叛	叛	buoe6	
瞞	瞒	muoe2	
饅	馒	muoe2	〜头
滿	满	muoe2	
漫	漫	muoe6	
幔	幔	muoe6	
鵝	鹅	nguoe2	
桓	桓	woe2	
完	完	woe2	
丸	丸	woe2	文
緩	缓	woe2	
換	换	woe6	
玩	玩	woe6	
鱖	鳜	kuei1	〜鱼
圭	圭	kuei1	
閨	闺	kuei1	
規	规	kuei1	
龜	龟	kuei1	文
歸	归	kuei1	文
詭	诡	kuei3	
軌	轨	kuei3	
癸	癸	kuei3	
鬼	鬼	kuei3	文
會	会	kuei5	〜计
劊	刽	kuei5	
檜	桧	kuei5	
桂	桂	kuei5	
貴	贵	kuei5	文
盔	盔	khuei1	
魁	魁	khuei1	
恢	恢	khuei1	
虧	亏	khuei1	
窺	窥	khuei1	
愧	愧	khuei1	
傀	傀	khuei3	
塊	块	khuei5	
恢	恢	huei1	
灰	灰	huei1	
麾	麾	huei1	
揮	挥	huei1	
輝	辉	huei1	
徽	徽	huei1	
賄	贿	huei3	
悔	悔	huei3	
毀	毁	huei3	
晦	晦	huei5	
諱	讳	huei5	
煨	煨	uei1	
萎	萎	uei1	气〜
威	威	uei1	
委	委	uei3	
穢	秽	uei5	
餒	馁	uei5	
畏	畏	uei5	
慰	慰	uei5	
跪	跪	guei2	
逵	逵	guei2	
葵	葵	guei2	
潰	溃	guei6	
櫃	柜	guei6	文
回	回	wei2	
茴	茴	wei2	
詭	诡	wei2	
爲	为	wei2	作〜
違	违	wei2	
圍	围	wei2	
偉	伟	wei2	
葦	苇	wei2	
匯	汇	wei6	
會	会	wei6	开〜
繪	绘	wei6	
衛	卫	wei6	
惠	惠	wei6	
慧	慧	wei6	
僞	伪	wei6	
爲	为	wei6	〜什么
位	位	wei6	
諱	讳	wei6	
胃	胃	wei6	
謂	谓	wei6	
蜎	蜎	wei6	
桄	桄	kuan5	一～线
觥	觥	kuan5	
愰	愰	huan5	〜来〜去
☐	☐	uan1	强～
橫	横	uan3	
橫	横	wan2	〜直,蛮〜
☐	☐	wan2	〜嬉棒
潢	潢	wan6	汰～头
光	光	kuaon1	
廣	广	kuaon3	
匡	匡	khuaon1	
筐	筐	khuaon1	
眶	眶	khuaon1	
礦	矿	khuaon3	
曠	旷	khuaon5	
荒	荒	huaon1	
慌	慌	huaon1	
謊	谎	huaon1	
晃	晃	huaon1	
況	况	huaon5	
汪	汪	uaon1	
牠	牠	uaon1	
往	往	uaon3	
簧	簧	uaon5	弹〜
狂	狂	guaon2	
逛	逛	guaon2	
黃	黄	waon2	
簧	簧	waon2	文
皇	皇	waon2	
蝗	蝗	waon2	
晃	晃	waon2	文
王	王	waon2	
枉	枉	waon2	
旺	旺	waon6	兴〜
昆	昆	kuen1	
滾	滚	kuen3	
棍	棍	kuen5	
崑	崑	khuen1	
坤	坤	khuen1	
捆	捆	khuen3	
困	困	khuen5	
睏	睏	khuen5	
昏	昏	huen1	
婚	婚	huen1	
葷	荤	huen1	
溫	温	uen1	
瘟	瘟	uen1	
穩	稳	uen3	
搵	揾	uen5	〜酱油
☐	☐	guen2	〜头浪
⿸疒昆	⿸疒昆	guen6	〜脓
魂	魂	wen2	
餛	馄	wen2	
混	混	wen2	
渾	浑	wen2	
租	租	ciu1	
蛆	蛆	ciu1	〜虫
居	居	ciu1	
車	车	ciu1	〜马
駒	驹	ciu1	
拘	拘	ciu1	
駒	驹	ciu1	
俱	俱	ciu1	
龜	龟	ciu1	
歸	归	ciu1	
祖	祖	ciu3	
組	组	ciu3	
阻	阻	ciu3	
舉	举	ciu3	
矩	矩	ciu3	规〜
鬼	鬼	ciu3	
據	据	ciu5	
居	居	ciu5	
鋸	锯	ciu5	
句	句	ciu5	
貴	贵	ciu5	
粗	粗	chiu1	
初	初	chiu1	
驅	驱	chiu1	
區	区	chiu1	
醋	醋	chiu5	
措	措	chiu5	
楚	楚	chiu5	
礎	础	chiu5	
去	去	chiu5	文
靴	靴	shiu1	
虛	虚	shiu1	
蘇	苏	shiu1	
酥	酥	shiu1	
梳	梳	shiu1	
疏	疏	shiu1	
蔬	蔬	shiu1	
噓	嘘	shiu1	
須	须	shiu1	
許	许	shiu3	
數	数	shiu3	
素	素	shiu5	
訴	诉	shiu5	
塑	塑	shiu5	
疏	疏	shiu5	
淤	淤	iu1	
迂	迂	iu1	
於	于	iu1	
于	于	iu1	
盂	盂	iu1	
杌	杌	iu3	〜子
諉	诿	iu5	
煨	煨	iu5	
簍	篓	liu2	
渠	渠	jiu2	
巨	巨	jiu2	
拒	拒	jiu2	
距	距	jiu2	
鋤	锄	jiu2	
雛	雏	jiu2	
瞿	瞿	jiu2	
箸	箸	jiu6	
助	助	jiu6	
具	具	jiu6	
俱	俱	jiu6	
懼	惧	jiu6	
櫃	柜	jiu6	
女	女	gniu2	
語	语	gniu2	
愚	愚	gniu2	
虞	虞	gniu2	
娛	娱	gniu2	文
御	御	gniu6	
遇	遇	gniu6	
寓	寓	gniu6	
餌	饵	gniu6	
魚	鱼	yu2	文
漁	渔	yu2	
余	余	yu2	
餘	馀	yu2	
與	与	yu2	
榆	榆	yu2	
逾	逾	yu2	
愉	愉	yu2	
雨	雨	yu2	
宇	宇	yu2	
禹	禹	yu2	
羽	羽	yu2	
愈	愈	yu2	
譽	誉	yu6	
預	预	yu6	
豫	豫	yu6	
芋	芋	yu6	
喻	喻	yu6	
裕	裕	yu6	
家	家	cio1	归～
佳	佳	cio1	
嘉	嘉	cio1	韩〜夫
賈	贾	cio3	姓
☐	☐	cio5	知了
雅	雅	io1	
霞	霞	io1	
瑕	瑕	io1	
遐	遐	io1	
暇	暇	io5	
亞	亚	io5	
捐	捐	ciue1	
捲	捲	ciue3	
眷	眷	ciue5	
卷	卷	ciue5	
絹	绢	ciue5	
圈	圈	chiue1	猪〜
圈	圈	chiue3	圓～
犬	犬	chiue3	
勸	劝	chiue5	
券	券	chiue5	
閂	闩	shiue1	
楦	楦	shiue1	鞋〜
拳	拳	jiue2	
權	权	jiue2	
顴	颧	jiue2	
倦	倦	jiue6	
軟	软	gniue2	
原	原	gniue2	
源	源	gniue2	
元	元	gniue2	
願	願	gniue6	
圓	圆	yue2	
員	员	yue2	
緣	缘	yue2	
袁	袁	yue2	
轅	辕	yue2	
園	园	yue2	
援	援	yue2	
遠	远	yue2	
元	元	yue2	
玄	玄	yue2	
懸	悬	yue2	
院	院	yue6	
縣	县	yue6	
眩	眩	yue6	
均	均	cion1	
鈞	钧	cion1	
軍	军	cion1	文
君	君	cion1	
迥	迥	cion1	〜然不同
中	中	cion1	
忠	忠	cion1	
鐘	钟	cion1	
鍾	锺	cion1	
忠	忠	cion1	
窘	窘	cion3	
冢	冢	cion3	
腫	肿	cion3	
中	中	cion5	射～（少）
種	种	cion5	〜树（少）
衝	冲	chion1	
菌	菌	chion5	
薰	熏	shion1	
勳	勋	shion1	
薰	薰	shion1	
☐	☐	shion1	操一把
兄	兄	shion1	
胸	胸	shion1	
凶	凶	shion1	
兇	凶	shion1	
☐	☐	shion1	叔父叫～
訓	训	shion5	
嗅	嗅	shion5	用鼻子～
雍	雍	ion1	
癰	痈	ion1	
永	永	ion3	
擁	拥	ion3	
甬	甬	ion3	
勇	勇	ion3	
涌	涌	ion3	
泳	泳	ion3	游〜
詠	𰵞	ion3	歌～
擁	擁	ion5	施肥
群	群	jion2	
羣	群	jion2	
裙	裙	jion2	
瓊	琼	jion2	
蟲	虫	jion2	
窮	穷	jion2	
郡	郡	jion6	
戎	戎	gnion2	
絨	绒	gnion2	
濃	浓	gnion2	
勻	匀	yon2	
匀	匀	yon2	
允	允	yon2	
云	云	yon2	
雲	云	yon2	
榮	荣	yon2	
熊	熊	yon2	
雄	雄	yon2	
融	融	yon2	
容	容	yon2	
蓉	蓉	yon2	
鎔	镕	yon2	
庸	庸	yon2	
耘	耘	yon2	〜田
閏	闰	yon6	
韻	韵	yon6	
運	运	yon6	
暈	晕	yon6	
泳	泳	yon6	
詠	𰵞	yon6	
用	用	yon6	
孕	孕	yon6	
八	八	paq7	
鉢	钵	paq7	
撥	拨	paq7	
不	不	paq7	
百	百	paq7	
柏	柏	paq7	
伯	伯	paq7	
迫	迫	paq7	
檗	檗	paq7	黄〜
潑	泼	phaq7	
拍	拍	phaq7	
魄	魄	phaq7	
擘	擘	phaq7	〜开
帕	帕	phaq7	
脈	脈	phaq7	
法	法	faq7	方〜
發	发	faq7	
髮	发	faq7	
佛	佛	faq7	仿〜
勿	勿	faq7	
答	答	taq7	
搭	搭	taq7	
溚	溚	taq7	
掇	掇	taq7	
得	得	taq7	
德	德	taq7	
搨	搨	thaq7	
塔	塔	thaq7	
榻	榻	thaq7	
塌	塌	thaq7	
溻	溻	thaq7	
獺	獭	thaq7	
脫	脱	thaq7	
忒	忒	thaq7	
禿	秃	thaq7	
遢	遢	thaq7	
眨	眨	tsaq7	〜眼
札	札	tsaq7	
卒	卒	tsaq7	兵〜
則	则	tsaq7	
側	侧	tsaq7	
窄	窄	tsaq7	
摘	摘	tsaq7	
責	责	tsaq7	
只	只	tsaq7	
插	插	tshaq7	
擦	擦	tshaq7	
察	察	tshaq7	
撮	撮	tshaq7	
猝	猝	tshaq7	
測	测	tshaq7	
拆	拆	tshaq7	
破	破	tshaq7	
策	策	tshaq7	
冊	册	tshaq7	
尺	尺	tshaq7	
眨	眨	saq7	
澀	涩	saq7	
撒	撒	saq7	
薩	萨	saq7	
殺	杀	saq7	
瑟	瑟	saq7	
率	率	saq7	〜领
蟀	蟀	saq7	
塞	塞	saq7	
色	色	saq7	
嗇	啬	saq7	吝〜
柵	栅	saq7	栏〜
合	合	kaq7	十〜
蛤	蛤	kaq7	
鴿	鸽	kaq7	
夾	夹	kaq7	
峽	峡	kaq7	
甲	甲	kaq7	
割	割	kaq7	
葛	葛	kaq7	
格	格	kaq7	
革	革	kaq7	
隔	隔	kaq7	
磕	磕	khaq7	
掐	掐	khaq7	
胛	胛	khaq7	肩〜
渴	渴	khaq7	
刻	刻	khaq7	
克	克	khaq7	
客	客	khaq7	
喝	喝	haq7	
瞎	瞎	haq7	
黑	黑	haq7	
赫	赫	haq7	
嚇	吓	haq7	
鴨	鸭	aq7	文
押	押	aq7	
壓	压	aq7	
扼	扼	aq7	
軛	轭	aq7	
阿	阿	aq7	
拔	拔	baq8	
鈸	钹	baq8	
勃	勃	baq8	
餑	饽	baq8	
白	白	baq8	
帛	帛	baq8	
鼻	鼻	baq8	
抹	抹	maq8	
末	末	maq8	
沫	沫	maq8	
襪	袜	maq8	
沒	没	maq8	
默	默	maq8	
陌	陌	maq8	
麥	麦	maq8	
乏	乏	vaq8	
伐	伐	vaq8	
筏	筏	vaq8	
罰	罚	vaq8	
佛	佛	vaq8	
物	物	vaq8	
勿	勿	vaq8	
踏	踏	daq8	
沓	沓	daq8	
達	达	daq8	
奪	夺	daq8	
突	突	daq8	
特	特	daq8	
凸	凸	daq8	
鈉	钠	naq8	
捺	捺	naq8	
捺	捺	naq8	
臘	腊	laq8	
蠟	蜡	laq8	
獵	獵	laq8	
辣	辣	laq8	
瘌	瘌	laq8	
劣	劣	laq8	
肋	肋	laq8	
勒	勒	laq8	
了	了	laq8	
邋	邋	laq8	
雜	杂	dzaq8	
澤	泽	dzaq8	
擇	择	dzaq8	
宅	宅	dzaq8	
雜	杂	zaq8	
閘	闸	zaq8	
煠	煠	zaq8	
鍘	铡	zaq8	
賊	贼	zaq8	
石	石	zaq8	
軋	轧	gaq8	
額	额	ngaq8	
合	合	ghaq8	
盒	盒	ghaq8	
狹	狭	ghaq8	
匣	匣	ghaq8	
轄	辖	ghaq8	管〜
核	核	ghaq8	审〜
博	博	poq7	
剝	剥	poq7	
駁	驳	poq7	
北	北	poq7	
卜	卜	poq7	
泊	泊	phoq7	
樸	朴	phoq7	
醭	醭	phoq7	
僕	仆	phoq7	
莫	莫	moq8	
寞	寞	moq8	
摸	摸	moq8	
墨	墨	moq8	
木	木	moq8	
目	目	moq8	
穆	穆	moq8	
牧	牧	moq8	
福	福	foq7	
幅	幅	foq7	
蝠	蝠	foq7	
複	复	foq7	
復	复	foq7	
覆	覆	foq7	反〜
篤	笃	toq7	
督	督	toq7	
託	讬	thoq7	
托	托	thoq7	
桌	桌	tsoq7	
卓	卓	tsoq7	
琢	琢	tsoq7	
啄	啄	tsoq7	
琢	琢	tsoq7	
捉	捉	tsoq7	
竹	竹	tsoq7	
築	筑	tsoq7	
足	足	tsoq7	
燭	烛	tsoq7	
囑	嘱	tsoq7	
斫	斫	tsoq7	〜柴
戳	戳	tshoq7	
畜	畜	tshoq7	〜牲
促	促	tshoq7	
觸	触	tshoq7	
齪	龊	tshoq7	
索	索	soq7	
朔	朔	soq7	
肅	肃	soq7	
宿	宿	soq7	
縮	缩	soq7	
粟	粟	soq7	
束	束	soq7	
各	各	koq7	
閣	阁	koq7	
擱	搁	koq7	
胳	胳	koq7	
郭	郭	koq7	
角	角	koq7	
國	国	koq7	
轂	毂	koq7	
谷	谷	koq7	
窟	窟	khoq7	〜窿
廓	廓	khoq7	
擴	扩	khoq7	
確	确	khoq7	
彀	彀	khoq7	
哭	哭	khoq7	
酷	酷	khoq7	
郝	郝	hoq7	姓
霍	霍	hoq7	
藿	藿	hoq7	
惡	恶	oq7	善〜
握	握	oq7	
屋	屋	oq7	
沃	沃	oq7	
齷	龌	oq7	
薄	薄	boq8	
泊	泊	boq8	
縛	缚	boq8	
僕	仆	boq8	
服	服	voq8	
伏	伏	voq8	
鐸	铎	doq8	
踱	踱	doq8	
獨	独	doq8	
讀	读	doq8	
牘	牍	doq8	
犢	犊	doq8	
毒	毒	doq8	
諾	诺	noq8	
落	落	loq8	
烙	烙	loq8	
駱	骆	loq8	
酪	酪	loq8	
洛	洛	loq8	
絡	络	loq8	
鹿	鹿	loq8	
祿	禄	loq8	
陸	陆	loq8	
六	六	loq8	
綠	绿	loq8	
綠	绿	loq8	
鐲	镯	dzoq8	
濁	浊	dzoq8	
逐	逐	dzoq8	
贖	赎	dzoq8	
蜀	蜀	dzoq8	
屬	属	dzoq8	
俗	俗	dzoq8	
續	续	dzoq8	
個	个	goq8	
鶴	鹤	ngoq8	
鄂	鄂	ngoq8	
樂	乐	ngoq8	
嶽	岳	ngoq8	
鑊	镬	ghoq8	锅〜
學	学	ghoq8	
或	或	ghoq8	
惑	惑	ghoq8	
斛	斛	ghoq8	
哲	哲	tsyuq7	
蜇	蜇	tsyuq7	
拙	拙	tsyuq7	
質	质	tsyuq7	
作	作	tsyuq7	
祝	祝	tsyuq7	
粥	粥	tsyuq7	
䖳	䖳	tsyuq7	
折	折	tsyuq7	
浙	浙	tsyuq7	
撤	撤	tshyuq7	
轍	辙	tshyuq7	
出	出	tshyuq7	
綽	绰	tshyuq7	
設	设	syuq7	
涮	涮	syuq7	
刷	刷	syuq7	
雪	雪	syuq7	文
說	说	syuq7	
失	失	syuq7	
室	室	syuq7	
戌	戌	syuq7	
叔	叔	syuq7	
爍	烁	syuq7	
族	族	dzyuq8	
十	十	zyuq8	
什	什	zyuq8	
入	入	zyuq8	
實	实	zyuq8	
日	日	zyuq8	文
述	述	zyuq8	
若	若	zyuq8	
熟	熟	zyuq8	
淑	淑	zyuq8	
肉	肉	zyuq8	文
辱	辱	zyuq8	
褥	褥	zyuq8	
勺	勺	zyuq8	〜子
鑿	凿	zyuq8	
瑢	瑢	zyuq8	
芍	芍	zyuq8	〜药
憋	憋	piq7	
筆	笔	piq7	
畢	毕	piq7	
必	必	piq7	
逼	逼	piq7	
碧	碧	piq7	
璧	璧	piq7	
壁	壁	piq7	
撇	撇	phiq7	
匹	匹	phiq7	
僻	僻	phiq7	
劈	劈	phiq7	
跌	跌	tiq7	
的	的	tiq7	
滴	滴	tiq7	
嫡	嫡	tiq7	
帖	帖	thiq7	
貼	贴	thiq7	
鐵	铁	thiq7	
踢	踢	thiq7	
剔	剔	thiq7	
積	积	ciq7	
脊	脊	ciq7	
炙	炙	ciq7	
績	绩	ciq7	
擊	击	ciq7	
激	激	ciq7	
只	只	ciq7	
峽	峡	ciq7	
接	接	ciq7	
摺	摺	ciq7	
褶	褶	ciq7	
劫	劫	ciq7	
挾	挟	ciq7	〜菜
執	执	ciq7	
汁	汁	ciq7	
急	急	ciq7	
級	级	ciq7	
給	给	ciq7	
揭	揭	ciq7	
節	节	ciq7	
結	结	ciq7	
潔	洁	ciq7	
吉	吉	ciq7	
爵	爵	ciq7	
着	着	ciq7	〜衣
酌	酌	ciq7	
腳	脚	ciq7	
脚	脚	ciq7	
即	即	ciq7	
鯽	鲫	ciq7	
織	织	ciq7	
職	职	ciq7	
