繁體	简体	吳拼	備注
連	连	lien2	
楝	楝	lien2	~樹
憐	怜	lien2	
蓮	莲	lien2	
鰱	鲢	lien2	~魚
槤	梿	lien2	花~槌：魚名
潛	潜	jien2	
鉗	钳	jien2	
錢	钱	jien2	
乾	乾	jien2	
虔	虔	jien2	
嚴	严	gnien2	
儼	俨	gnien2	
研	研	gnien2	
年	年	gnien2	
攆	撵	gnien2	
閻	阎	gnien2	
前	前	zhien2	
炎	炎	ghien2	
鹽	盐	ghien2	
檐	檐	ghien2	
延	延	ghien2	
焉	焉	ghien2	
筵	筵	ghien2	
諺	谚	ghien2	
言	言	ghien2	
賢	贤	ghien2	
弦	弦	ghien2	
絃	弦	ghien2	
沿	沿	ghien2	
蜒	蜒	ghien2	海蜒：鯷魚的幼魚
貶	贬	pien3	
扁	扁	pien3	
匾	匾	pien3	
點	点	tien3	
典	典	tien3	
舔	舔	thien3	
筧	笕	cien3	水~：接水用的竹筒
檢	检	cien3	
簡	简	cien3	
襉	裥	cien3	
襇	裥	cien3	
柬	柬	cien3	
剪	剪	cien3	
展	展	cien3	
繭	茧	cien3	
揀	拣	cien3	
雞	鸡	cien3	
淺	浅	chien3	
遣	遣	chien3	
閃	闪	shien3	
險	险	shien3	
鮮	鲜	shien3	~少
癬	癣	shien3	
顯	显	shien3	
筅	筅	shien3	~帚：竹製洗刷用具
感	感	kien3	
敢	敢	kien3	
杆	杆	kien3	
稈	秆	kien3	
趕	赶	kien3	
狗	狗	kien3	小黃~
辨	辨	bien4	
辮	辫	bien4	
辯	辩	bien4	
勉	勉	mien4	
免	免	mien4	
娩	娩	mien4	
緬	缅	mien4	
鮸	鮸	mien4	~魚
脗	脗	mien4	~縫：無縫隙
臉	脸	lien4	
摙	摙	lien4	雙手把物抱起：~被頭
件	件	jien4	
碾	碾	gnien4	~船：形似小船的碾藥工具
變	变	pien5	
遍	遍	pien5	
騙	骗	phien5	
片	片	phien5	
店	店	tien5	
踮	踮	tien5	~腳
掭	掭	thien5	
鑑	鉴	cien5	
鑒	鉴	cien5	
劍	剑	cien5	
諫	谏	cien5	
澗	涧	cien5	
鐗	锏	cien5	
箭	箭	cien5	
建	建	cien5	
薦	荐	cien5	草~：稻草編成的墊子
牮	牮	cien5	斜着支撐
見	见	cien5	
間	间	cien5	~斷
欠	欠	chien5	
歉	歉	chien5	
芡	芡	chien5	~粉：做小菜起漿用粉
線	线	shien5	
綫	线	shien5	
扇	扇	shien5	
憲	宪	shien5	
獻	献	shien5	
蜆	蚬	shien5	黃~：海中貝類動物
幹	干	kien5	
稈	秆	kien5	麥~
鋸	锯	kien5	
看	看	khien5	~見
墈	墈	khien5	~，田岸邊
厭	厌	ien5	
燕	燕	ien5	~子
宴	宴	ien5	
晏	晏	ien5	
湮	湮	ien5	~沒
便	便	bien6	
汴	汴	bien6	
面	面	mien6	
麪	麺	mien6	
麺	麺	mien6	
殿	殿	dien6	
奠	奠	dien6	
佃	佃	dien6	
墊	垫	dien6	
簟	簟	dien6	篾編的曬物用具
店	店	dien6	
殮	殓	lien6	
練	练	lien6	
煉	炼	lien6	
戀	恋	lien6	
㼑	㼑	lien6	西瓜倒~：瓜過熟而壞
健	健	jien6	
腱	腱	jien6	
漸	渐	jien6	
儉	俭	jien6	
踐	践	jien6	
鍵	键	jien6	
染	染	gnien6	
硯	砚	gnien6	
驗	验	gnien6	
賤	贱	ghien6	
豔	艳	ghien6	
艷	艳	ghien6	
焰	焰	ghien6	
鹽	盐	ghien6	暴~：稍鹽一下
醃	腌	ghien6	動詞
雁	雁	ghien6	
現	现	ghien6	
燄	燄	ghien6	放~口，爲亡靈超度等迷信活動
鱔	鳝	ghien6	黃~
搬	搬	pun1	
泮	泮	phun1	
官	官	kun1	
棺	棺	kun1	
觀	观	kun1	參~
冠	冠	kun1	衣~
寬	宽	khun1	
款	款	khun1	
歡	欢	hun1	
豌	豌	un1	
剜	剜	un1	
盤	盘	bun2	
瞞	瞒	mun2	
饅	馒	mun2	
完	完	ghun2	
丸	丸	ghun2	
桓	桓	ghun2	
管	管	kun3	
館	馆	kun3	
果	果	kun3	鬆~：松果。桑~：桑葚。柴~：幹松果
脘	脘	kun3	心口：胸~頭（胸部）
碗	碗	un3	
婉	婉	un3	
宛	宛	un3	
滿	满	mun4	
伴	伴	bun4	
皖	皖	ghun4	
半	半	pun5	
判	判	phun5	
貫	贯	kun5	
罐	罐	kun5	~頭
灌	灌	kun5	
觀	观	kun5	~看
冠	冠	kun5	~軍
喚	唤	hun5	
煥	焕	hun5	
腕	腕	un5	手~
絆	绊	bun6	
叛	叛	bun6	
漫	漫	mun6	
捐	捐	cioen1	
圈	圈	chioen1	
桊	桊	chioen1	牛鼻~
楦	楦	shioen1	鞋~：使鞋子定型的工具
宣	宣	shioen1	
喧	喧	shioen1	
冤	冤	ioen1	
淵	渊	ioen1	
拳	拳	jioen2	
權	权	jioen2	
顴	颧	jioen2	
原	原	gnioen2	
元	元	gnioen2	
源	源	gnioen2	
阮	阮	gnioen2	
圓	圆	yoen2	
員	员	yoen2	
緣	缘	yoen2	
袁	袁	yoen2	
轅	辕	yoen2	
園	园	yoen2	
援	援	yoen2	
玄	玄	yoen2	
懸	悬	yoen2	
卷	卷	cioen3	
捲	捲	cioen3	
犬	犬	cioen3	
券	券	cioen3	
䩩	䩩	ioen3	稱物用的盛器
軟	软	gnioen4	
遠	远	yoen4	
眷	眷	cioen5	親~
絹	绢	cioen5	
勸	劝	chioen5	
桊	桊	chioen5	牛鼻~：牛鼻上穿繩的地方
怨	怨	ioen5	
倦	倦	jioen6	
願	愿	gnioen6	
院	院	yoen6	
縣	县	yoen6	
眩	眩	yoen6	
浜	浜	pan1	河~
繃	绷	pan1	~場面：敷衍局面
烹	烹	phan1	火~：火勢很旺
爭	争	tsan1	
睜	睁	tsan1	
棦	棦	tsan1	樹~
掙	挣	tsan1	
㬹	㬹	tsan1	手~肢頭：肘
撐	撑	tshan1	
生	生	san1	先~
牲	牲	san1	
甥	甥	san1	
省	省	san1	~晚青：間插別的農作物
更	更	kan1	五~
粳	粳	kan1	~米
庚	庚	kan1	
羹	羹	kan1	
䢚	䢚	kan1	鑽，動詞：~來~去
耕	耕	kan1	
梗	梗	kan1	作~：搬弄是非
坑	坑	khan1	
夯	夯	han1	打~
亨	亨	han1	~得利，店名
棚	棚	ban2	
朋	朋	ban2	
膨	膨	ban2	
彭	彭	ban2	
行	行	ghan2	~爲
打	打	tan3	
省	省	san3	節~
㹙	㹙	an3	牛犢
甏	甏	ban4	蓄~：口小肚大的陶製盛器
猛	猛	man4	
艋	艋	man4	泥~：漁民在海灘上捕捉小貝類用的工具
冷	冷	lan4	
杏	杏	ghan4	
伯	伯	pan5	阿~：鄉下人稱夫兄。老頭~：對老年人的尊稱
碰	碰	phan5	~巧：剛巧
脹	胀	tsan5	
掌	掌	tshan5	
𢳧	𢳧	khan5	丟、扔：~掉
坑	坑	khan5	屙~：廁所
蚌	蚌	ban6	~殼
掽	掽	ban6	~着，碰着
𦗭	𦗭	ban6	聾~：聾子
孟	孟	man6	
蜢	蜢	man6	谷~：螞蚱
鋥	锃	dzan6	~亮
䂻	䂻	dzan6	緊塞、硬鑽：~緊
哽	哽	gan6	~牢：阻塞住
硬	硬	ngan6	
漿	浆	cian1	
張	张	cian1	
蔣	蒋	cian1	
將	将	cian1	~來
疆	疆	cian1	
僵	僵	cian1	
繮	缰	cian1	
姜	姜	cian1	
薑	薑	cian1	
槍	枪	chian1	
羌	羌	chian1	
腔	腔	chian1	
相	相	shian1	互~
箱	箱	shian1	
廂	厢	shian1	
湘	湘	shian1	
鑲	镶	shian1	
襄	襄	shian1	
香	香	shian1	
鄉	乡	shian1	
央	央	ian1	
秧	秧	ian1	
殃	殃	ian1	
良	良	lian2	
涼	凉	lian2	
量	量	lian2	
糧	粮	lian2	
樑	梁	lian2	
粱	粱	lian2	
強	强	jian2	
長	长	jian2	~短
腸	肠	jian2	
場	场	jian2	
杖	杖	jian2	
詳	详	jian2	
祥	祥	jian2	
鮎	鲇	gnian2	~魚
娘	娘	gnian2	
羊	羊	yan2	
洋	洋	yan2	
烊	烊	yan2	融化
煬	炀	yan2	
楊	杨	yan2	
陽	阳	yan2	
揚	扬	yan2	
瘍	疡	yan2	
樣	样	yan2	
牆	墙	yan2	
墻	墙	yan2	
垟	垟	yan2	田~：田野
槳	桨	cian3	划船工具
強	强	chian3	勉~
搶	抢	chian3	
廠	厂	chian3	
想	想	shian3	
鯗	鲞	shian3	
享	享	shian3	
響	响	shian3	
餉	饷	shian3	
晌	晌	shian3	
養	养	ian3	
兩	两	lian4	~個。斤~
丈	丈	jian4	
犟	犟	jian4	倔：~煞老頭：指小孩性格倔強
仰	仰	gnian4	
壤	壤	gnian4	
嚷	嚷	gnian4	
攘	攘	gnian4	
像	像	yan4	
橡	橡	yan4	
象	象	yan4	
癢	痒	yan4	
䑆	䑆	yan4	想吐，噁心~~
醬	酱	cian5	
將	将	cian5	大~
賬	账	cian5	
帳	帐	cian5	
雀	雀	cian5	麻~
腳	脚	cian5	拐~。蹺~
嗆	呛	chian5	咳嗽
𪉨	𪉨	chian5	用滷醃製的鹹蟹
相	相	shian5	~貌
向	向	shian5	
映	映	ian5	放~
亮	亮	lian6	
諒	谅	lian6	
輛	辆	lian6	
量	量	lian6	數~
弶	弶	jian6	老鼠~：捕捉老鼠的工具
杖	杖	jian6	手~
𠼢	𠼢	jian6	象聲詞
釀	酿	gnian6	
讓	让	gnian6	
娘	娘	gnian6	阿~：祖母
樣	样	yan6	
匠	匠	yan6	
瀁	瀁	yan6	水晃動的樣子
光	光	kuan1	~火：發火
橫	横	wan2	~𠡒：不講道理
橫	横	wan2	
潢	潢	wan2	灘~頭：海邊礁石地
梗	梗	kuan3	根：一~甘蔗
挖	挖	uan5	名詞。~耳：挖耳勺
幫	帮	paon1	
邦	邦	paon1	
磅	磅	paon1	
滂	滂	phaon1	
方	方	faon1	
肪	肪	faon1	
芳	芳	faon1	
妨	妨	faon1	
防	防	faon1	
當	当	taon1	應~
襠	裆	taon1	連~褲
湯	汤	thaon1	
耥	耥	thaon1	~耙，除草農具
髒	脏	tsaon1	
莊	庄	tsaon1	
裝	装	tsaon1	
章	章	tsaon1	
蟑	蟑	tsaon1	~螂
樟	樟	tsaon1	
樁	桩	tsaon1	木樁
鱆	鱆	tsaon1	~魚
倉	仓	tshaon1	
蒼	苍	tshaon1	
瘡	疮	tshaon1	
昌	昌	tshaon1	
窗	窗	tshaon1	
艙	舱	tshaon1	
桑	桑	saon1	
喪	丧	saon1	
霜	霜	saon1	
孀	孀	saon1	
商	商	saon1	
償	偿	saon1	
雙	双	saon1	
傷	伤	saon1	
剛	刚	kaon1	
岡	冈	kaon1	
崗	岗	kaon1	
綱	纲	kaon1	
缸	缸	kaon1	
江	江	kaon1	
肛	肛	kaon1	
槓	杠	kaon1	
康	康	khaon1	
糠	糠	khaon1	
匡	匡	khaon1	
骯	肮	aon1	
旁	旁	baon2	
傍	傍	baon2	
龐	庞	baon2	
防	防	baon2	~止
滂	滂	baon2	~沱
忙	忙	maon2	
芒	芒	maon2	麥~
莽	莽	maon2	
蟒	蟒	maon2	
盲	盲	maon2	
虻	虻	maon2	牛~
房	房	vaon2	
亡	亡	vaon2	逃~
堂	堂	daon2	
棠	棠	daon2	海~花
螳	螳	daon2	
唐	唐	daon2	
糖	糖	daon2	
塘	塘	daon2	
蕩	荡	daon2	放~
搪	搪	daon2	~爐子：用溼泥修補爐子
溏	溏	daon2	~心：中間不凝結
囊	囊	naon2	
郎	郎	laon2	
廊	廊	laon2	
螂	螂	laon2	
朗	朗	laon2	
狼	狼	laon2	
琅	琅	laon2	
榔	榔	laon2	~頭：鐵錘
藏	藏	dzaon2	
常	常	dzaon2	
牀	床	dzaon2	
裳	裳	dzaon2	
嘗	尝	dzaon2	
扛	扛	gaon2	擡：~木頭
昂	昂	ghaon2	
行	行	ghaon2	銀~
航	航	ghaon2	
杭	杭	ghaon2	
項	项	ghaon2	
降	降	ghaon2	投~
榜	榜	paon3	
綁	绑	paon3	
紡	纺	faon3	
仿	仿	faon3	
黨	党	taon3	
擋	挡	taon3	~牢：擋住
倘	倘	thaon3	
躺	躺	thaon3	
掌	掌	tsaon3	
闖	闯	tshaon3	
嗓	嗓	saon3	
爽	爽	saon3	
賞	赏	saon3	
講	讲	kaon3	
港	港	kaon3	
慷	慷	khaon3	
棒	棒	baon4	
螃	螃	baon4	~蟹
網	网	maon4	
望	望	maon4	~潮：鱆魚的一種，體形較小
巷	巷	ghaon4	
絎	绗	ghaon4	疏縫：~針。細長的縫棉衣用的針
謗	谤	paon5	
胖	胖	phaon5	
放	放	faon5	
訪	访	faon5	
當	当	taon5	
檔	档	taon5	~案
燙	烫	thaon5	
趟	趟	thaon5	
葬	葬	tsaon5	
壯	壮	tsaon5	
障	障	tsaon5	
瘴	瘴	tsaon5	
創	创	tshaon5	
唱	唱	tshaon5	
倡	倡	tshaon5	
暢	畅	tshaon5	
搡	搡	saon5	用力錘：~年糕
磉	磉	saon5	~盤：柱礎
槓	杠	kaon5	~棍：擡物用棍子
降	降	kaon5	下~
抗	抗	khaon5	
囥	囥	khaon5	藏
炕	炕	khaon5	
望	望	maon6	
夢	梦	maon6	做亂~：做夢
忘	忘	maon6	
妄	妄	maon6	
望	望	maon6	
妄	妄	maon6	
忘	忘	maon6	
宕	宕	daon6	
趤	趤	daon6	逛：~馬路。~街。
浪	浪	laon6	
㫰	㫰	laon6	晾乾
𧻴	𧻴	laon6	~趤公子：遊手好閒的人
閬	阆	laon6	稀
藏	藏	laon6	西~
臟	脏	dzaon6	內~
幢	幢	dzaon6	
撞	撞	dzaon6	
尚	尚	zaon6	
上	上	zaon6	~面
戇	戆	gaon6	~大：傻子
㽘	㽘	gaon6	田~：菜畦
㯯	㯯	gaon6	鑊~：鍋內蒸食物用具
光	光	kuaon1	
匡	匡	khuaon1	
筐	筐	khuaon1	
眶	眶	khuaon1	
荒	荒	huaon1	
慌	慌	huaon1	
汪	汪	uaon1	
狂	狂	guaon2	
逛	逛	guaon2	
黃	黄	waon2	
簧	簧	waon2	
皇	皇	waon2	
蝗	蝗	waon2	螞~
王	王	waon2	
潢	潢	waon2	
璜	璜	waon2	裝~
隍	隍	waon2	城隍廟
凰	凰	waon2	
㾮	㾮	waon2	~病：瘟疫
鰉	鳇	waon2	~魚，魚名
廣	广	kuaon3	
礦	矿	khuaon3	
謊	谎	huaon3	
晃	晃	huaon3	~動
枉	枉	uaon3	
往	往	uaon3	
桄	桄	kuaon5	刮一~耳光：打一記耳光
曠	旷	khuaon5	~課
況	况	huaon5	
逛	逛	guaon6	遊~：遊趤
旺	旺	waon6	
惶	惶	waon6	~恐：害羞
搬	搬	poen1	
潘	潘	phoen1	
泮	泮	phoen1	
端	端	toen1	
鑽	钻	tsoen1	動詞
專	专	tsoen1	
磚	砖	tsoen1	
鮎	鲇	tsoen1	青~魚
穿	穿	tshoen1	
川	川	tshoen1	
汆	汆	tshoen1	~一~：生菜在開水口稍煮
喘	喘	tshoen1	氣~病
篡	篡	tshoen1	~位
竄	窜	tshoen1	
酸	酸	soen1	
閂	闩	soen1	門~
拴	拴	soen1	
盤	盘	boen2	
瞞	瞒	moen2	
饅	馒	moen2	
鰻	鳗	moen2	~魚
㒼	㒼	moen2	密而無縫
團	团	doen2	
糰	糰	doen2	
鸞	鸾	loen2	
螺	螺	loen2	遊螄~：蝸屬，形似螺螄
全	全	dzoen2	
泉	泉	dzoen2	
傳	传	dzoen2	~達
椽	椽	dzoen2	~木
蟬	蝉	zoen2	
禪	禅	zoen2	
單	单	zoen2	姓
旋	旋	zoen2	
船	船	zoen2	
漩	漩	zoen2	
短	短	toen3	
轉	转	tsoen3	~送
選	选	soen3	
陝	陕	soen3	
拌	拌	boen4	~一~：攪和一下
滿	满	moen4	
斷	断	doen4	~絕
暖	暖	noen4	~和
媛	媛	noen4	女兒，也寫作囡
卵	卵	loen4	~子：男陰
篆	篆	dzoen4	~刻
撰	撰	dzoen4	
善	善	zoen4	
膳	膳	zoen4	
半	半	poen5	
判	判	phoen5	
斷	断	toen5	決~
鍛	锻	toen5	~煉
戰	战	tsoen5	
顫	颤	tsoen5	
鑽	钻	tsoen5	~子，名詞
串	串	tshoen5	量詞：一~
篡	篡	tshoen5	~奪
算	算	soen5	
蒜	蒜	soen5	大~
宣	宣	soen5	
喧	喧	soen5	
絆	绊	boen6	
叛	叛	boen6	
段	段	doen6	
緞	缎	doen6	
椴	椴	doen6	
漫	漫	moen6	水~金山
亂	乱	loen6	
傳	传	dzoen6	~記。~念：記掛
羨	羡	zoen6	
旋	旋	zoen6	名詞
鱔	鳝	zoen6	~魚
奔	奔	pen1	
崩	崩	pen1	
噴	喷	phen1	
烹	烹	phen1	
分	分	fen1	
芬	芬	fen1	
紛	纷	fen1	
敦	敦	ten1	
墩	墩	ten1	
蹬	蹬	ten1	
登	登	ten1	
燈	灯	ten1	
燉	燉	ten1	~蛋：蒸蛋
蹲	蹲	ten1	~點
膯	膯	ten1	肚脹、不消化
吞	吞	then1	
遵	遵	tsen1	
尊	尊	tsen1	
臻	臻	tsen1	
曾	曾	tsen1	姓
增	增	tsen1	
憎	憎	tsen1	
罾	罾	tsen1	板~：抓魚工具
磳	磳	tsen1	
甑	甑	tsen1	
爭	争	tsen1	
箏	筝	tsen1	風~
村	村	tshen1	
參	参	sen1	人~
森	森	sen1	
孫	孙	sen1	
僧	僧	sen1	
笙	笙	sen1	
生	生	sen1	
猻	狲	sen1	活~
牲	牲	sen1	
跟	跟	ken1	
根	根	ken1	
亨	亨	hen1	
哼	哼	hen1	
恩	恩	en1	
盆	盆	ben2	
門	门	men2	
蚊	蚊	men2	~蟲：蚊子
聞	闻	men2	
文	文	ven2	
墳	坟	ven2	
焚	焚	ven2	
紋	纹	ven2	
聞	闻	ven2	
蚊	蚊	ven2	
憤	愤	ven2	
忿	忿	ven2	
屯	屯	den2	
豚	豚	den2	河~魚
飩	饨	den2	餛~
囤	囤	den2	
沌	沌	den2	
盾	盾	den2	
騰	腾	den2	
藤	藤	den2	
疼	疼	den2	
能	能	nen2	
論	论	nen2	
侖	仑	nen2	
輪	轮	nen2	
楞	楞	nen2	
菱	菱	nen2	老~：菱角
棱	棱	nen2	菠~：菠菜
岑	岑	dzen2	~港：地名
存	存	dzen2	
曾	曾	dzen2	~經
層	层	dzen2	
澄	澄	dzen2	~清
橙	橙	dzen2	~子
痕	痕	ghen2	
恆	恒	ghen2	
衡	衡	ghen2	
本	本	pen3	
畚	畚	pen3	
粉	粉	fen3	
等	等	ten3	
戥	戥	ten3	~子：小秤
氽	氽	then3	人、物在水上漂
忖	忖	tshen3	儂~~看：你想想看
損	损	sen3	
艮	艮	ken3	
耿	耿	ken3	
肯	肯	khen3	
墾	垦	khen3	
懇	恳	khen3	
很	很	hen3	
狠	狠	hen3	
笨	笨	ben4	
刎	刎	ven4	
吻	吻	ven4	
悶	闷	men5	發~
奮	奋	fen5	
糞	粪	fen5	
頓	顿	ten5	
凳	凳	ten5	
鐙	镫	ten5	
瞪	瞪	ten5	~眼
扽	扽	ten5	~~齊
肫	肫	ten5	脹~：吃得過多而胃部不適
澄	澄	ten5	
褪	褪	then5	
襯	衬	tshen5	
寸	寸	tshen5	
滲	渗	sen5	
遜	逊	sen5	
更	更	ken5	~加
啃	啃	khen5	~骨頭
問	问	men6	
悶	闷	men6	
份	份	ven6	一~
問	问	ven6	
鈍	钝	den6	
鄧	邓	den6	
嫩	嫩	nen6	
論	论	len6	議~
贈	赠	dzen6	
恨	恨	ghen6	
兵	兵	pin1	
賓	宾	pin1	
檳	槟	pin1	
彬	彬	pin1	
冰	冰	pin1	
濱	滨	pin1	
拼	拼	phin1	
姘	姘	phin1	
乒	乒	phin1	
丁	丁	tin1	
釘	钉	tin1	
靪	靪	tin1	補~
疔	疔	tin1	瘡
仃	仃	tin1	老木~東：反應很遲鈍
廳	厅	thin1	
汀	汀	thin1	
聽	听	thin1	~話
拎	拎	lin1	提：~起來
金	金	cin1	
經	经	cin1	
針	针	cin1	
今	今	cin1	
禁	禁	cin1	
襟	襟	cin1	衣~
津	津	cin1	
巾	巾	cin1	
斤	斤	cin1	
筋	筋	cin1	
謹	谨	cin1	
徵	征	cin1	
驚	惊	cin1	
蒸	蒸	cin1	
莖	茎	cin1	
陘	陘	cin1	
京	京	cin1	
荊	荆	cin1	
擎	擎	cin1	~天柱
精	精	cin1	
晶	晶	cin1	
正	正	cin1	~月
貞	贞	cin1	
偵	侦	cin1	
砧	砧	cin1	~板
甑	甑	cin1	飯~，木製圓筒形蒸物器具
侵	侵	chin1	
寢	寝	chin1	
欽	钦	chin1	
親	亲	chin1	
稱	称	chin1	
卿	卿	chin1	
清	清	chin1	
蟶	蛏	chin1	~子。海塗裏貝類動物
輕	轻	chin1	
青	青	chin1	
蜻	蜻	chin1	~蜓
頃	顷	chin1	
傾	倾	chin1	
鯖	鲭	chin1	~魚
心	心	shin1	
深	深	shin1	
辛	辛	shin1	
新	新	shin1	
薪	薪	shin1	
欣	欣	shin1	
升	升	shin1	
勝	胜	shin1	~任
興	兴	shin1	~旺
聲	声	shin1	
星	星	shin1	
腥	腥	shin1	~氣
馨	馨	shin1	
伸	伸	shin1	~懶腰
身	身	shin1	擔雙~：懷孕
音	音	in1	
陰	阴	in1	
因	因	in1	
姻	姻	in1	
殷	殷	in1	
應	应	in1	~該
鷹	鹰	in1	
蠅	蝇	in1	蒼~
鶯	莺	in1	
鸚	鹦	in1	
櫻	樱	in1	
英	英	in1	
嬰	婴	in1	
纓	缨	in1	
窨	窨	in1	~𡍲頭：太陽照不到的地方
貧	贫	bin2	
頻	频	bin2	
憑	凭	bin2	
平	平	bin2	
評	评	bin2	
坪	坪	bin2	
屏	屏	bin2	
瓶	瓶	bin2	
閔	闵	min2	
閩	闽	min2	
民	民	min2	
憫	悯	min2	
敏	敏	min2	
抿	抿	min2	
萌	萌	min2	
鳴	鸣	min2	
明	明	min2	
盟	盟	min2	
皿	皿	min2	器~
名	名	min2	
銘	铭	min2	
亭	亭	din2	
廷	廷	din2	
停	停	din2	
庭	庭	din2	
蜓	蜓	din2	蜻~
林	林	lin2	
淋	淋	lin2	
臨	临	lin2	
鄰	邻	lin2	
鱗	鳞	lin2	
磷	磷	lin2	
陵	陵	lin2	
凌	凌	lin2	
菱	菱	lin2	
伶	伶	lin2	
翎	翎	lin2	
疄	疄	lin2	田攏，菜畦
琴	琴	jin2	
禽	禽	jin2	
擒	擒	jin2	
沉	沉	jin2	
臣	臣	jin2	
陳	陈	jin2	
塵	尘	jin2	
秦	秦	jin2	
盡	尽	jin2	
勤	勤	jin2	
芹	芹	jin2	
仍	仍	jin2	
扔	扔	jin2	
承	承	jin2	
丞	丞	jin2	
乘	乘	jin2	~法
擎	擎	jin2	
鯨	鲸	jin2	
成	成	jin2	
城	城	jin2	
誠	诚	jin2	
呈	呈	jin2	
靖	靖	jin2	
情	情	jin2	
晴	晴	jin2	
吟	吟	gnin2	
任	任	gnin2	姓
壬	壬	gnin2	
銀	银	gnin2	
凝	凝	gnin2	
迎	迎	gnin2	
寧	宁	gnin2	安~
人	人	gnin2	
仁	仁	gnin2	蝦~
繩	绳	zhin2	
塍	塍	zhin2	田~：田間小路
晴	晴	zhin2	
鱘	鲟	zhin2	~魚
寅	寅	ghin2	
淫	淫	ghin2	
甚	甚	ghin2	
尋	寻	ghin2	
盈	盈	ghin2	
贏	赢	ghin2	
形	形	ghin2	
型	型	ghin2	
營	营	ghin2	
塋	茔	ghin2	
螢	萤	ghin2	
滎	荥	ghin2	~陽
行	行	ghin2	~私
晴	晴	ghin2	
繩	绳	ghin2	
稟	禀	pin3	
丙	丙	pin3	
炳	炳	pin3	
秉	秉	pin3	
餅	饼	pin3	
品	品	phin3	
頂	顶	tin3	
鼎	鼎	tin3	
艇	艇	thin3	
挺	挺	thin3	~直
枕	枕	cin3	
錦	锦	cin3	
緊	紧	cin3	
拯	拯	cin3	~救
境	境	cin3	
景	景	cin3	
警	警	cin3	
井	井	cin3	
整	整	cin3	
頸	颈	cin3	
請	请	chin3	
沈	沈	shin3	
審	审	shin3	
省	省	shin3	反~
醒	醒	shin3	
嬸	婶	shin3	阿~
擤	擤	shin3	~鼻頭：捻鼻涕
飲	饮	in3	
隱	隐	in3	
影	影	in3	
癊	癊	in3	血~
并	并	bin4	
並	並	bin4	
錠	锭	din4	
領	领	lin4	
嶺	岭	lin4	
謹	谨	jin4	
幸	幸	ghin4	
靜	静	ghin4	
穎	颖	ghin4	
引	引	ghin4	
殯	殡	pin5	
鬢	鬓	pin5	
柄	柄	pin5	
併	并	pin5	合~
迸	迸	pin5	~裂
鈵	鈵	pin5	雙方力量相等而抵住
聘	聘	phin5	
釘	钉	tin5	~牢
訂	订	tin5	
澄	澄	tin5	水~~清
聽	听	thin5	
浸	浸	cin5	
禁	禁	cin5	~止
進	进	cin5	
勁	劲	cin5	
證	证	cin5	
症	症	cin5	
敬	敬	cin5	
竟	竟	cin5	
鏡	镜	cin5	
正	正	cin5	
政	政	cin5	
經	经	cin5	~線
晉	晋	cin5	
撳	揿	chin5	按
親	亲	chin5	~密
趁	趁	chin5	
稱	称	chin5	~呼
秤	秤	chin5	
慶	庆	chin5	
磬	磬	chin5	
信	信	shin5	
訊	讯	shin5	
勝	胜	shin5	
釁	衅	shin5	
迅	迅	shin5	~速
汛	汛	shin5	定期漲潮水：春~
蔭	荫	in5	
印	印	in5	
熨	熨	in5	~鬥
應	应	in5	響~
病	病	bin6	
命	命	min6	
定	定	din6	
碇	碇	din6	漁業上的張網作者固定器具，形如錨
吝	吝	lin6	
另	另	lin6	
僅	仅	jin6	
陣	阵	jin6	
勁	劲	jin6	
剩	剩	jin6	
竟	竟	jin6	
鄭	郑	jin6	
嵊	嵊	jin6	~泗，地名
蕈	蕈	jin6	香~：香菇
埕	埕	jin6	酒~：裝酒的壇
認	认	gnin6	
韌	韧	gnin6	
寧	宁	gnin6	~可
䵑	䵑	gnin6	粘性大：湯糰~滴滴
葚	葚	zhin6	桑~
行	行	zhin6	品~
淨	净	zhin6	
盛	盛	zhin6	
掍	掍	kuen1	~邊：用線縫邊
昆	昆	khuen1	
坤	坤	khuen1	
琨	琨	khuen1	
鯤	鲲	khuen1	
昏	昏	huen1	
婚	婚	huen1	
葷	荤	huen1	
溫	温	uen1	
瘟	瘟	uen1	
魂	魂	wen2	
餛	馄	wen2	~飩
渾	浑	wen2	
滾	滚	kuen3	
捆	捆	khuen3	
穩	稳	uen3	
混	混	wen4	
棍	棍	kuen5	~子
睏	睏	khuen5	~覺
困	困	khuen5	
綑	綑	khuen5	
搵	揾	uen5	蘸：~醬油
諢	诨	wen6	擾亂：~打（擾亂別人談話）
風	风	fon1	
楓	枫	fon1	
瘋	疯	fon1	
封	封	fon1	
峯	峰	fon1	
鋒	锋	fon1	
蜂	蜂	fon1	
諷	讽	fon1	
丰	丰	fon1	
豐	丰	fon1	
烽	烽	fon1	
東	东	ton1	
冬	冬	ton1	
倲	㑈	ton1	老木仃~：形容老年人行動遲緩遲鈍
通	通	thon1	
珍	珍	tson1	
真	真	tson1	
診	诊	tson1	
疹	疹	tson1	
肫	肫	tson1	雞~皮：雞胃的內膜
棕	棕	tson1	
鬃	鬃	tson1	
宗	宗	tson1	
中	中	tson1	
終	终	tson1	
忠	忠	tson1	
蹤	踪	tson1	
縱	纵	tson1	
鍾	钟	tson1	
盅	盅	tson1	茶~：茶杯
春	春	tshon1	
聰	聪	tshon1	
匆	匆	tshon1	
蔥	葱	tshon1	
囪	囱	tshon1	
充	充	tshon1	
衝	冲	tshon1	
沖	冲	tshon1	
從	从	tshon1	~容
