繁體	简体	吳拼	備注
㨖	㨖	tsy5	~鞋：上鞋子
痣	痣	tsy5	
刺	刺	tshy5	
翅	翅	tshy5	
次	次	tshy5	
廁	厕	tshy5	
飭	饬	tshy5	
四	四	sy5	
肆	肆	sy5	
試	试	sy5	
泗	泗	sy5	嵊~：地名
滯	滞	dzy6	
雉	雉	dzy6	
治	治	dzy6	
自	自	zy6	
示	示	zy6	
視	视	zy6	
嗜	嗜	zy6	~好
侍	侍	zy6	
事	事	zy6	
字	字	zy6	
寺	寺	zy6	
嗣	嗣	zy6	
飼	饲	zy6	
逝	逝	zy6	
誓	誓	zy6	
伺	伺	zy6	
朱	朱	tsyu1	
硃	硃	tsyu1	
株	株	tsyu1	
珠	珠	tsyu1	
蛛	蛛	tsyu1	
蜘	蜘	tsyu1	
知	知	tsyu1	
諸	诸	tsyu1	
褚	褚	tsyu1	姓
誅	诛	tsyu1	
侏	侏	tsyu1	短、矮
銖	铢	tsyu1	~耜，開山鋤
吹	吹	tshyu1	
趨	趋	tshyu1	
嗤	嗤	tshyu1	
癡	痴	tshyu1	
書	书	syu1	
舒	舒	syu1	
須	须	syu1	
需	需	syu1	
輸	输	syu1	
尿	尿	syu1	
廚	厨	dzyu2	
杵	杵	dzyu2	木練~：搗衣木棒
除	除	dzyu2	
錐	锥	dzyu2	秤~
槌	槌	dzyu2	錘
如	如	zyu2	
署	署	zyu2	
殊	殊	zyu2	
儒	儒	zyu2	
主	主	tsyu3	
拄	拄	tsyu3	
豬	猪	tsyu3	
嘴	嘴	tsyu3	
咀	咀	tsyu3	
取	取	tshyu3	
娶	娶	tshyu3	
恥	耻	tshyu3	
耻	耻	tshyu3	
粢	粢	tshyu3	~飯：蒸熟的糯米飯
鼠	鼠	tshyu3	老~
水	水	syu3	
柱	柱	dzyu4	
汝	汝	zyu4	
序	序	zyu4	
敘	叙	zyu4	
聚	聚	zyu4	
豎	竖	zyu4	
乳	乳	zyu4	
緒	绪	zyu4	
注	注	tsyu5	
駐	驻	tsyu5	
鑄	铸	tsyu5	
制	制	tsyu5	
智	智	tsyu5	
著	著	tsyu5	顯~
註	註	tsyu5	
㨖	㨖	tsyu5	~鞋，鞝鞋
疰	疰	tsyu5	~夏，到夏天時胃口不好，精神不振。~浪：暈船
蛀	蛀	tsyu5	
製	製	tsyu5	
處	处	tshyu5	
趣	趣	tshyu5	
世	世	syu5	
勢	势	syu5	
庶	庶	syu5	
恕	恕	syu5	
歲	岁	syu5	
輸	输	syu5	
貰	贳	syu5	租賃：~器店（出租器具的店）
絮	絮	syu5	
黍	黍	syu5	
住	住	dzyu6	
治	治	dzyu6	
墜	坠	dzyu6	~頭：系在器物上垂着的東西
薯	薯	zyu6	番~
樹	树	zyu6	
批	批	phi1	
披	披	phi1	
㓟	㓟	phi1	刀析：~魚
𠜱	𠜱	phi1	削
非	非	fi1	
飛	飞	fi1	
妃	妃	fi1	
匪	匪	fi1	
榧	榧	fi1	香~子
扉	扉	fi1	
低	低	ti1	
梯	梯	thi1	
你	你	gni1	
乜	乜	mi1	
眯	眯	mi1	~𥉻眼
飢	饥	ci1	
機	机	ci1	
稽	稽	ci1	
肌	肌	ci1	
基	基	ci1	
雞	鸡	ci1	
箕	箕	ci1	土~
鍥	锲	ci1	沙~：有細刺的小彎刀
繼	继	ci1	
姐	姐	ci1	~妹
姊	姊	ci1	阿~
枝	枝	ci1	荔~
妻	妻	chi1	
棲	栖	chi1	
溪	溪	chi1	
欺	欺	chi1	
蛆	蛆	chi1	
𥉻	𥉻	chi1	近~眼
西	西	chi1	
犀	犀	chi1	
犧	牺	chi1	
嬉	嬉	chi1	
熙	熙	chi1	
希	希	chi1	
稀	稀	chi1	
戲	戏	chi1	玩
衣	衣	i1	
醫	医	i1	
伊	伊	i1	
依	依	i1	
皮	皮	bi2	
陛	陛	bi2	
疫	疫	bi2	
脾	脾	bi2	
毖	毖	bi2	
枇	枇	bi2	
斃	毙	bi2	
肥	肥	bi2	施~
痹	痹	bi2	麻~
迷	迷	mi2	
謎	谜	mi2	
彌	弥	mi2	
眉	眉	mi2	
楣	楣	mi2	
湄	湄	mi2	
糜	糜	mi2	
唯	唯	vi2	
維	维	vi2	
惟	惟	vi2	
肥	肥	vi2	
微	微	vi2	
提	提	di2	
題	题	di2	
啼	啼	di2	
蹄	蹄	di2	
鯷	鳀	di2	~魚
梨	梨	li2	
犁	犁	li2	
黎	黎	li2	
離	离	li2	
籬	篱	li2	~笆
璃	璃	li2	
履	履	li2	
狸	狸	li2	
剺	剺	li2	~破：劃破
釐	釐	li2	
𠠍	𠠍	li2	
奇	奇	ji2	
薺	荠	ji2	~菜
犄	犄	ji2	
歧	歧	ji2	
祁	祁	ji2	
祈	祈	ji2	
鰭	鳍	ji2	
其	其	ji2	
旗	旗	ji2	
棋	棋	ji2	
期	期	ji2	
鱭	鲚	ji2	~魚
臍	脐	ji2	肚~
騎	骑	ji2	
池	池	ji2	~塘
遲	迟	ji2	
蜝	蜝	ji2	螃~蟹：小蟹名
泥	泥	gni2	
倪	倪	gni2	
宜	宜	gni2	
尼	尼	gni2	
疑	疑	gni2	
沂	沂	gni2	
膩	腻	gni2	油~
耳	耳	gni2	~朵
儀	仪	gni2	
呢	呢	gni2	
齊	齐	zhi2	
徐	徐	zhi2	
畦	畦	zhi2	
移	移	yi2	
姨	姨	yi2	
夷	夷	yi2	
飴	饴	yi2	
遺	遗	yi2	
攜	携	yi2	
胰	胰	yi2	
怡	怡	yi2	
頤	颐	yi2	
比	比	pi3	
鄙	鄙	pi3	
蓖	蓖	pi3	~麻
彼	彼	pi3	
俾	俾	pi3	
渳	渳	mi3	小喝以品味道：~一口
底	底	ti3	
抵	抵	ti3	
掂	掂	ti3	
癲	癫	ti3	羊~瘋
體	体	thi3	
擠	挤	ci3	
幾	几	ci3	茶~
己	己	ci3	
紀	纪	ci3	
啓	启	chi3	
企	企	chi3	
起	起	chi3	
杞	杞	chi3	
豈	岂	chi3	
洗	洗	shi3	
璽	玺	shi3	
喜	喜	shi3	
熹	熹	shi3	
嬉	嬉	shi3	
髓	髓	shi3	
徙	徙	shi3	
死	死	shi3	
戲	戏	shi3	名詞。京~
倚	倚	i3	
椅	椅	i3	
以	以	i3	
已	已	i3	
𥀬	𥀬	i3	傷口結~。傷口結痂了
厴	厣	i3	螺類動物頭上的圓蓋：螄螺~
婢	婢	bi4	
被	被	bi4	~頭：被子
尾	尾	mi4	~巴
米	米	mi4	
靡	靡	mi4	
尾	尾	vi4	
弟	弟	di4	
雉	雉	di4	~雞：野雞
里	里	li4	
裏	里	li4	
裡	里	li4	
李	李	li4	
理	理	li4	
鯉	鲤	li4	
禮	礼	li4	
呂	吕	li4	
旅	旅	li4	
妓	妓	ji4	
痔	痔	ji4	
峙	峙	ji4	地名
蟻	蚁	gni4	
擬	拟	gni4	
以	以	yi4	
已	已	yi4	
矣	矣	yi4	
閉	闭	pi5	
蔽	蔽	pi5	
臂	臂	pi5	
譬	譬	pi5	~方
祕	秘	pi5	
泌	泌	pi5	
庇	庇	pi5	
屁	屁	phi5	
譬	譬	phi5	~如
批	批	phi5	一~貨
閉	闭	mi5	~攏
咪	咪	mi5	甜~~
肺	肺	fi5	
廢	废	fi5	
痱	痱	fi5	~子
費	费	fi5	
翡	翡	fi5	
杮	杮	fi5	木~：斧子砍下的碎木片
吠	吠	fi5	
帝	帝	ti5	
渧	渧	ti5	滴水、溼透
蒂	蒂	ti5	
替	替	thi5	
剃	剃	thi5	
屜	屉	thi5	
嚏	嚏	thi5	噴~
濟	济	ci5	
計	计	ci5	
祭	祭	ci5	
際	际	ci5	
寄	寄	ci5	
冀	冀	ci5	
記	记	ci5	
既	既	ci5	
季	季	ci5	
𣥼	𣥼	ci5	盛：~飯
穄	穄	ci5	節~：高粱
繫	繫	ci5	~鞋帶：繫鞋帶
劑	剂	ci5	
砌	砌	chi5	
碶	碶	chi5	
契	契	chi5	
器	器	chi5	
棄	弃	chi5	
氣	气	chi5	
汽	汽	chi5	
去	去	chi5	
覷	觑	chi5	眯着眼看
絮	絮	shi5	花~
細	细	shi5	
胥	胥	shi5	
婿	婿	shi5	
系	系	shi5	
戲	戏	shi5	
鏾	鏾	shi5	~雞：去勢後的公雞
世	世	shi5	一~：一生
意	意	i5	
憶	忆	i5	
億	亿	i5	
瞖	瞖	i5	目~
䞁	䞁	i5	比試：~長短（比長短）
敝	敝	pi6	
幣	币	pi6	
弊	弊	pi6	
避	避	pi6	
鐾	鐾	pi6	擦、磨
坒	坒	pi6	層：一~磚
緶	缏	pi6	
味	味	mi6	
未	未	mi6	~唻：還早
未	未	vi6	
味	味	vi6	
隸	隶	di6	
第	第	di6	
遞	递	di6	
地	地	di6	
麗	丽	li6	
濾	滤	li6	
慮	虑	li6	
厲	厉	li6	
勵	励	li6	
荔	荔	li6	
利	利	li6	
蠣	蛎	li6	~蝗
痢	痢	li6	
吏	吏	li6	
淚	泪	li6	
忌	忌	ji6	
苧	苎	ji6	
技	技	ji6	
伎	伎	ji6	
箸	箸	ji6	筷~籠：插筷子用具
藝	艺	gni6	
誼	谊	gni6	
義	义	gni6	
儀	仪	gni6	
議	议	gni6	
二	二	gni6	
貳	贰	gni6	
毅	毅	gni6	
異	异	yi6	
易	易	yi6	難~
又	又	yi6	~來了
鋪	铺	phu1	~擺
捕	捕	phu1	
呼	呼	fu1	
乎	乎	fu1	
夫	夫	fu1	
膚	肤	fu1	
跗	跗	fu1	
敷	敷	fu1	
俘	俘	fu1	
麩	麸	fu1	
都	都	tu1	~城
妒	妒	tu1	
姑	姑	tu1	阿~：姑母
租	租	tsu1	
阻	阻	tsu1	
粗	粗	tshu1	
初	初	tshu1	
蘇	苏	su1	
甦	苏	su1	
酥	酥	su1	
梳	梳	su1	
疏	疏	su1	
蔬	蔬	su1	
姑	姑	ku1	
蛄	蛄	ku1	~螻
孤	孤	ku1	
枯	枯	khu1	
箍	箍	khu1	
窠	窠	khu1	被~：被窩
烏	乌	u1	
污	污	u1	
罅	罅	u1	豁~：裂縫
塢	坞	u1	落~：放在合適位置
菩	菩	bu2	
蒲	蒲	bu2	
脯	脯	bu2	
鵓	鹁	bu2	~鴣
婆	婆	bu2	孤老太~
捕	捕	bu2	逮~犯人
符	符	vu2	
扶	扶	vu2	
芙	芙	vu2	
巫	巫	vu2	
誣	诬	vu2	
撫	抚	vu2	
徒	徒	du2	
屠	屠	du2	
途	途	du2	
塗	涂	du2	
涂	涂	du2	
圖	图	du2	
奴	奴	nu2	
吾	吾	nu2	
梧	梧	nu2	
娛	娱	nu2	
盧	卢	lu2	
蘆	芦	lu2	
鸕	鸬	lu2	
廬	庐	lu2	茅~
驢	驴	lu2	
鱸	鲈	lu2	~魚
爐	炉	lu2	
櫓	橹	lu2	划船工具
鋤	锄	dzu2	
助	助	dzu2	
跍	跍	gu2	蹲：~落來（蹲下來）
胡	胡	wu2	
湖	湖	wu2	
狐	狐	wu2	
瓠	瓠	wu2	
吳	吴	wu2	
蜈	蜈	wu2	
梧	梧	wu2	
吾	吾	wu2	
娛	娱	wu2	
壺	壶	wu2	
鬍	鬍	wu2	
無	无	wu2	
巫	巫	wu2	
誣	诬	wu2	
乎	乎	wu2	
腐	腐	wu2	
補	补	pu3	
譜	谱	pu3	
普	普	phu3	
浦	浦	phu3	
潽	潽	phu3	溢出：飯~來（飯燒開後往外溢）
虎	虎	fu3	
滸	浒	fu3	
斧	斧	fu3	
殕	殕	fu3	白~：白花
輔	辅	fu3	
脯	脯	fu3	
甫	甫	fu3	
釜	釜	fu3	
府	府	fu3	
腑	腑	fu3	
賭	赌	tu3	
堵	堵	tu3	
肚	肚	tu3	魚~
土	土	thu3	
吐	吐	thu3	~唻
祖	祖	tsu3	
組	组	tsu3	
阻	阻	tsu3	
楚	楚	tsu3	
礎	础	tsu3	
數	数	su3	動詞：~一~
古	古	ku3	
估	估	ku3	
牯	牯	ku3	
股	股	ku3	
鼓	鼓	ku3	
鴣	鸪	ku3	鵓~：鳥名
咕	咕	ku3	
苦	苦	khu3	
嗚	呜	u3	
部	部	bu4	
簿	簿	bu4	
篰	篰	bu4	竹製有較大孔眼的盛器
䩉	䩉	bu4	嘴~：常指牲口的嘴巴
父	父	vu4	
腐	腐	vu4	
婦	妇	vu4	
撫	抚	vu4	
肚	肚	vu4	~皮
杜	杜	vu4	
努	努	nu4	
魯	鲁	nu4	
櫓	橹	nu4	
虜	虏	nu4	
滷	卤	nu4	
鹵	卤	nu4	
戶	户	wu4	
滬	沪	wu4	
午	午	wu4	
武	武	wu4	
舞	舞	wu4	
婦	妇	wu4	
鵡	鹉	wu4	
伍	伍	wu4	
五	五	wu4	
父	父	wu4	師~
撫	抚	wu4	
侮	侮	wu4	
腐	腐	wu4	
布	布	pu5	
怖	怖	pu5	
佈	佈	pu5	
鋪	铺	phu5	店~
戽	戽	fu5	~水
付	付	fu5	
副	副	fu5	
賦	赋	fu5	
傅	傅	fu5	
赴	赴	fu5	
富	富	fu5	
訃	讣	fu5	
妬	妬	tu5	
兔	兔	thu5	
吐	吐	thu5	
唾	唾	thu5	口水
醋	醋	tshu5	
措	措	tshu5	
瘄	瘄	tshu5	麻疹：出~子
素	素	su5	
訴	诉	su5	
塑	塑	su5	
嗉	嗉	su5	
疏	疏	su5	
數	数	su5	有~：心裏有底
故	故	ku5	
固	固	ku5	
錮	锢	ku5	
僱	雇	ku5	
顧	顾	ku5	
菇	菇	ku5	香~
褲	裤	khu5	
褲	裤	khu5	
惡	恶	u5	可~
熓	熓	u5	文火漸煮：~肉，~雞
摀	摀	u5	埋
步	步	bu6	
埠	埠	bu6	河~頭：河邊的石階
孵	孵	bu6	~小雞
度	度	du6	
渡	渡	du6	
鍍	镀	du6	
誤	误	nu6	
悟	悟	nu6	
怒	怒	nu6	
路	路	lu6	
露	露	lu6	
鷺	鹭	lu6	
互	互	wu6	
護	护	wu6	
附	附	wu6	
務	务	wu6	
霧	雾	wu6	
誤	误	wu6	
悟	悟	wu6	
瓠	瓠	wu6	~瓜
糊	糊	wu6	漿~
居	居	ciu1	
拘	拘	ciu1	
駒	驹	ciu1	
句	句	ciu1	
龜	龟	ciu1	烏~
車	车	ciu1	~馬炮
歸	归	ciu1	~家：回家
區	区	chiu1	
驅	驱	chiu1	
樞	枢	chiu1	
虛	虚	shiu1	
噓	嘘	shiu1	
墟	墟	shiu1	廢~
于	于	iu1	
淤	淤	iu1	
喂	喂	iu1	~飯
迂	迂	iu1	
吁	吁	iu1	
渠	渠	jiu2	
瞿	瞿	jiu2	
衢	衢	jiu2	
俱	俱	jiu2	
愚	愚	gniu2	
虞	虞	gniu2	
娛	娱	gniu2	
餘	馀	yu2	
愉	愉	yu2	
俞	俞	yu2	
逾	逾	yu2	
魚	鱼	yu2	
漁	渔	yu2	
餘	余	yu2	
籲	吁	yu2	
於	于	yu2	
盂	盂	yu2	
舉	举	ciu3	
矩	矩	ciu3	規~
鬼	鬼	ciu3	
許	许	shiu3	
巨	巨	jiu4	
拒	拒	jiu4	
距	距	jiu4	
跪	跪	jiu4	
女	女	gniu4	
語	语	gniu4	
蕊	蕊	gniu4	~頭：花蕾
禹	禹	yu4	
羽	羽	yu4	
雨	雨	yu4	
與	与	yu4	
宇	宇	yu4	
據	据	ciu5	
貴	贵	ciu5	
鋸	锯	ciu5	
去	去	chiu5	
靴	靴	shiu5	~子
㧦	㧦	shiu5	用腳踢物：~被頭
淤	淤	iu5	
杌	杌	iu5	~子：靠背椅
具	具	jiu6	
懼	惧	jiu6	
櫃	柜	jiu6	
御	御	gniu6	
遇	遇	gniu6	
寓	寓	gniu6	公~
譽	誉	yu6	
預	预	yu6	
豫	豫	yu6	
芋	芋	yu6	
喻	喻	yu6	
愈	愈	yu6	
裕	裕	yu6	
杯	杯	pei1	
盃	杯	pei1	
碑	碑	pei1	石~
卑	卑	pei1	
悲	悲	pei1	
胚	胚	phei1	
丕	丕	phei1	
坯	坯	phei1	
伾	伾	phei1	牛~：罵人語
覅	覅	fei1	不要的合音字：~吃（不要吃）
否	否	fei1	
堆	堆	tei1	
兜	兜	tei1	
推	推	thei1	
㷟	㷟	thei1	用燙除毛：~雞毛
偷	偷	thei1	
貪	贪	thei1	
𠞭	𠞭	lei1	深挖：~耳朵，把耳朵裏的髒物挖出來
鏤	镂	lei1	雕刻：~花
鄒	邹	tsei1	姓
追	追	tsei1	
最	最	tsei1	
摧	摧	tshei1	
崔	崔	tshei1	
催	催	tshei1	
炊	炊	tshei1	
吹	吹	tshei1	
啐	啐	tshei1	~魂靈：叫魂，給小孩壓驚
雖	虽	sei1	
綏	绥	sei1	
衰	衰	sei1	
搜	搜	sei1	
颼	飕	sei1	
餿	馊	sei1	食物變質而發酸：~氣了
艘	艘	sei1	
勾	勾	kei1	
鉤	钩	kei1	
溝	沟	kei1	
摳	抠	khei1	
酣	酣	hei1	
蚶	蚶	hei1	毛~：貝類動物
罕	罕	hei1	
鼾	鼾	hei1	鼻息聲。眠~：打呼嚕
安	安	ei1	
庵	庵	ei1	尼姑~
鞍	鞍	ei1	馬~
謳	讴	ei1	叫、喊：儂~其來（你叫他來）
歐	欧	ei1	
甌	瓯	ei1	
培	培	bei2	
陪	陪	bei2	
賠	赔	bei2	
倍	倍	bei2	
裴	裴	bei2	
梅	梅	mei2	
枚	枚	mei2	
煤	煤	mei2	
媒	媒	mei2	
黴	霉	mei2	發~
霉	霉	mei2	發~
謀	谋	mei2	
矛	矛	mei2	
眉	眉	mei2	皺~頭
阜	阜	vei2	曲~
浮	浮	vei2	
負	负	vei2	
頭	头	dei2	
投	投	dei2	
潭	潭	dei2	酒~：臉上的酒窩
男	男	nei2	
南	南	nei2	
餒	馁	nei2	~拖拖：軟綿綿
雷	雷	lei2	
儡	儡	lei2	
壘	垒	lei2	
樓	楼	lei2	
摟	搂	lei2	~抱
唻	唻	lei2	了，語氣詞
𡀂	𡀂	lei2	
隨	随	zei2	
愁	愁	zei2	
蠶	蚕	zei2	~絲
牛	牛	ngei2	
偶	偶	ngei2	
寒	寒	ghei2	
銜	衔	ghei2	
韓	韩	ghei2	
含	含	ghei2	
函	函	ghei2	
侯	侯	ghei2	
喉	喉	ghei2	
猴	猴	ghei2	
彼	彼	pei3	
俾	俾	pei3	
斗	斗	tei3	
抖	抖	tei3	
陡	陡	tei3	
𠡒	𠡒	tei3	拉、扯、抽：~腳筋（抽腳筋）
㪗	㪗	thei3	展開：~開
腿	腿	thei3	
走	走	tsei3	
嘴	嘴	tsei3	
揣	揣	tshei3	
水	水	sei3	
叟	叟	sei3	
狗	狗	kei3	
苟	苟	kei3	
口	口	khei3	
叩	叩	khei3	
𧥣	𧥣	khei3	事先說定：~定。~好。
吼	吼	hei3	
揞	揞	ei3	放好
毆	殴	ei3	
嘔	呕	ei3	~吐
美	美	mei4	
每	每	mei4	
畝	亩	mei4	
母	母	mei4	
簍	篓	lei4	字紙~
瘰	瘰	lei4	粉刺
癗	癗	lei4	小瘡或小疙瘩
罪	罪	zei4	
藕	藕	ngei4	
偶	偶	ngei4	
厚	厚	ghei4	
後	后	ghei4	
后	后	ghei4	
背	背	pei5	
貝	贝	pei5	
輩	辈	pei5	
狽	狈	pei5	
配	配	phei5	
沛	沛	phei5	
妹	妹	mei5	暱稱：~~
對	对	tei5	
碓	碓	tei5	
鬥	斗	tei5	~爭
退	退	thei5	
蛻	蜕	thei5	蟬~
探	探	thei5	
透	透	thei5	
丼	丼	thei5	小水~：小水潭。俗寫。
醉	醉	tsei5	
綴	缀	tsei5	
贅	赘	tsei5	
皺	皱	tsei5	
奏	奏	tsei5	
簪	簪	tsei5	~子
揍	揍	tsei5	
翠	翠	tshei5	
脆	脆	tshei5	
湊	凑	tshei5	
碎	碎	sei5	
歲	岁	sei5	
稅	税	sei5	
漱	漱	sei5	~口
嗽	嗽	sei5	咳~
瘦	瘦	sei5	
夠	够	kei5	
構	构	kei5	
購	购	kei5	
勾	勾	kei5	
扣	扣	khei5	
寇	寇	khei5	
熯	熯	hei5	~~熱：蒸蒸熟
漢	汉	hei5	
虹	虹	hei5	
鱟	鲎	hei5	海中大甲殼動物
𧊛	𧊛	hei5	
暗	暗	ei5	
按	按	ei5	
案	案	ei5	
漚	沤	ei5	
慪	怄	ei5	~氣：賭氣
揞	揞	ei5	~杖棒：手杖
佩	佩	bei6	
背	背	bei6	~誦
備	备	bei6	
焙	焙	bei6	物在熱鍋上烘乾：~~燥
妹	妹	mei6	阿~
昧	昧	mei6	
媚	媚	mei6	
寐	寐	mei6	
牡	牡	mei6	
拇	拇	mei6	
痘	痘	dei6	水~
隊	队	dei6	
兌	兑	dei6	~換
豆	豆	dei6	
逗	逗	dei6	
酘	酘	dei6	兩個盛器互倒
𣍐	𣍐	vei6	不會：~去。~做。
腩	腩	nei6	稀軟：飯燒嘞~足唻
累	累	lei6	
擂	擂	lei6	碾壓：~棍（壓麪棍）
礌	礌	lei6	碾壓子
𨀤	𨀤	lei6	翻倒：~倒
類	类	lei6	
淚	泪	lei6	
漏	漏	lei6	
陋	陋	lei6	
螻	蝼	lei6	~蛞
瘰	瘰	lei6	小瘡
鰳	鳓	lei6	~魚
縷	缕	lei6	
驟	骤	zei6	~雨
槌	槌	zei6	
錘	锤	zei6	
瑞	瑞	zei6	
垂	垂	zei6	
粹	粹	zei6	
隧	隧	zei6	
穗	穗	zei6	
誰	谁	zei6	
銳	锐	zei6	
睡	睡	zei6	
汗	汗	ghei6	
焊	焊	ghei6	
翰	翰	ghei6	
旱	旱	ghei6	
候	候	ghei6	
圭	圭	kuei1	
閨	闺	kuei1	
規	规	kuei1	
歸	归	kuei1	
鱖	鳜	kuei1	~魚
龜	龟	kuei1	
盔	盔	khuei1	
魁	魁	khuei1	
奎	奎	khuei1	
虧	亏	khuei1	
窺	窥	khuei1	
恢	恢	huei1	
灰	灰	huei1	
麾	麾	huei1	~下
揮	挥	huei1	
輝	辉	huei1	
徽	徽	huei1	
煨	煨	uei1	食物埋在柴火中使之熟
萎	萎	uei1	
委	委	uei1	
威	威	uei1	
餧	餧	uei1	
痿	痿	uei1	~落：體弱而精神不好
恚	恚	uei1	~武：怕羞
偎	偎	uei1	~船：對網漁船中的輔助船
逵	逵	guei2	
葵	葵	guei2	
桅	桅	wei2	~杆
回	回	wei2	
茴	茴	wei2	
匯	汇	wei2	~報
危	危	wei2	
圍	围	wei2	
葦	苇	wei2	蘆~
緯	纬	wei2	
爲	为	wei2	
為	为	wei2	
違	违	wei2	
軌	轨	kuei3	
癸	癸	kuei3	
鬼	鬼	kuei3	
詭	诡	kuei3	
傀	傀	khuei3	~儡
賄	贿	huei3	
悔	悔	huei3	
毀	毁	huei3	
跪	跪	guei4	
偉	伟	wei4	
會	会	kuei5	~計
劊	刽	kuei5	
檜	桧	kuei5	
繪	绘	kuei5	
貴	贵	kuei5	
桂	桂	kuei5	
快	快	khuei5	
愧	愧	khuei5	
塊	块	khuei5	
晦	晦	huei5	
畏	畏	uei5	
慰	慰	uei5	
穢	秽	uei5	
潰	溃	guei6	
櫃	柜	guei6	
會	会	wei6	
衛	卫	wei6	
惠	惠	wei6	
爲	为	wei6	
為	为	wei6	
僞	伪	wei6	
偽	伪	wei6	
位	位	wei6	
魏	魏	wei6	
謂	谓	wei6	
胃	胃	wei6	
匯	汇	wei6	~出
菠	菠	pou1	
玻	玻	pou1	
波	波	pou1	
頗	颇	phou1	
坡	坡	phou1	
多	多	tou1	
拖	拖	thou1	
搓	搓	tshou1	~繩子
唆	唆	sou1	
梭	梭	sou1	
哥	哥	kou1	
歌	歌	kou1	
過	过	kou1	~錯
鍋	锅	kou1	
戈	戈	kou1	
科	科	khou1	
窠	窠	khou1	
棵	棵	khou1	
䯊	䯊	khou1	膝蓋：腳~頭
倭	倭	ou1	
窩	窝	ou1	
蝸	蜗	ou1	~牛
阿	阿	ou1	~膠
𢰸	𢰸	ou1	抱：~牢（抱住）
婆	婆	bou2	
魔	魔	mou2	
磨	磨	mou2	~刀
摩	摩	mou2	
饃	馍	mou2	
模	模	mou2	
摸	摸	mou2	
摹	摹	dou2	
駝	驼	dou2	
馱	驮	dou2	
佗	佗	dou2	~來：拿來。俗寫拕或駝
舵	舵	dou2	
沱	沱	dou2	
捼	捼	nou2	揉、擦：跌痛了，~~其
羅	罗	lou2	
鑼	锣	lou2	
騾	骡	lou2	
螺	螺	lou2	
腡	脶	lou2	~紋：指紋
籮	箩	lou2	
攞	攞	lou2	鉤~：帆篷的滑輪
矬	矬	zou2	沉落：~落（物下沉）
俄	俄	ngou2	
鵝	鹅	ngou2	
蛾	蛾	ngou2	
河	河	ghou2	
何	何	ghou2	
荷	荷	ghou2	~花
和	和	ghou2	~氣
禾	禾	ghou2	
嚄	嚄	ghou2	語氣詞
妥	妥	thou3	
橢	椭	thou3	
鎖	锁	sou3	
瑣	琐	sou3	
果	果	kou3	
裹	裹	kou3	
餜	馃	kou3	
可	可	khou3	
顆	颗	khou3	
火	火	hou3	
夥	伙	hou3	~計
伙	伙	hou3	~計
某	某	mou4	~人
舵	舵	dou4	
惰	惰	dou4	
卵	卵	lou4	蟲~：蟲子
坐	坐	zou4	
座	座	zou4	
我	我	ngou4	
禍	祸	ghou4	
簸	簸	pou5	~一~
破	破	phou5	
剖	剖	phou5	
唾	唾	thou5	
做	做	tsou5	
左	左	tsou5	
佐	佐	tsou5	
銼	锉	tshou5	
錯	错	tshou5	~誤
啥	啥	sou5	什麼：~西（什麼東西）
過	过	kou5	~去
個	个	kou5	
課	课	khou5	
貨	货	hou5	
荷	荷	hou5	薄~
夥	伙	hou5	一~
伙	伙	hou5	一~
咼	咼	ou5	賴~皮：賴賬的人
縛	缚	bou6	
磨	磨	mou6	石~
模	模	mou6	~子
暮	暮	mou6	
墓	墓	mou6	
慕	慕	mou6	
募	募	mou6	
幕	幕	mou6	
摹	摹	mou6	~仿
大	大	dou6	
糯	糯	nou6	
裸	裸	lou6	
摞	摞	lou6	把散着的聚攏：~起來
餓	饿	ngou6	
臥	卧	ngou6	
賀	贺	ghou6	
和	和	ghou6	~面
鞭	鞭	pien1	
編	编	pien1	
邊	边	pien1	
蝙	蝙	pien1	
鯿	鳊	pien1	~魚
篇	篇	phien1	
偏	偏	phien1	
掂	掂	tien1	掂量，估計
顛	颠	tien1	
天	天	thien1	
添	添	thien1	
掭	掭	thien1	~墨
尖	尖	cien1	
沾	沾	cien1	
瞻	瞻	cien1	
占	占	cien1	
兼	兼	cien1	
艱	艰	cien1	
間	间	cien1	
煎	煎	cien1	
氈	毡	cien1	
犍	犍	cien1	~子
肩	肩	cien1	
堅	坚	cien1	
搛	搛	cien1	~菜
䥛	䥛	cien1	沙~：割稻用的有齒彎刀
殲	歼	chien1	
籤	签	chien1	
謙	谦	chien1	
遷	迁	chien1	
千	千	chien1	
牽	牵	chien1	
黏	黏	gnien1	
粘	粘	gnien1	~貼
仙	仙	shien1	
鮮	鲜	shien1	新~
羶	羶	shien1	
搧	搧	shien1	
軒	轩	shien1	
先	先	shien1	
掀	掀	shien1	
甘	甘	kien1	
柑	柑	kien1	
泔	泔	kien1	~水
干	干	kien1	
乾	干	kien1	
肝	肝	kien1	
竿	竿	kien1	
看	看	khien1	~多：很多
淹	淹	ien1	
閹	阉	ien1	
嫌	嫌	ien1	
蔫	蔫	ien1	不新鮮
煙	烟	ien1	
菸	烟	ien1	
燕	燕	ien1	
醃	腌	ien1	~篤鮮：菜名
便	便	bien2	~宜
棉	棉	mien2	
綿	绵	mien2	
澠	渑	mien2	
眠	眠	mien2	~牀：牀
鮸	鮸	mien2	~魚
田	田	dien2	
甜	甜	dien2	
填	填	dien2	
鈿	钿	dien2	
廉	廉	lien2	
鐮	镰	lien2	~刀
簾	帘	lien2	
斂	敛	lien2	
聯	联	lien2	
