繁體	简体	吳拼	備注
杈	杈	tsho1	
差	差	tsho1	差別，差不多
車	车	tsho1	車輛
扯	扯	tsho3	
岔	岔	tsho5	
茶	茶	dzo2	
搽	搽	dzo2	
茬	茬	dzo2	
查	查	dzo2	調查
社	社	dzo6	
女	女	no2	如：兒女、女孫（孫女）
哪	哪	no6	哪吒
蓑	蓑	so1	
沙	沙	so1	
紗	纱	so1	
奢	奢	so1	
賒	赊	so1	
捨	捨	so3	
所	所	so3	
赦	赦	so5	
舍	舍	so5	
蛇	蛇	zo2	
佘	佘	zo2	姓
射	射	zo6	
麝	麝	zo6	麝香
惹	惹	zo6	
家	家	ko1	白讀
加	加	ko1	
嘉	嘉	ko1	白讀
瓜	瓜	ko1	
假	假	ko3	真假
寡	寡	ko3	白讀
剮	剐	ko3	白讀
假	假	ko5	放假
架	架	ko5	
駕	驾	ko5	白讀
嫁	嫁	ko5	
稼	稼	ko5	白讀
價	价	ko5	
掛	挂	ko5	
卦	卦	ko5	
誇	誇	kho1	
夸	夸	kho1	
侉	侉	kho3	
垮	垮	kho3	
揢	揢	kho5	捕，捉，拿住
跨	跨	kho5	
☐	☐	go6	☐☐：開水，兒童用語
牙	牙	ngo2	
芽	芽	ngo2	
衙	衙	ngo2	
我	我	ngo6	
砑	砑	ngo6	砑平
瓦	瓦	ngo6	
瓦	瓦	ngo6	動詞
膘	膘	piau1	
標	标	piau1	
彪	彪	piau1	
表	表	piau3	
飄	飘	phiau1	
漂	漂	phiau3	漂白
票	票	phiau5	
漂	漂	phiau5	漂亮
瓢	瓢	biau2	
嫖	嫖	biau2	
鰾	鳔	biau6	
苗	苗	miau2	
描	描	miau2	
藐	藐	miau6	
渺	渺	miau6	
秒	秒	miau6	
廟	庙	miau6	
妙	妙	miau6	
刁	刁	tiau1	
貂	貂	tiau1	
雕	雕	tiau1	
鳥	鸟	tiau3	白讀
釣	钓	tiau5	
吊	吊	tiau5	
挑	挑	thiau1	
挑	挑	thiau3	給人輕易便能成功地機會
跳	跳	thiau5	
糶	粜	thiau5	
條	条	diau2	
掉	掉	diau6	
調	调	diau6	
聊	聊	liau2	
遼	辽	liau2	
撩	撩	liau2	
廖	廖	liau2	
燎	燎	liau6	
療	疗	liau6	
了	了	liau6	瞭解，了結
瞭	瞭	liau6	
料	料	liau6	
交	交	ciau1	文讀
郊	郊	ciau1	
焦	焦	ciau1	
蕉	蕉	ciau1	
椒	椒	ciau1	
朝	朝	ciau1	今朝
昭	昭	ciau1	
招	招	ciau1	
驕	骄	ciau1	
嬌	娇	ciau1	
澆	浇	ciau1	
餃	饺	ciau1	餃子
狡	狡	ciau3	
剿	剿	ciau3	
沼	沼	ciau3	
矯	矫	ciau3	
繳	缴	ciau3	
僥	侥	ciau3	
教	教	ciau5	教育，教師
校	校	ciau5	校對
較	较	ciau5	文讀
酵	酵	ciau5	文讀
照	照	ciau5	
詔	诏	ciau5	
叫	叫	ciau5	
鍬	锹	chiau1	
繰	繰	chiau1	繰邊
超	超	chiau1	
巧	巧	chiau3	
悄	悄	chiau5	
俏	俏	chiau5	
竅	窍	chiau5	
樵	樵	jiau2	
朝	朝	jiau2	朝代
潮	潮	jiau2	
趙	赵	jiau2	
喬	乔	jiau2	
僑	侨	jiau2	
橋	桥	jiau2	
蕎	荞	jiau2	
轎	轿	jiau6	
饒	饶	gniau2	
堯	尧	gniau2	
擾	扰	gniau6	
繞	绕	gniau6	
鳥	鸟	gniau6	文讀
尿	尿	gniau6	
消	消	shiau1	
宵	宵	shiau1	
霄	霄	shiau1	
硝	硝	shiau1	
銷	销	shiau1	
燒	烧	shiau1	
枵	枵	shiau1	
囂	嚣	shiau1	
蕭	萧	shiau1	
簫	箫	shiau1	
小	小	shiau3	
少	少	shiau3	多少
曉	晓	shiau3	
孝	孝	shiau5	文讀
笑	笑	shiau5	
鞘	鞘	shiau5	
少	少	shiau5	少年
韶	韶	zhiau6	
紹	绍	zhiau6	
邵	邵	zhiau6	
餚	肴	yau2	
淆	淆	yau2	
搖	摇	yau2	
謠	谣	yau2	
窯	窑	yau2	
姚	姚	yau2	
效	效	yau6	
校	校	yau6	學校
校	校	yau6	上校
兆	兆	yau6	
召	召	yau6	
耀	耀	yau6	
鷂	鹞	yau6	
妖	妖	iau1	
邀	邀	iau1	
腰	腰	iau1	
要	要	iau1	要求
幺	幺	iau1	幺二三
吆	吆	iau1	吆喝
舀	舀	iau3	舀水
杳	杳	iau3	
要	要	iau5	想要，重要
哈	哈	huo1	哈欠
花	花	huo1	
蝦	虾	huo3	
化	化	huo5	
霞	霞	wo2	白讀，如：霞浦張，地名
華	华	wo2	中華
鏵	铧	wo2	
下	下	wo6	
夏	夏	wo6	姓
夏	夏	wo6	春夏
廈	厦	wo6	
暇	暇	wo6	
華	华	wo6	華山，姓
樺	桦	wo6	
畫	画	wo6	
話	话	wo6	
鴉	鸦	uo1	白讀
丫	丫	uo1	丫頭
椏	椏	uo1	椏杈
划	划	uo1	划船
蛙	蛙	uo1	
窪	洼	uo1	
啞	哑	uo3	
掗	挜	uo5	掗賣：強賣
爹	爹	te1	
呆	呆	te1	呆滯
戴	戴	te5	姓，愛戴
胎	胎	the1	
台	台	the1	天台，台州
苔	苔	the1	舌苔
梯	梯	the1	白讀
態	态	the5	
貸	贷	the5	
臺	台	de2	
苔	苔	de2	青苔
擡	抬	de2	
貸	贷	de6	又音
待	待	de6	
怠	怠	de6	
殆	殆	de6	
代	代	de6	
袋	袋	de6	
來	来	le2	
災	灾	tse1	
栽	栽	tse1	
齋	斋	tse1	
皆	皆	tse1	
階	阶	tse1	文讀
宰	宰	tse3	
載	载	tse3	年載
再	再	tse5	
載	载	tse5	載重
載	载	tse5	滿載
猜	猜	tshe1	
且	且	tshe3	
彩	彩	tshe3	
採	採	tshe3	
睬	睬	tshe3	
菜	菜	tshe5	
才	才	dze2	
材	材	dze2	
財	财	dze2	
茄	茄	dze6	茄子
在	在	dze6	
驗	验	ne6	又音，新
念	念	ne6	
耐	耐	ne6	
裁	裁	ze2	
該	该	ke1	
改	改	ke3	
概	概	ke5	
溉	溉	ke5	
蓋	盖	ke5	
丐	丐	ke5	
開	开	khe1	
凱	凯	khe3	
慨	慨	khe3	
看	看	khe5	表嘗試的標記詞，如：試試看
戤	戤	ge6	斜靠，依仗
呆	呆	nge2	呆板
捱	捱	nge2	捱打，捱罵
礙	碍	nge6	
艾	艾	nge6	
岸	岸	nge6	
海	海	he3	
孩	孩	ghe2	
諧	谐	ghe2	又音
亥	亥	ghe6	
害	害	ghe6	
駭	骇	ghe6	
械	械	ghe6	又音
懈	懈	ghe6	
哀	哀	e1	
埃	埃	e1	塵埃
愛	爱	e5	
藹	蔼	e5	和藹
班	班	pae1	
斑	斑	pae1	
頒	颁	pae1	
扳	扳	pae1	
般	般	pae1	
板	板	pae3	
版	版	pae3	
扮	扮	pae5	
絆	绊	pae5	
攀	攀	phae1	
盼	盼	phae5	
襻	襻	phae5	紐襻
帕	帕	phae5	兒化音，如：絹帕（手帕）
爿	爿	bae2	
牌	牌	bae6	兒化音
瓣	瓣	bae6	
辦	办	bae6	
蠻	蛮	mhae1	很
埋	埋	mae2	
蠻	蛮	mae2	
邁	迈	mae6	
貓	猫	mae6	兒化音
慢	慢	mae6	
漫	漫	mae6	又音
幔	幔	mae6	又音
晚	晚	mae6	白讀
萬	万	mae6	麻將牌
蔓	蔓	mae6	
藩	藩	fae1	
翻	翻	fae1	
番	番	fae1	
覅	覅	fae1	不要
反	反	fae3	
泛	泛	fae5	
販	贩	fae5	
凡	凡	vae2	
帆	帆	vae2	
煩	烦	vae2	
礬	矾	vae2	
繁	繁	vae2	
範	范	vae6	
犯	犯	vae6	
飯	饭	vae6	
晚	晚	vae6	文讀
萬	万	vae6	
耽	耽	tae1	
擔	担	tae1	擔任
丹	丹	tae1	
單	单	tae1	
膽	胆	tae3	
撣	掸	tae3	雞毛撣子
擔	担	tae5	挑擔
旦	旦	tae5	
貪	贪	thae1	又音
坍	坍	thae1	
灘	滩	thae1	
攤	摊	thae1	
毯	毯	thae3	
坦	坦	thae3	
探	探	thae5	又音
炭	炭	thae5	
嘆	叹	thae5	
潭	潭	dae2	又音
譚	谭	dae2	
談	谈	dae2	
檀	檀	dae2	
壇	坛	dae2	
彈	弹	dae2	彈琴
痰	痰	dae6	
淡	淡	dae6	
誕	诞	dae6	
但	但	dae6	
彈	弹	dae6	子彈
蛋	蛋	dae6	
藍	蓝	lae2	
籃	篮	lae2	
蘭	兰	lae2	
攔	拦	lae2	
欄	栏	lae2	
覽	览	lae6	
攬	揽	lae6	
欖	榄	lae6	
濫	滥	lae6	
纜	缆	lae6	
懶	懒	lae6	
爛	烂	lae6	
簪	簪	tsae1	又音
斬	斩	tsae1	
盞	盏	tsae3	
蘸	蘸	tsae5	
贊	赞	tsae5	
灒	灒	tsae5	濺
參	参	tshae1	文讀
攙	搀	tshae1	
慘	惨	tshae3	
鏟	铲	tshae3	
產	产	tshae3	
餐	餐	tshae5	
燦	灿	tshae5	
慚	惭	dzae2	
讒	谗	dzae2	
饞	馋	dzae2	
殘	残	dzae2	
暫	暂	dzae6	
站	站	dzae6	
賺	赚	dzae6	
綻	绽	dzae6	
棧	栈	dzae6	
奶	奶	nhae5	兒化音，如：奶奶（乳汁）
難	难	nae2	難易
難	难	nae6	患難
腮	腮	sae1	
鰓	鳃	sae1	
衰	衰	sae1	
三	三	sae1	
杉	杉	sae1	
衫	衫	sae1	
珊	珊	sae1	
山	山	sae1	
刪	删	sae1	
賽	赛	sae5	
帥	帅	sae5	
散	散	sae5	
傘	伞	sae5	
疝	疝	sae5	
饞	馋	zae2	饞唾水：唾沫
僝	僝	zae6	責罵、訓斥
尷	尴	kae1	
監	监	kae1	監察，監視，監牢
奸	奸	kae1	
間	间	kae1	房間，車間
橄	橄	kae3	
減	减	kae3	
礆	硷	kae3	
襉	裥	kae3	
揀	拣	kae3	
監	监	kae5	國子監
堪	堪	khae1	
龕	龛	khae1	
艦	舰	khae1	
刊	刊	khae1	
鉛	铅	khae1	
坎	坎	khae3	
砍	砍	khae3	
勘	勘	khae5	
嵌	嵌	khae5	
諫	谏	gae6	嘮叨，如：諫嘴諫得
巖	岩	ngae2	
顏	颜	ngae2	
眼	眼	ngae6	
喊	喊	hae3	
莧	苋	hae5	莧菜
鹹	咸	ghae2	
銜	衔	ghae2	
閒	闲	ghae2	
閑	闲	ghae2	
陷	陷	ghae6	
餡	馅	ghae6	
限	限	ghae6	
鴨	鸭	ae3	兒化音
晏	晏	ae5	晚
鰥	鳏	kuae1	
關	关	kuae1	
慣	惯	kuae5	
筷	筷	khuae5	
環	环	guae6	白讀
摜	掼	guae6	
儇	儇	huae1	聰明
甩	甩	huae5	搖；如：甩頭（表示否定、無奈）
懷	怀	wae2	文讀，又音
槐	槐	wae2	又音
淮	淮	wae2	又音
玩	玩	wae2	古玩，遊玩；又音
頑	顽	wae2	
還	还	wae2	
幻	幻	wae6	
環	环	wae6	文讀
患	患	wae6	
宦	宦	wae6	
彎	弯	uae1	
灣	湾	uae1	
挽	挽	uae3	
娃	娃	uae3	兒化音；男孩
杯	杯	pei1	
碑	碑	pei1	
卑	卑	pei1	
悲	悲	pei1	
貝	贝	pei5	
輩	辈	pei5	
背	背	pei5	
胚	胚	phei1	
坯	坯	phei1	
沛	沛	phei5	
配	配	phei5	
培	培	bei2	
陪	陪	bei2	
賠	赔	bei2	
裴	裴	bei2	
倍	倍	bei6	
佩	佩	bei6	
背	背	bei6	背誦
焙	焙	bei6	烘焙
被	被	bei6	被動
備	备	bei6	
梅	梅	mei2	
枚	枚	mei2	
媒	媒	mei2	
煤	煤	mei2	
眉	眉	mei2	文讀
楣	楣	mei2	
黴	霉	mei2	
霉	霉	mei2	
謎	谜	mei2	兒化音，如：謎子（謎語）
每	每	mei6	
妹	妹	mei6	
昧	昧	mei6	
美	美	mei6	
媚	媚	mei6	
寐	寐	mei6	
𣍐	𣍐	vei2	不會
堆	堆	tei1	
𠡒	𠡒	tei1	拉扯；𠡒腳：扯後腿
對	对	tei1	
推	推	thei1	
貪	贪	thei1	
腿	腿	thei3	
退	退	thei5	
蛻	蜕	thei5	
探	探	thei5	
窞	窞	dei2	低窪、凹下的地方
頭	头	dei2	頭兒化音，如：老頭伯
隊	队	dei6	
兌	兑	dei6	
雷	雷	lei2	
屢	屡	lei6	
儡	儡	lei6	
累	累	lei6	
壘	垒	lei6	
類	类	lei6	
最	最	tsei1	
追	追	tsei1	
錐	锥	tsei1	
簪	簪	tsei1	
綴	缀	tsei5	
贅	赘	tsei5	
醉	醉	tsei5	
催	催	tshei1	
崔	崔	tshei1	
吹	吹	tshei1	文讀
炊	炊	tshei1	
參	参	tshei1	白讀；參隊：交朋友
𢶀	𢶀	tshei3	扭扯；如：𢶀頭髮、𢶀耳朵
脆	脆	tshei5	
翠	翠	tshei5	
粹	粹	tshei5	又音
☐	☐	dzei6	咋會合音；怎麼會
南	南	nei2	
男	男	nei2	
內	内	nei6	
雖	虽	sei1	
綏	绥	sei1	
髓	髓	sei3	
水	水	sei3	文讀
碎	碎	sei5	
歲	岁	sei5	文讀
稅	税	sei5	
粹	粹	sei5	
隨	随	zei2	
垂	垂	zei2	
罪	罪	zei6	
芮	芮	zei6	
銳	锐	zei6	
睡	睡	zei6	
瑞	瑞	zei6	
蕊	蕊	zei6	文讀
遂	遂	zei6	
隧	隧	zei6	
穗	穗	zei6	
誰	谁	zei6	
蠶	蚕	zei6	
蚶	蚶	hei1	蚶子
憨	憨	hei1	癡；戇憨憨：傻乎乎
鼾	鼾	hei1	
罕	罕	hei3	
許	许	hei3	白讀，如：許配
漢	汉	hei5	
含	含	ghei2	
函	函	ghei2	
寒	寒	ghei2	
韓	韩	ghei2	
撼	撼	ghei6	
憾	憾	ghei6	
旱	旱	ghei6	
汗	汗	ghei6	
焊	焊	ghei6	
翰	翰	ghei6	
庵	庵	ei1	
安	安	ei1	
鞍	鞍	ei1	
暗	暗	ei5	
按	按	ei5	
案	案	ei5	
圭	圭	kuei1	
閨	闺	kuei1	
規	规	kuei1	
龜	龟	kuei1	文讀
歸	归	kuei1	
詭	诡	kuei3	
軌	轨	kuei3	
癸	癸	kuei3	
鬼	鬼	kuei3	文讀
鱖	鳜	kuei5	
桂	桂	kuei5	
葵	葵	kuei5	又音
貴	贵	kuei5	文讀
盔	盔	khuei1	
魁	魁	khuei1	
奎	奎	khuei1	
虧	亏	khuei1	
窺	窥	khuei1	
傀	傀	khuei3	
蒯	蒯	khuei5	
塊	块	khuei5	
愧	愧	khuei5	
逵	逵	guei2	
葵	葵	guei2	
潰	溃	guei6	
跪	跪	guei6	文讀
櫃	柜	guei6	文讀
恢	恢	huei1	
灰	灰	huei1	
麾	麾	huei1	
揮	挥	huei1	
輝	辉	huei1	
徽	徽	huei1	
賄	贿	huei3	
悔	悔	huei3	
毀	毁	huei3	
晦	晦	huei5	
諱	讳	huei5	
桅	桅	wei2	
回	回	wei2	
茴	茴	wei2	
危	危	wei2	
爲	为	wei2	作爲
為	为	wei2	作爲
違	违	wei2	
圍	围	wei2	
匯	汇	wei6	
會	会	wei6	
繪	绘	wei6	
惠	惠	wei6	
慧	慧	wei6	
衛	卫	wei6	
穢	秽	wei6	
僞	伪	wei6	
偽	伪	wei6	
爲	为	wei6	
為	为	wei6	
位	位	wei6	
魏	魏	wei6	
偉	伟	wei6	
葦	苇	wei6	
緯	纬	wei6	
胃	胃	wei6	
謂	谓	wei6	
蝟	蝟	wei6	
彙	彙	wei6	
煨	煨	uei1	
萎	萎	uei1	
威	威	uei1	
委	委	uei3	
喂	喂	uei5	文讀
畏	畏	uei5	
慰	慰	uei5	
波	波	pou1	
菠	菠	pou1	
玻	玻	pou1	
簸	簸	pou5	
頗	颇	phou1	
坡	坡	phou1	
破	破	phou5	
剖	剖	phou5	
婆	婆	bou2	
薄	薄	bou6	薄荷
縛	缚	bou6	捆綁
魔	魔	mou2	
磨	磨	mou2	動詞
摩	摩	mou2	
饃	馍	mou2	
模	模	mou2	
摹	摹	mou2	
磨	磨	mou6	名詞
暮	暮	mou6	
慕	慕	mou6	
墓	墓	mou6	
募	募	mou6	
某	某	mou6	
膜	膜	mou6	又音
幕	幕	mou6	又音
多	多	tou1	
拖	拖	thou1	
妥	妥	thou3	
橢	椭	thou3	
唾	唾	thou5	
駝	驼	dou2	
馱	驮	dou2	拿
舵	舵	dou6	
大	大	dou6	白
惰	惰	dou6	
垛	垛	dou6	
囉	啰	lhou5	囉嗦
羅	罗	lou2	
鑼	锣	lou2	
籮	箩	lou2	
騾	骡	lou2	
螺	螺	lou2	螺螄
腡	脶	lou2	手指文
裸	裸	lou6	
摞	摞	lou6	
虜	虏	lou6	
擄	掳	lou6	
左	左	tsou3	
佐	佐	tsou3	
做	做	tsou5	
搓	搓	tshou1	
銼	锉	tshou5	
錯	错	tshou5	
挪	挪	nou2	
糯	糯	nou6	
梭	梭	sou1	
唆	唆	sou1	囉唆
鎖	锁	sou3	
瑣	琐	sou3	
啥	啥	sou5	什麼；啥人：誰
坐	坐	zou6	
座	座	zou6	
歌	歌	kou1	
哥	哥	kou1	
鍋	锅	kou1	
戈	戈	kou1	
蝸	蜗	kou1	
果	果	kou3	
裹	裹	kou3	
餜	馃	kou3	
個	个	kou5	個人，一個
過	过	kou5	
科	科	khou1	
窠	窠	khou1	
棵	棵	khou1	
可	可	khou3	
顆	颗	khou3	
課	课	khou5	
俄	俄	ngou2	
訛	讹	ngou2	
蛾	蛾	ngou6	
鵝	鹅	ngou6	
我	我	ngou6	柴橋等地讀音
餓	饿	ngou6	
臥	卧	ngou6	
火	火	hou1	動詞，發火
火	火	hou3	
夥	夥	hou3	
荷	荷	hou5	薄荷
貨	货	hou5	
河	河	ghou2	
何	何	ghou2	
荷	荷	ghou2	荷花
和	和	ghou2	和氣
禾	禾	ghou2	
賀	贺	ghou6	
禍	祸	ghou6	
和	和	ghou6	和麪
阿	阿	ou1	阿膠
倭	倭	ou1	
窩	窝	ou1	
捼	捼	ou3	抱
涴	涴	ou5	
屙	屙	ou5	糞便
搬	搬	peu1	
半	半	peu5	
巴	巴	peu5	兒化音，如：尾巴
潘	潘	pheu1	
判	判	pheu5	
盤	盘	beu2	
婆	婆	beu2	兒化，如：老太婆
伴	伴	beu6	
拌	拌	beu6	
叛	叛	beu6	
謀	谋	meu2	
矛	矛	meu2	
瞞	瞒	meu2	
饅	馒	meu2	
畝	亩	meu6	文讀
牡	牡	meu6	
母	母	meu6	文讀
拇	拇	meu6	
茂	茂	meu6	
貿	贸	meu6	
滿	满	meu6	
漫	漫	meu6	
幔	幔	meu6	
否	否	feu3	
負	负	veu6	
兜	兜	teu1	
端	端	teu1	
斗	斗	teu3	
抖	抖	teu3	
陡	陡	teu3	
短	短	teu3	
鬥	斗	teu5	鬥爭
逗	逗	teu5	
斷	断	teu5	判斷
鍛	锻	teu5	鍛鍊
偷	偷	theu1	
敨	敨	theu3	展開，敨氣
疃	疃	theu3	
透	透	theu5	
頭	头	deu2	
投	投	deu2	
團	团	deu2	
糰	糰	deu2	
豆	豆	deu6	
斷	断	deu6	斷絕
段	段	deu6	
緞	缎	deu6	
椴	椴	deu6	
鏤	镂	lheu1	摳、挖
樓	楼	leu2	
鸞	鸾	leu2	
簍	篓	leu6	
漏	漏	leu6	
陋	陋	leu6	
卵	卵	leu6	
亂	乱	leu6	
鄒	邹	tseu1	
鑽	钻	tseu1	動詞
專	专	tseu1	
磚	砖	tseu1	
走	走	tseu3	
纂	纂	tseu3	
轉	转	tseu3	
奏	奏	tseu5	
皺	皱	tseu5	
縐	绉	tseu5	
驟	骤	tseu5	
戰	战	tseu5	
顫	颤	tseu5	
鑽	钻	tseu5	名詞
川	川	tsheu1	
穿	穿	tsheu1	
喘	喘	tsheu3	
湊	凑	tsheu5	
汆	汆	tsheu5	
竄	窜	tsheu5	
篡	篡	tsheu5	
串	串	tsheu5	
蟬	蝉	dzeu2	
禪	禅	dzeu2	禪宗
全	全	dzeu2	
泉	泉	dzeu2	
賺	赚	dzeu6	又音，舊
撰	撰	dzeu6	
傳	传	dzeu6	
椽	椽	dzeu6	
篆	篆	dzeu6	
囡	囡	nheu5	暱稱嬰幼兒，“女”的兒化
囡	囡	neu2	女兒，“女”的兒化音
暖	暖	neu6	
搜	搜	seu1	
颼	飕	seu1	
餿	馊	seu1	
酸	酸	seu1	
閂	闩	seu1	
拴	拴	seu1	
宣	宣	seu1	
叟	叟	seu3	
陝	陕	seu3	
選	选	seu3	
嗽	嗽	seu5	
瘦	瘦	seu5	
算	算	seu5	
蒜	蒜	seu5	
涮	涮	seu5	
愁	愁	zeu2	
柔	柔	zeu2	文讀
船	船	zeu2	
羨	羡	zeu6	
善	善	zeu6	
膳	膳	zeu6	
單	单	zeu6	姓
禪	禅	zeu6	禪讓
然	然	zeu6	
燃	燃	zeu6	
旋	旋	zeu6	
勾	勾	keu1	
鉤	钩	keu1	
溝	沟	keu1	
狗	狗	keu3	
苟	苟	keu3	
夠	够	keu5	
構	构	keu5	
購	购	keu5	
勾	勾	keu5	勾當
摳	抠	kheu1	
瞘	眍	kheu1	
口	口	kheu3	
叩	叩	kheu5	
扣	扣	kheu5	
寇	寇	kheu5	
跔	跔	geu2	蜷縮；如：跔頭縮頸
牛	牛	ngeu2	白讀
藕	藕	ngeu6	
偶	偶	ngeu6	
吼	吼	heu1	急；發急、發火
吼	吼	heu3	
鱟	鲎	heu5	彩虹；一種海魚
侯	侯	gheu2	
喉	喉	gheu2	
猴	猴	gheu2	
瘊	瘊	gheu2	
后	后	gheu6	
後	后	gheu6	
厚	厚	gheu6	
候	候	gheu6	
歐	欧	eu1	
甌	瓯	eu1	
嘔	呕	eu1	叫、喊
嘔	呕	eu3	
毆	殴	eu3	
漚	沤	eu5	
慪	怄	eu5	
官	官	kueu1	
棺	棺	kueu1	
觀	观	kueu1	
冠	冠	kueu1	衣冠
管	管	kueu3	
館	馆	kueu3	
貫	贯	kueu5	
灌	灌	kueu5	
罐	罐	kueu5	
冠	冠	kueu5	冠軍
果	果	kueu5	兒化音，如：祭竈果
寬	宽	khueu1	
款	款	khueu3	
歡	欢	hueu1	
蝦	虾	hueu3	兒化
喚	唤	hueu5	
煥	焕	hueu5	
花	花	hueu5	兒化音，如：奶花（嬰兒）
玩	玩	weu2	
桓	桓	weu2	
完	完	weu2	
丸	丸	weu6	
緩	缓	weu6	
換	换	weu6	
幻	幻	weu6	又音
皖	皖	ueu3	
豌	豌	ueu3	
碗	碗	ueu3	
腕	腕	ueu3	
謬	谬	mieu6	
丟	丢	tieu1	
溜	溜	lhieu1	溜冰，新
流	流	lieu2	
劉	刘	lieu2	
留	留	lieu2	
榴	榴	lieu2	
硫	硫	lieu2	
琉	琉	lieu2	
柳	柳	lieu6	
溜	溜	lieu6	地滑
餾	馏	lieu6	
揪	揪	cieu1	
鬏	鬏	cieu1	
鳩	鸠	cieu1	
鬮	阄	cieu1	
糾	纠	cieu1	
酒	酒	cieu3	
肘	肘	cieu3	
九	九	cieu3	
久	久	cieu3	
韭	韭	cieu3	
灸	灸	cieu3	
晝	昼	cieu5	
救	救	cieu5	
究	究	cieu5	
箍	箍	chieu1	白讀
秋	秋	chieu1	
抽	抽	chieu1	
丘	丘	chieu1	
醜	丑	chieu3	
臭	臭	chieu5	
囚	囚	jieu2	
泅	泅	jieu2	打泅：游泳
綢	绸	jieu2	
稠	稠	jieu2	
籌	筹	jieu2	
求	求	jieu2	
球	球	jieu2	
仇	仇	jieu2	姓
就	就	jieu6	
紂	纣	jieu6	
宙	宙	jieu6	
臼	臼	jieu6	
舅	舅	jieu6	
咎	咎	jieu6	
舊	旧	jieu6	
柩	柩	jieu6	
牛	牛	gnieu2	文讀
柔	柔	gnieu2	白讀
紐	纽	gnieu6	
扭	扭	gnieu6	
修	修	shieu1	
羞	羞	shieu1	
休	休	shieu1	
朽	朽	shieu3	
秀	秀	shieu5	
繡	绣	shieu5	
綉	绣	shieu5	
鏽	锈	shieu5	
銹	锈	shieu5	
嗅	嗅	shieu5	嗅覺，文讀
袖	袖	zhieu6	
尤	尤	yeu2	
郵	邮	yeu2	
由	由	yeu2	
油	油	yeu2	
遊	游	yeu2	
游	游	yeu2	
猶	犹	yeu2	
悠	悠	yeu2	
有	有	yeu6	
友	友	yeu6	
又	又	yeu6	
右	右	yeu6	
佑	佑	yeu6	
酉	酉	yeu6	
莠	莠	yeu6	
誘	诱	yeu6	
柚	柚	yeu6	
釉	釉	yeu6	
憂	忧	ieu1	
優	优	ieu1	
幽	幽	ieu1	
幼	幼	ieu5	
崩	崩	pan1	
浜	浜	pan1	
伯	伯	pan3	兒化音
迸	迸	pan5	迸裂
烹	烹	phan1	
碰	碰	phan5	白讀，又音
朋	朋	ban2	
彭	彭	ban2	
膨	膨	ban2	
棚	棚	ban2	
蚌	蚌	ban6	
碰	碰	ban6	白讀
☐	☐	mhan5	☐☐：飯；兒童語
虻	虻	man2	黃虻：牛虻
猛	猛	man6	
孟	孟	man6	
打	打	tan3	
☐	☐	than1	☐鑼：一種銅鑼
蕩	荡	dan6	遊蕩
冷	冷	lan6	
爭	争	tsan1	白讀
睜	睁	tsan1	白讀
掙	挣	tsan1	
撐	撑	tshan5	
錚	铮	dzan6	錚亮
䂻	䂻	dzan6	塞
生	生	san1	白讀
牲	牲	san1	
甥	甥	san1	
省	省	san3	
更	更	kan1	五更；白讀
粳	粳	kan1	粳米
庚	庚	kan1	
羹	羹	kan1	
耕	耕	kan1	
埂	埂	kan3	田埂
耿	耿	kan3	白讀
䢚	䢚	kan5	（小動物）鑽入（洞中）
坑	坑	khan1	白讀，如：溪坑
揞	揞	khan5	扔，又音
鯁	鲠	gan6	骨鯁在喉
硬	硬	ngan6	
亨	亨	han1	
夯	夯	han5	打夯
行	行	ghan2	行爲，白讀
杏	杏	ghan2	
行	行	ghan6	品行，白讀
鶯	莺	an1	白讀
櫻	樱	an1	白讀
㹙	㹙	an3	牛犢
揞	揞	an5	扔
良	良	lian2	
涼	凉	lian2	
量	量	lian2	量長短
糧	粮	lian2	
梁	梁	lian2	
樑	梁	lian2	
粱	粱	lian2	
兩	两	lian6	
亮	亮	lian6	
諒	谅	lian6	
輛	辆	lian6	
量	量	lian6	數量
將	将	cian1	將來
張	张	cian1	
疆	疆	cian1	
僵	僵	cian1	
姜	姜	cian1	
礓	礓	cian1	
繮	缰	cian1	
雀	雀	cian1	麻雀；兒化音
漿	浆	cian3	
蔣	蒋	cian3	
獎	奖	cian3	
槳	桨	cian3	
長	长	cian3	生長
漲	涨	cian3	
醬	酱	cian5	
將	将	cian5	大將
帳	帐	cian5	
賬	账	cian5	
脹	胀	cian5	
腳	脚	cian5	兒化音，如：拐腳（瘸子）
槍	枪	chian1	
羌	羌	chian1	
搶	抢	chian3	
廠	厂	chian3	
暢	畅	chian5	
詳	详	jian2	
長	长	jian2	長短
腸	肠	jian2	
場	场	jian2	
強	强	jian2	
强	强	jian2	
丈	丈	jian6	
仗	仗	jian6	
杖	杖	jian6	
𤃀	𤃀	jian6	洗，白讀
鮎	鲇	gnian2	鮎魚，兒化
娘	娘	gnian2	
孃	娘	gnian2	
瓤	瓤	gnian2	
釀	酿	gnian6	
壤	壤	gnian6	
攘	攘	gnian6	
嚷	嚷	gnian6	
讓	让	gnian6	
仰	仰	gnian6	
相	相	shian1	互相
箱	箱	shian1	
廂	厢	shian1	
湘	湘	shian1	
襄	襄	shian1	
鑲	镶	shian1	
香	香	shian1	
鄉	乡	shian1	
想	想	shian3	
鯗	鲞	shian3	
餉	饷	shian3	
享	享	shian3	
響	响	shian3	
相	相	shian5	相貌
向	向	shian5	
牆	墙	zhian2	
祥	祥	zhian2	
匠	匠	zhian6	
