繁體	简体	吳拼	備注
拾	拾	zhiq8	拾起來
舌	舌	zhiq8	
嚼	嚼	zhiq8	
芍	芍	zhiq8	芍藥花
弱	弱	zhiq8	
食	食	zhiq8	
蝕	蚀	zhiq8	
席	席	zhiq8	
夕	夕	zhiq8	
射	射	zhiq8	
該	该	kiq7	定指：這，那
該	该	khiq7	定指：這，那；又音
諧	谐	yiq8	又音
械	械	yiq8	又音
峽	峡	yiq8	又音
葉	叶	yiq8	
頁	页	yiq8	
逸	逸	yiq8	
藥	药	yiq8	
鑰	钥	yiq8	鑰匙
躍	跃	yiq8	
翼	翼	yiq8	
亦	亦	yiq8	
譯	译	yiq8	
易	易	yiq8	交易
液	液	yiq8	
腋	腋	yiq8	
揖	揖	iq7	作揖
噎	噎	iq7	
乙	乙	iq7	
一	一	iq7	
約	约	iq7	
抑	抑	iq7	
益	益	iq7	
博	博	poq7	
剝	剥	poq7	
駁	驳	poq7	
北	北	poq7	
卜	卜	poq7	
樸	朴	phoq7	
撲	扑	phoq7	
醭	醭	phoq7	白醭
博	博	boq8	
泊	泊	boq8	
縛	缚	boq8	白讀
雹	雹	boq8	
僕	仆	boq8	
曝	曝	boq8	
瀑	瀑	boq8	
莫	莫	moq8	
膜	膜	moq8	
幕	幕	moq8	
寞	寞	moq8	
摸	摸	moq8	
墨	墨	moq8	
陌	陌	moq8	又音
木	木	moq8	
目	目	moq8	
穆	穆	moq8	
牧	牧	moq8	
復	复	foq7	復興
福	福	foq7	
幅	幅	foq7	
蝠	蝠	foq7	蝙蝠
複	复	foq7	重複
腹	腹	foq7	
覆	覆	foq7	
復	复	foq7	復原；又音
縛	缚	voq8	文讀
服	服	voq8	
伏	伏	voq8	
復	复	voq8	復原
篤	笃	toq7	
督	督	toq7	
託	托	thoq7	
禿	秃	thoq7	
鐸	铎	doq8	
踱	踱	doq8	
獨	独	doq8	
讀	读	doq8	
牘	牍	doq8	
犢	犊	doq8	
毒	毒	doq8	
摝	摝	lhoq7	振動，搖動
睩	睩	lhoq7	眼珠轉動
落	落	loq8	
烙	烙	loq8	
駱	骆	loq8	
酪	酪	loq8	
洛	洛	loq8	
絡	络	loq8	
樂	乐	loq8	快樂
鹿	鹿	loq8	
祿	禄	loq8	
六	六	loq8	
陸	陆	loq8	
綠	绿	loq8	
錄	录	loq8	
蜘	蜘	tsoq7	蜘蛛，又音
折	折	tsoq7	
哲	哲	tsoq7	
浙	浙	tsoq7	
拙	拙	tsoq7	
質	质	tsoq7	
作	作	tsoq7	
酌	酌	tsoq7	
桌	桌	tsoq7	
卓	卓	tsoq7	
琢	琢	tsoq7	
啄	啄	tsoq7	
涿	涿	tsoq7	
捉	捉	tsoq7	
竹	竹	tsoq7	
築	筑	tsoq7	
筑	筑	tsoq7	
祝	祝	tsoq7	
粥	粥	tsoq7	
足	足	tsoq7	
燭	烛	tsoq7	
囑	嘱	tsoq7	
猝	猝	tshoq7	
黢	黢	tshoq7	黑黢黢
出	出	tshoq7	
綽	绰	tshoq7	
戳	戳	tshoq7	
畜	畜	tshoq7	畜牲
促	促	tshoq7	
觸	触	tshoq7	
絕	绝	dzoq8	
朮	朮	dzoq8	藥名：白朮，蒼朮
鑿	凿	dzoq8	
着	着	dzoq8	附着
濁	浊	dzoq8	
鐲	镯	dzoq8	
族	族	dzoq8	
逐	逐	dzoq8	
蜀	蜀	dzoq8	
屬	属	dzoq8	
諾	诺	noq8	
設	设	soq7	
刷	刷	soq7	
雪	雪	soq7	
說	说	soq7	
失	失	soq7	
室	室	soq7	
戌	戌	soq7	
秫	秫	soq7	高粱
索	索	soq7	
朔	朔	soq7	
式	式	soq7	又音
速	速	soq7	
肅	肃	soq7	
宿	宿	soq7	
縮	缩	soq7	
叔	叔	soq7	
粟	粟	soq7	
束	束	soq7	
續	续	zoq8	
十	十	zoq8	
什	什	zoq8	什物
入	入	zoq8	
實	实	zoq8	
日	日	zoq8	文讀
術	术	zoq8	
述	述	zoq8	
昨	昨	zoq8	
勺	勺	zoq8	
若	若	zoq8	
熟	熟	zoq8	
淑	淑	zoq8	
俗	俗	zoq8	
續	续	zoq8	
贖	赎	zoq8	
辱	辱	zoq8	
褥	褥	zoq8	
各	各	koq7	
閣	阁	koq7	
擱	搁	koq7	
郭	郭	koq7	
覺	觉	koq7	知覺；白讀
角	角	koq7	
國	国	koq7	
虢	虢	koq7	
谷	谷	koq7	
窟	窟	khoq7	
廓	廓	khoq7	
擴	扩	khoq7	
確	确	khoq7	白讀
殼	壳	khoq7	
哭	哭	khoq7	
酷	酷	khoq7	
擱	搁	goq8	
鄂	鄂	ngoq8	
鶴	鹤	ngoq8	
嶽	岳	ngoq8	
郝	郝	hoq7	姓
霍	霍	hoq7	
藿	藿	hoq7	
鑊	镬	ghoq8	鍋
學	学	ghoq8	
或	或	ghoq8	
惑	惑	ghoq8	
獲	获	ghoq8	
惡	恶	oq7	善惡
握	握	oq7	
屋	屋	oq7	
沃	沃	oq7	
厥	厥	cioq7	
決	决	cioq7	
訣	诀	cioq7	
橘	橘	cioq7	
覺	觉	cioq7	知覺；文讀
菊	菊	cioq7	
缺	缺	chioq7	
屈	屈	chioq7	
確	确	chioq7	文讀
喫	吃	chioq7	
曲	曲	chioq7	
榷	榷	chioq7	
掘	掘	jioq8	
倔	倔	jioq8	
軸	轴	jioq8	
局	局	jioq8	
肉	肉	gnioq8	
玉	玉	gnioq8	
血	血	shioq7	
恤	恤	shioq7	
畜	畜	shioq7	畜牧
蓄	蓄	shioq7	儲蓄
悅	悦	yoq8	
閱	阅	yoq8	
月	月	yoq8	
越	越	yoq8	
曰	曰	yoq8	
粵	粤	yoq8	
穴	穴	yoq8	
樂	乐	yoq8	音樂；又音，新
域	域	yoq8	
疫	疫	yoq8	
役	役	yoq8	
育	育	yoq8	
獄	狱	yoq8	
欲	欲	yoq8	
浴	浴	yoq8	
噦	哕	ioq7	嘔吐
鬱	郁	ioq7	
姆	姆	mh5	姆媽
姆	姆	m2	阿姆
畝	亩	m6	白讀
母	母	m6	白讀
嘸	呒	nh5	嘸納：沒有
爾	尔	n6	你，白讀
芋	芋	n6	芋艿
吳	吴	ng2	白讀
魚	鱼	ng2	
兒	儿	ng2	白讀
五	五	ng6	
伍	伍	ng6	白讀
耳	耳	ng6	白讀
戊	戊	ng6	
兒	儿	er2	文讀
而	而	er2	
爾	尔	er6	文讀
二	二	er6	文讀
貳	贰	er6	文讀
耳	耳	er6	文讀
餌	饵	er6	
