繁體	简体	吳拼	備注
鬧	闹	nau6	
撓	挠	nau6	
勞	劳	lau2	
牢	牢	lau2	
蘿	萝	lau2	白讀
老	老	lau6	
佬	佬	lau6	
撈	捞	lhau5	
澇	涝	lhau5	
遭	遭	tsau1	
糟	糟	tsau1	
搔	搔	tsau1	
澡	澡	tsau1	
蚤	蚤	tsau1	
藻	藻	tsau1	
早	早	tsau3	
棗	枣	tsau3	
爪	爪	tsau3	
找	找	tsau3	
躁	躁	tsau5	
竈	灶	tsau5	
罩	罩	tsau5	
操	操	tshau1	
抄	抄	tshau1	
鈔	钞	tshau1	
草	草	tshau3	
炒	炒	tshau3	
吵	吵	tshau3	
糙	糙	tshau5	
曹	曹	dzau2	
巢	巢	dzau2	
燥	燥	sau1	
臊	臊	sau1	
嫂	嫂	sau3	
掃	扫	sau3	～地
梢	梢	sau5	
稍	稍	sau5	
騷	骚	sau5	
掃	扫	sau5	～帚
槽	槽	zau2	
皁	皂	zau2	
造	造	zau6	
漕	漕	zau6	池塘
高	高	kau1	
膏	膏	kau1	
交	交	kau1	白讀
膠	胶	kau1	白讀
茭	茭	kau1	白讀 ～白
篙	篙	kau3	
稿	稿	kau3	
絞	绞	kau3	白讀
鉸	铰	kau3	白讀
羔	羔	kau5	
糕	糕	kau5	
告	告	kau5	
教	教	kau5	白讀
酵	酵	kau5	白讀
覺	觉	kau5	白讀 睏～
叫	叫	kau5	～化子
校	校	kau5	白讀 ～場
敲	敲	khau1	白讀
考	考	khau3	
拷	拷	khau3	
靠	靠	khau5	
犒	犒	khau5	
銬	铐	khau5	
烤	烤	khau5	
攪	搅	gau6	～七廿三
傲	傲	ngau2	
熬	熬	ngau2	
敖	敖	ngau2	
螯	螯	ngau2	
鰲	鳌	ngau2	
嗷	嗷	ngau2	
遨	遨	ngau2	
翱	翱	ngau2	
咬	咬	ngau6	
好	好	hau3	
蒿	蒿	hau5	
耗	耗	hau5	
孝	孝	hau5	白讀
哮	哮	hau5	白讀
豪	豪	ghau2	
壕	壕	ghau2	
毫	毫	ghau2	
浩	浩	ghau2	
嚎	嚎	ghau2	
濠	濠	ghau2	
號	号	ghau6	
效	效	ghau6	白讀 ～氣
襖	袄	au3	
拗	拗	au3	～斷
奧	奥	au5	
懊	懊	au5	
澳	澳	au5	
凹	凹	au5	
鏖	鏖	au5	
嶴	岙	au5	
拗	拗	au5	～攪，～猛江
班	班	pae1	
斑	斑	pae1	
扳	扳	pae1	
般	般	pae1	
頒	颁	pae1	
瘢	瘢	pae1	
掰	掰	pae1	～開
板	板	pae3	
版	版	pae3	
阪	阪	pae3	
坂	坂	pae3	田～
扮	扮	pae5	
絆	绊	pae5	～一跌
攀	攀	phae1	
襻	襻	phae1	紐～
帕	帕	phae1	兒化變讀 絹～
盼	盼	phae5	
牌	牌	bae2	兒化變讀 麻雀～
瓣	瓣	bae6	
辦	办	bae6	
爿	爿	bae6	
曼	曼	mae2	
蔓	蔓	mae2	
邁	迈	mae2	
埋	埋	mae2	文讀
漫	漫	mae2	文讀
蠻	蛮	mae2	野～
貓	猫	mae2	兒化變讀
爿	爿	mae2	
慢	慢	mae6	
萬	万	mae6	白讀 ～子
晚	晚	mae6	白讀 ～娘
蠻	蛮	mhae5	～好
翻	翻	fae1	
番	番	fae1	
發	发	fae1	兒化變讀 看～ 劉海
反	反	fae3	
返	返	fae3	
泛	泛	fae5	
販	贩	fae5	
帆	帆	vae2	
藩	藩	vae2	
煩	烦	vae2	
繁	繁	vae2	
樊	樊	vae2	
礬	矾	vae2	
蕃	蕃	vae2	
凡	凡	vae6	
範	范	vae6	
飯	饭	vae6	
犯	犯	vae6	
萬	万	vae6	文讀
晚	晚	vae6	文讀
丹	丹	tae1	
單	单	tae1	
擔	担	tae1	～任
兜	兜	tae1	兒化變讀 飯～
膽	胆	tae3	
撣	掸	tae3	
疸	疸	tae3	
耽	耽	tae5	
旦	旦	tae5	
擔	担	tae5	挑～
坍	坍	thae1	
灘	滩	thae1	
攤	摊	thae1	
癱	瘫	thae1	
坦	坦	thae3	
毯	毯	thae3	
炭	炭	thae5	
嘆	叹	thae5	
談	谈	dae2	
痰	痰	dae2	
檀	檀	dae2	
壇	坛	dae2	
誕	诞	dae2	
譚	谭	dae2	
潭	潭	dae2	文讀
燂	燂	dae2	燒水
彈	弹	dae2	～性
頭	头	dae2	兒化變讀 馬蘭～
但	但	dae6	
淡	淡	dae6	
蛋	蛋	dae6	
彈	弹	dae6	～子
難	难	nae2	困～
乃	乃	nae6	
難	难	nae6	～民
奈	奈	nae6	文讀
籃	篮	lae2	
藍	蓝	lae2	
蘭	兰	lae2	
闌	阑	lae2	
讕	谰	lae2	
瀾	澜	lae2	
欖	榄	lae2	
攔	拦	lae2	文讀
欄	栏	lae2	文讀
纜	缆	lae6	
覽	览	lae6	
攬	揽	lae6	
懶	懒	lae6	
濫	滥	lae6	
爛	烂	lae6	
賴	赖	lae6	文讀
贊	赞	tsae5	
讚	赞	tsae5	
斬	斩	tsae5	
盞	盏	tsae5	
濺	溅	tsae5	
餐	餐	tshae1	
攙	搀	tshae1	
羼	羼	tshae1	
參	参	tshae1	～加
菜	菜	tshae1	兒化變讀 花臉～ 薺菜
慘	惨	tshae3	
產	产	tshae3	
鏟	铲	tshae3	
燦	灿	tshae5	
懺	忏	tshae5	拜～
慚	惭	dzae2	
殘	残	dzae2	
讒	谗	dzae2	
饞	馋	dzae2	
暫	暂	dzae6	
綻	绽	dzae6	
棧	栈	dzae6	
站	站	dzae6	
賺	赚	dzae6	
三	三	sae1	
杉	杉	sae1	
衫	衫	sae1	
珊	珊	sae1	
山	山	sae1	
傘	伞	sae1	
刪	删	sae1	
散	散	sae3	
散	散	sae5	
柴	柴	zae2	兒化變讀 草～
涎	涎	zae2	
尷	尴	kae1	
奸	奸	kae1	
橄	橄	kae3	
減	减	kae3	
揀	拣	kae3	
鹼	碱	kae3	
襉	裥	kae3	
襇	裥	kae3	
柬	柬	kae3	白讀
監	监	kae5	
間	间	kae5	白讀
堪	堪	khae1	
嵌	嵌	khae1	
坎	坎	khae1	
砍	砍	khae1	
艦	舰	khae1	
勘	勘	khae1	
刊	刊	khae1	
鉛	铅	khae1	
檻	槛	khae1	門～
戡	戡	khae1	
龕	龛	khae1	神～
諫	谏	gae6	白讀 ～嘴
巖	岩	ngae2	
岩	岩	ngae2	
銜	衔	ngae2	
癌	癌	ngae2	
顏	颜	ngae2	白讀
岸	岸	ngae2	白讀
雁	雁	ngae2	白讀
眼	眼	ngae6	
瞎	瞎	hae1	兒化變讀 算命～子
喊	喊	hae3	
莧	苋	hae5	～菜
鹹	咸	ghae2	～淡
閒	闲	ghae2	
閑	闲	ghae2	
盒	盒	ghae2	兒化變讀 撲粉～
濠	濠	ghae2	兒化變讀 ～河頭
限	限	ghae5	
餡	馅	ghae5	
陷	陷	ghae5	白讀
鴨	鸭	ae3	兒化變讀
晏	晏	ae5	遲
矮	矮	ae5	兒化變讀 稱呼矮子
鰥	鳏	kuae1	
關	关	kuae1	
関	关	kuae1	
慣	惯	kuae5	
筷	筷	khuae1	兒化變讀
摜	掼	guae6	
甩	甩	guae6	
乖	乖	huae1	
環	环	wae2	
玩	玩	wae2	
頑	顽	wae2	
幻	幻	wae2	
還	还	wae2	～是 歸～
患	患	wae2	
宦	宦	wae2	
淮	淮	wae2	
壞	坏	wae2	文讀
懷	怀	wae2	文讀
槐	槐	wae2	
彎	弯	uae1	
灣	湾	uae1	
娃	娃	uae1	兒化變讀 小～
挽	挽	uae3	
𧟰	𧟰	fe1	不要
覅	𧟰	fe1	不要
𡠍	𧟰	fe1	不要
𫸻	𧟰	fe1	不要
戴	戴	te1	文讀
胎	胎	the1	
臺	台	the1	～州
苔	苔	the1	舌～
梯	梯	the1	路～
態	态	the5	
擡	抬	de2	
貸	贷	de2	
臺	台	de2	戲～
苔	苔	de2	～條
待	待	de6	
怠	怠	de6	
殆	殆	de6	
代	代	de6	
袋	袋	de6	
耐	耐	ne6	
念	念	ne6	
廿	廿	ne6	
驗	验	ne6	
騐	验	ne6	
奶	奶	nhe5	兒化變讀 ～～脯
來	来	le2	
災	灾	tse1	
栽	栽	tse1	
宰	宰	tse1	
哉	哉	tse1	
再	再	tse5	
載	载	tse5	～重
猜	猜	tshe1	
釵	钗	tshe1	文讀
且	且	tshe3	
採	采	tshe3	
采	采	tshe3	
彩	彩	tshe3	
綵	彩	tshe3	
睬	睬	tshe3	
菜	菜	tshe5	
才	才	dze2	
財	财	dze2	
材	材	dze2	木～
在	在	dze6	
腮	腮	se1	
鰓	鳃	se1	
衰	衰	se1	
帥	帅	se1	
賽	赛	se5	
裁	裁	ze2	
載	载	ze2	～子
材	材	ze2	棺～
改	改	ke3	
該	该	ke3	
開	开	khe1	
凱	凯	khe1	
慨	慨	khe5	
戤	戤	ge6	斜靠
䬵	䬵	ge6	打嗝
呆	呆	nge2	
礙	碍	nge6	
艾	艾	nge6	
海	海	he3	
孩	孩	ghe2	
亥	亥	ghe6	
害	害	ghe6	
哀	哀	e1	
愛	爱	e3	
藹	蔼	e3	
爹	爹	tie1	文讀
皆	皆	cie1	
階	阶	cie1	文讀
介	介	cie5	文讀
屆	届	cie5	文讀
茄	茄	jie6	兒化變讀
驗	验	gnie6	
騐	验	gnie6	
耶	耶	ye2	
械	械	ye2	
爺	爷	ye2	文讀
椰	椰	ye6	
也	也	ye6	文讀
夜	夜	ye6	文讀
野	野	ye6	文讀
外	外	we6	文讀
搬	搬	poe1	
巴	巴	poe1	兒化變讀 尾～
半	半	poe5	
判	判	phoe5	
潘	潘	phoe5	姓
伴	伴	boe2	
盤	盘	boe2	
磐	磐	boe2	
畔	畔	boe2	
蟠	蟠	boe2	
婆	婆	boe2	兒化變讀 老太～
耙	耙	boe2	兒化變讀 拉草～
叛	叛	boe6	
拌	拌	boe6	
瞞	瞒	moe2	
饅	馒	moe2	
鰻	鳗	moe2	
幔	幔	moe2	
漫	漫	moe2	白讀 ～白
馬	马	moe2	兒化變讀 泥～
滿	满	moe6	
端	端	toe1	
短	短	toe3	
鍛	锻	toe5	
斷	断	toe5	決～
疃	疃	thoe1	一～路
團	团	doe2	
段	段	doe6	
緞	缎	doe6	
斷	断	doe6	～開
女	女	noe2	兒化變讀 現作囡
囡	囡	noe2	
暖	暖	noe6	
巒	峦	loe2	
孿	孪	loe2	
臠	脔	loe2	
灤	滦	loe2	
鸞	鸾	loe2	
螺	螺	loe2	兒化變讀 蜓蚰～
裸	裸	loe2	兒化變讀 赤～
鑼	锣	loe2	兒化變讀 宕～
亂	乱	loe6	
卵	卵	loe6	～袋
專	专	tsoe1	
磚	砖	tsoe1	
詹	詹	tsoe1	
瞻	瞻	tsoe1	
鑽	钻	tsoe1	～洞
轉	转	tsoe3	～變
戰	战	tsoe5	
轉	转	tsoe5	～圈
鑽	钻	tsoe5	～子
川	川	tshoe1	
穿	穿	tshoe1	
車	车	tshoe1	兒化變讀 坐～
喘	喘	tshoe3	
竄	窜	tshoe5	
篡	篡	tshoe5	
串	串	tshoe5	
全	全	dzoe2	
泉	泉	dzoe2	
痊	痊	dzoe2	
篆	篆	dzoe2	
椽	椽	dzoe2	
傳	传	dzoe2	～布
纏	缠	dzoe2	文讀 ～足
纂	纂	dzoe6	
傳	传	dzoe6	～念
酸	酸	soe1	
閂	闩	soe1	
宣	宣	soe1	
喧	喧	soe1	
疝	疝	soe1	
舍	舍	soe1	文讀 宿～
奢	奢	soe3	
舍	舍	soe3	文讀 ～去
算	算	soe5	
蒜	蒜	soe5	
船	船	zoe2	
蟾	蟾	zoe2	
纏	缠	zoe2	文讀 盤～
善	善	zoe6	
羨	羡	zoe6	
然	然	zoe6	
燃	燃	zoe6	
繕	缮	zoe6	
膳	膳	zoe6	
蟬	蝉	zoe6	
旋	旋	zoe6	
擅	擅	zoe6	
禪	禅	zoe6	
單	单	zoe6	姓
鵝	鹅	ngoe2	兒化變讀 雁～
芽	芽	ngoe2	兒化變讀 綠豆～
蝦	虾	hoe1	兒化變讀
鴉	鸦	oe1	兒化變讀 火老～
鵶	鸦	oe1	兒化變讀 火老～
官	官	kuoe1	
棺	棺	kuoe1	
觀	观	kuoe1	～看
脘	脘	kuoe1	胸～頭
管	管	kuoe3	
倌	倌	kuoe3	
館	馆	kuoe3	
果	果	kuoe3	兒化變讀 祭竈～
哥	哥	kuoe3	兒化變讀 阿～
瓜	瓜	kuoe3	兒化變讀 黃金～
冠	冠	kuoe5	
灌	灌	kuoe5	
罐	罐	kuoe5	
貫	贯	kuoe5	
觀	观	kuoe5	寺～
寬	宽	khuoe1	
款	款	khuoe3	
歡	欢	huoe1	
瘓	痪	huoe1	
渙	涣	huoe1	
奐	奂	huoe1	
花	花	huoe1	兒化變讀 奶～ 嬰兒
喚	唤	huoe5	
煥	焕	huoe5	
桓	桓	woe2	
垣	垣	woe2	
援	援	woe2	
完	完	woe2	
緩	缓	woe6	
換	换	woe6	
丸	丸	woe6	
腕	腕	uoe3	
豌	豌	uoe3	
皖	皖	uoe3	
碗	碗	uoe3	
宛	宛	uoe3	
婉	婉	uoe3	
惋	惋	uoe3	
捐	捐	cioe1	
鵑	鹃	cioe1	
娟	娟	cioe1	
涓	涓	cioe1	
卷	卷	cioe3	～簾
絹	绢	cioe5	
眷	眷	cioe5	
卷	卷	cioe5	書～
圈	圈	chioe1	
犬	犬	chioe3	
勸	劝	chioe5	
券	券	chioe5	
拳	拳	jioe2	
權	权	jioe2	
顴	颧	jioe2	
倦	倦	jioe6	
元	元	gnioe2	
原	原	gnioe2	
源	源	gnioe2	
阮	阮	gnioe2	姓
願	愿	gnioe6	
軟	软	gnioe6	文讀
楦	楦	shioe1	鞋～
袁	袁	yoe2	
轅	辕	yoe2	
圓	圆	yoe2	
園	园	yoe2	
員	员	yoe2	
猿	猿	yoe2	
緣	缘	yoe2	
眩	眩	yoe2	
玄	玄	yoe2	
懸	悬	yoe2	
援	援	yoe2	
遠	远	yoe6	
縣	县	yoe6	
院	院	yoe6	
丸	丸	yoe6	
冤	冤	ioe1	
淵	渊	ioe1	
渕	渊	ioe1	
怨	怨	ioe5	
鴛	鸳	ioe5	
波	波	pou1	
菠	菠	pou1	
玻	玻	pou1	
播	播	pou5	
簸	簸	pou5	
坡	坡	phou1	
頗	颇	phou1	
剖	剖	phou1	
破	破	phou5	
婆	婆	bou2	
縛	缚	bou6	白讀
薄	薄	bou6	～荷
模	模	mou2	
蟆	蟆	mou2	
慕	慕	mou2	
驀	蓦	mou2	
摩	摩	mou2	
魔	魔	mou2	
磨	磨	mou2	～刀
暮	暮	mou6	
幕	幕	mou6	
墓	墓	mou6	
募	募	mou6	
磨	磨	mou6	石～
某	某	mou6	
多	多	tou1	
拖	拖	thou1	
妥	妥	thou3	
橢	椭	thou3	
馱	驮	dou2	
駝	驼	dou2	
惰	惰	dou2	
墮	堕	dou2	
舵	舵	dou6	
大	大	dou6	白讀
糯	糯	nou2	
懦	懦	nou2	
螺	螺	lou2	
騾	骡	lou2	
卵	卵	lou2	
裸	裸	lou2	
羅	罗	lou2	
邏	逻	lou2	
籮	箩	lou2	
鑼	锣	lou2	
虜	虏	lou2	
蘿	萝	lou2	文讀
腡	脶	lou2	手指～
擄	掳	lou6	
摟	搂	lou6	～錢
摟	搂	lou5	抱嬰兒
做	做	tsou1	
左	左	tsou3	
佐	佐	tsou3	
錯	错	tshou1	
搓	搓	tshou1	
挫	挫	tshou1	
銼	锉	tshou1	
梭	梭	sou1	
唆	唆	sou1	
啥	啥	sou1	什麼
鎖	锁	sou3	
瑣	琐	sou3	
座	座	zou2	
坐	坐	zou2	
歌	歌	kou1	
哥	哥	kou1	
戈	戈	kou1	
個	个	kou1	幾～
鍋	锅	kou3	
果	果	kou3	
裹	裹	kou3	
蝸	蜗	kou3	
過	过	kou5	
個	个	kou5	～子頭
科	科	khou1	
窠	窠	khou1	
苛	苛	khou1	
可	可	khou3	
顆	颗	khou3	
棵	棵	khou3	
課	课	khou5	
俄	俄	ngou2	
娥	娥	ngou2	
鵝	鹅	ngou6	
餓	饿	ngou6	
臥	卧	ngou6	
火	火	hou3	
夥	伙	hou3	
伙	伙	hou3	
荷	荷	hou3	薄～
貨	货	hou5	
和	和	ghou2	
禾	禾	ghou2	
河	河	ghou2	
何	何	ghou2	
荷	荷	ghou2	～花
禍	祸	ghou6	
賀	贺	ghou6	
倭	倭	ou1	
渦	涡	ou1	
阿	阿	ou1	～膠
碑	碑	pei1	
悲	悲	pei1	
卑	卑	pei1	
彼	彼	pei1	
貝	贝	pei1	
狽	狈	pei1	
褙	褙	pei1	
杯	杯	pei1	
褒	褒	pei1	
背	背	pei1	～負
揹	背	pei1	～負
輩	辈	pei5	
背	背	pei5	～脊
胚	胚	phei1	
坯	坯	phei1	
丕	丕	phei1	
轡	辔	phei1	
呸	呸	phei1	
沛	沛	phei5	
配	配	phei5	
培	培	bei2	
陪	陪	bei2	
賠	赔	bei2	
倍	倍	bei6	
佩	佩	bei6	
焙	焙	bei6	
備	备	bei6	
悖	悖	bei6	～時
裴	裴	bei6	姓
背	背	bei6	～誦
被	被	bei6	～迫
梅	梅	mei2	
枚	枚	mei2	
媒	媒	mei2	
謀	谋	mei2	
玫	玫	mei2	
牟	牟	mei2	
煤	煤	mei2	
楣	楣	mei2	
媚	媚	mei2	
貿	贸	mei2	
寐	寐	mei2	
眉	眉	mei2	
謎	谜	mei2	白讀
畝	亩	mei2	文讀
黴	霉	mei2	～天
霉	霉	mei2	～天
每	每	mei6	
美	美	mei6	
牡	牡	mei6	
茂	茂	mei6	
昧	昧	mei6	
母	母	mei6	
黴	霉	mei6	～麩
霉	霉	mei6	～麩
妹	妹	mei6	阿～
妹	妹	mei5	～～
否	否	fei3	
負	负	vei2	
阜	阜	vei2	
浮	浮	vei2	文讀
𣍐	𠊉	vei6	勿會
堆	堆	tei1	
兜	兜	tei1	
𠡒	𠡒	tei1	拉扯，～百筋
抖	抖	tei3	
陡	陡	tei3	文讀
斗	斗	tei3	升～
對	对	tei5	
鬥	斗	tei5	～爭
推	推	thei1	
偷	偷	thei1	
貪	贪	thei1	
腿	腿	thei3	
敨	敨	thei3	～開
退	退	thei5	
透	透	thei5	
探	探	thei5	
蛻	蜕	thei5	
蜕	蜕	thei5	
頭	头	dei2	
投	投	dei2	
頹	颓	dei2	
潭	潭	dei2	白讀 水淌～
墜	坠	dei6	～肚
隊	队	dei6	
豆	豆	dei6	
逗	逗	dei6	
兌	兑	dei6	
兑	兑	dei6	
骰	骰	dei6	
痘	痘	dei6	
南	南	nei2	
男	男	nei2	
內	内	nei6	
軟	软	nei6	白讀
雷	雷	lei2	
樓	楼	lei2	
蕾	蕾	lei2	
髏	髅	lei2	
儡	儡	lei2	
了	了	lei2	算～
淚	泪	lei2	文讀
累	累	lei6	
壘	垒	lei6	
類	类	lei6	
磊	磊	lei6	
擂	擂	lei6	
簍	篓	lei6	
屢	屡	lei6	
漏	漏	lei6	
陋	陋	lei6	
鄒	邹	tsei1	姓
追	追	tsei1	文讀
錐	锥	tsei1	文讀
走	走	tsei3	
最	最	tsei5	
醉	醉	tsei5	
奏	奏	tsei5	
贅	赘	tsei5	
綴	缀	tsei5	
皺	皱	tsei5	
縐	绉	tsei5	
催	催	tshei1	
炊	炊	tshei1	
瘁	瘁	tshei1	
崔	崔	tshei1	姓
吹	吹	tshei1	文讀
翠	翠	tshei5	
摧	摧	tshei5	
脆	脆	tshei5	
湊	凑	tshei5	
驟	骤	dzei6	
槌	槌	dzei6	文讀
雖	虽	sei1	
水	水	sei3	文讀
尿	尿	sei3	文讀
碎	碎	sei5	
嗽	嗽	sei5	
綏	绥	sei5	
稅	税	sei5	
税	税	sei5	
搜	搜	sei5	
餿	馊	sei5	
瘦	瘦	sei5	
祟	祟	sei5	
颼	飕	sei5	
艘	艘	sei5	
叟	叟	sei5	
歲	岁	sei5	文讀
愁	愁	zei2	
銳	锐	zei2	
鋭	锐	zei2	
睡	睡	zei2	
遂	遂	zei2	
穗	穗	zei2	
隨	随	zei2	
隧	隧	zei2	
蕊	蕊	zei2	文讀
誰	谁	zei2	文讀
垂	垂	zei2	文讀
錘	锤	zei2	文讀
捶	捶	zei2	文讀
隋	隋	zei6	
瑞	瑞	zei6	
罪	罪	zei6	
蠶	蚕	zei6	
粹	粹	zei6	
勾	勾	kei1	
鉤	钩	kei1	
溝	沟	kei1	
狗	狗	kei3	
苟	苟	kei3	
夠	够	kei5	
够	够	kei5	
構	构	kei5	
購	购	kei5	
媾	媾	kei5	
口	口	khei3	
扣	扣	khei5	
寇	寇	khei5	
蔻	蔻	khei5	
叩	叩	khei5	
跔	跔	gei2	收縮
抅	抅	gei6	頭部伏案臂上
牛	牛	ngei2	白讀
偶	偶	ngei6	
藕	藕	ngei6	
耦	耦	ngei6	
隅	隅	ngei6	
憨	憨	hei1	
酣	酣	hei1	
鱟	鲎	hei1	虹
蚶	蚶	hei1	～子
鼾	鼾	hei3	
吼	吼	hei3	
漢	汉	hei5	
罕	罕	hei5	
含	含	ghei2	
函	函	ghei2	
寒	寒	ghei2	
旱	旱	ghei2	
侯	侯	ghei2	
猴	猴	ghei2	
涵	涵	ghei2	
憾	憾	ghei2	
撼	撼	ghei2	
悍	悍	ghei2	
捍	捍	ghei2	
喉	喉	ghei2	
韓	韩	ghei6	姓
汗	汗	ghei6	
焊	焊	ghei6	
翰	翰	ghei6	
後	后	ghei6	
候	候	ghei6	
厚	厚	ghei6	
庵	庵	ei1	
暗	暗	ei1	
安	安	ei1	
鞍	鞍	ei1	
歐	欧	ei1	
甌	瓯	ei1	
嘔	呕	ei1	
毆	殴	ei1	
鷗	鸥	ei1	
謳	讴	ei1	
暗	暗	ei5	
按	按	ei5	
案	案	ei5	
圭	圭	kuei1	
閨	闺	kuei1	
規	规	kuei1	
軌	轨	kuei1	
癸	癸	kuei1	
葵	葵	kuei1	
歸	归	kuei1	文讀
龜	龟	kuei1	文讀
詭	诡	kuei3	
鬼	鬼	kuei3	文讀
儈	侩	kuei5	
劊	刽	kuei5	
檜	桧	kuei5	
桂	桂	kuei5	
鱖	鳜	kuei5	
貴	贵	kuei5	文讀
會	会	kuei5	～計
奎	奎	khuei1	
傀	傀	khuei1	
魁	魁	khuei1	
盔	盔	khuei1	
塊	块	khuei1	
虧	亏	khuei1	文讀
⿰米鬼	⿰米鬼	khuei5	
愧	愧	khuei5	
逵	逵	guei2	
窺	窥	guei6	
饋	馈	guei6	
跪	跪	guei6	文讀
櫃	柜	guei6	文讀
潰	溃	guei6	～敗
恢	恢	huei1	
灰	灰	huei1	
揮	挥	huei1	
輝	辉	huei1	
徽	徽	huei1	
賄	贿	huei1	
卉	卉	huei1	
麾	麾	huei1	
詼	诙	huei1	
悔	悔	huei5	
諱	讳	huei5	
毀	毁	huei5	
晦	晦	huei5	
誨	诲	huei5	
桅	桅	wei2	
回	回	wei2	
茴	茴	wei2	
蛔	蛔	wei2	
惠	惠	wei2	
慧	慧	wei2	
彗	彗	wei2	
圍	围	wei2	文讀
槐	槐	wei2	
違	违	wei6	
危	危	wei6	
匯	汇	wei6	
偉	伟	wei6	
韋	韦	wei6	
葦	苇	wei6	
繪	绘	wei6	
魏	魏	wei6	
緯	纬	wei6	
胃	胃	wei6	
謂	谓	wei6	
位	位	wei6	
僞	伪	wei6	
偽	伪	wei6	
衛	卫	wei6	
蝟	猬	wei6	
爲	为	wei6	
為	为	wei6	
會	会	wei6	開～
煨	煨	uei1	
威	威	uei1	
萎	萎	uei1	
委	委	uei3	
畏	畏	uei5	
慰	慰	uei5	
穢	秽	uei5	
諉	诿	uei5	
尉	尉	uei5	
喂	喂	uei5	文讀 ～飯
謬	谬	mieu2	
丟	丢	tieu1	
劉	刘	lieu2	
流	流	lieu2	
留	留	lieu2	
榴	榴	lieu2	
硫	硫	lieu2	
琉	琉	lieu2	
瘤	瘤	lieu2	
柳	柳	lieu2	
餾	馏	lieu2	
溜	溜	lieu6	
周	周	cieu1	
舟	舟	cieu1	
州	州	cieu1	
洲	洲	cieu1	
糾	纠	cieu1	
鳩	鸠	cieu1	
肘	肘	cieu3	
帚	帚	cieu3	
酒	酒	cieu3	
九	九	cieu3	
久	久	cieu3	
韭	韭	cieu3	
晝	昼	cieu5	
咒	咒	cieu5	
救	救	cieu5	
究	究	cieu5	
灸	灸	cieu5	
疚	疚	cieu5	
柩	柩	cieu5	
秋	秋	chieu1	
丘	丘	chieu1	
抽	抽	chieu1	
邱	邱	chieu1	
蚯	蚯	chieu1	
鰍	鳅	chieu1	
湫	湫	chieu1	
醜	丑	chieu3	
臭	臭	chieu5	
綢	绸	jieu2	
籌	筹	jieu2	
仇	仇	jieu2	
酬	酬	jieu2	
柔	柔	jieu2	
求	求	jieu2	
球	球	jieu2	
紂	纣	jieu2	
宙	宙	jieu2	
囚	囚	jieu2	
泅	泅	jieu2	
稠	稠	jieu2	
售	售	jieu2	
舅	舅	jieu6	
臼	臼	jieu6	
舊	旧	jieu6	
就	就	jieu6	文讀
牛	牛	gnieu2	文讀
紐	纽	gnieu6	
扭	扭	gnieu6	
鈕	钮	gnieu6	
羞	羞	shieu1	
修	修	shieu1	
休	休	shieu1	
收	收	shieu1	
朽	朽	shieu1	
首	首	shieu3	
手	手	shieu3	
守	守	shieu3	
秀	秀	shieu5	
獸	兽	shieu5	
鏽	锈	shieu5	
銹	锈	shieu5	
繡	绣	shieu5	
綉	绣	shieu5	
宿	宿	shieu5	星～
授	授	zhieu6	
受	受	zhieu6	
袖	袖	zhieu6	
壽	寿	zhieu6	
就	就	zhieu6	白讀
尤	尤	yeu2	
由	由	yeu2	
郵	邮	yeu2	
油	油	yeu2	
遊	游	yeu2	
猶	犹	yeu2	
酉	酉	yeu2	
酋	酋	yeu2	
右	右	yeu6	
有	有	yeu6	
友	友	yeu6	
釉	釉	yeu6	
誘	诱	yeu6	
又	又	yeu6	文讀
憂	忧	ieu1	
優	优	ieu1	
悠	悠	ieu1	
幽	幽	ieu1	
幼	幼	ieu1	
鞭	鞭	pii1	
編	编	pii1	
邊	边	pii1	
蝙	蝙	pii1	
貶	贬	pii3	
砭	砭	pii3	
扁	扁	pii3	
匾	匾	pii3	
變	变	pii5	
遍	遍	pii5	
篇	篇	phii1	
偏	偏	phii1	
翩	翩	phii1	
騙	骗	phii5	
片	片	phii5	
緶	缏	bii2	一種針法
便	便	bii2	～宜
辨	辨	bii6	
辯	辩	bii6	
辮	辫	bii6	
卞	卞	bii6	
汴	汴	bii6	
便	便	bii6	～當
綿	绵	mii2	
棉	棉	mii2	
眠	眠	mii2	
免	免	mii6	
勉	勉	mii6	
娩	娩	mii6	
緬	缅	mii6	
面	面	mii6	
麪	面	mii6	
麵	面	mii6	
顛	颠	tii1	
巔	巅	tii1	
癲	癫	tii1	
踮	踮	tii1	
惦	惦	tii1	
掂	掂	tii1	
點	点	tii3	
典	典	tii3	
碘	碘	tii3	
店	店	tii5	
天	天	thii1	
添	添	thii1	
舔	舔	thii3	
掭	掭	thii3	～燈芯
甜	甜	dii2	
田	田	dii2	
填	填	dii2	
奠	奠	dii2	
佃	佃	dii2	
鈿	钿	dii2	銅～
甸	甸	dii2	
澱	淀	dii2	
電	电	dii6	
殿	殿	dii6	
墊	垫	dii6	
簟	簟	dii6	篾～
滇	滇	dii6	
廉	廉	lii2	
鐮	镰	lii2	
簾	帘	lii2	
連	连	lii2	
聯	联	lii2	
憐	怜	lii2	
蓮	莲	lii2	
戀	恋	lii2	
鏈	链	lii6	
殮	殓	lii6	
練	练	lii6	
煉	炼	lii6	
臉	脸	lii6	
斂	敛	lii6	
鑑	鉴	cii1	
尖	尖	cii1	
沾	沾	cii1	
瞻	瞻	cii1	
兼	兼	cii1	
艱	艰	cii1	
煎	煎	cii1	
